participant,session,engagement_id,speaker,label,num_original_segments,num_surviving_segments,num_short_segments,num_long_segments,merged_duration,speech_duration,min_segment_duration,max_segment_duration,mean_segment_duration,median_segment_duration,std_segment_duration
11,22-2,0,SPEAKER_01,engaged,5,8,1,7,11.4075,11.407499999999995,0.016874999999998863,3.7631249999999987,1.4259374999999994,1.0378125000000002,1.1954481540671258
11,22-2,0,SPEAKER_00,engaged,5,1,1,0,0.016875,0.016874999999998863,0.016874999999998863,0.016874999999998863,0.016874999999998863,0.016874999999998863,0.0
11,22-2,2,SPEAKER_01,engaged,1,1,0,1,0.54,0.5399999999999991,0.5399999999999991,0.5399999999999991,0.5399999999999991,0.5399999999999991,0.0
11,22-2,3,SPEAKER_01,disengaged,2,2,0,2,0.6075,0.6075000000000017,0.06750000000000256,0.5399999999999991,0.30375000000000085,0.30375000000000085,0.2362499999999983
11,22-2,3,SPEAKER_02,disengaged,3,4,0,4,4.652375,4.6523642500000015,0.6074999999999982,1.7718750000000014,1.1630910625000004,1.136494625000001,0.5186731326504085
11,22-2,4,SPEAKER_02,engaged,1,1,0,1,1.5918125,1.591801750000002,1.591801750000002,1.591801750000002,1.591801750000002,1.591801750000002,0.0
11,22-2,4,SPEAKER_00,engaged,3,3,1,2,4.269375,4.269374999999993,0.033749999999997726,3.4424999999999955,1.4231249999999978,0.7931249999999999,1.461179692491651
11,22-2,4,SPEAKER_01,engaged,2,2,0,2,6.4128125,6.412781250000002,2.7506249999999994,3.6621562500000024,3.206390625000001,3.206390625000001,0.4557656250000015
11,22-2,5,SPEAKER_01,disengaged,2,2,0,2,2.645625,2.6456249999999955,0.9282607499999997,1.7173642499999957,1.3228124999999977,1.3228124999999977,0.394551749999998
11,22-2,6,SPEAKER_01,engaged,2,2,0,2,3.7505625,3.7505517500000067,0.5274267500000036,3.223125000000003,1.8752758750000034,1.8752758750000034,1.3478491249999998
11,22-2,6,SPEAKER_02,engaged,1,1,0,1,0.455625,0.45562500000000483,0.45562500000000483,0.45562500000000483,0.45562500000000483,0.45562500000000483,0.0
11,22-2,7,SPEAKER_01,disengaged,2,2,0,2,1.152375,1.1523642499999909,0.40986424999999826,0.7424999999999926,0.5761821249999954,0.5761821249999954,0.16631787499999717
11,22-2,8,SPEAKER_01,engaged,4,4,0,4,10.7449375,10.744926750000005,1.3793017500000104,3.661874999999995,2.686231687500001,2.8518749999999997,0.8484420545861746
11,22-2,10,SPEAKER_02,engaged,1,1,0,1,0.354375,0.35437500000000455,0.35437500000000455,0.35437500000000455,0.35437500000000455,0.35437500000000455,0.0
11,22-2,10,SPEAKER_01,engaged,1,1,0,1,0.4796875,0.4796562499999908,0.4796562499999908,0.4796562499999908,0.4796562499999908,0.4796562499999908,0.0
11,22-2,11,SPEAKER_01,disengaged,1,1,0,1,0.8333125,0.8333340000000078,0.8333340000000078,0.8333340000000078,0.8333340000000078,0.8333340000000078,0.0
11,22-2,12,SPEAKER_01,engaged,8,8,0,8,17.2503125,17.25034375,0.18971874999999727,5.518124999999998,2.15629296875,2.0925000000000082,1.5762653115069607
11,22-2,13,SPEAKER_00,disengaged,1,1,0,1,0.3338125,0.3338232499999947,0.3338232499999947,0.3338232499999947,0.3338232499999947,0.3338232499999947,0.0
11,22-2,14,SPEAKER_00,engaged,1,1,1,0,0.0209375,0.02096875000000864,0.02096875000000864,0.02096875000000864,0.02096875000000864,0.02096875000000864,0.0
11,22-2,15,SPEAKER_00,disengaged,1,1,0,1,1.691125,1.6911142499999698,1.6911142499999698,1.6911142499999698,1.6911142499999698,1.6911142499999698,0.0
11,22-2,16,SPEAKER_00,engaged,1,1,0,1,0.1655625,0.1655517500000201,0.1655517500000201,0.1655517500000201,0.1655517500000201,0.1655517500000201,0.0
11,22-2,17,SPEAKER_00,disengaged,1,1,0,1,0.438,0.4379892499999869,0.4379892499999869,0.4379892499999869,0.4379892499999869,0.4379892499999869,0.0
11,22-2,18,SPEAKER_00,engaged,2,2,0,2,0.6930625,0.6930517500000235,0.16875000000001705,0.5243017500000065,0.34652587500001175,0.34652587500001175,0.1777758749999947
11,22-2,18,SPEAKER_01,engaged,2,2,0,2,9.5900625,9.59007324999996,4.561323249999987,5.028749999999974,4.79503662499998,4.79503662499998,0.23371337499999356
11,22-2,19,SPEAKER_01,disengaged,2,3,1,2,2.22625,2.226249999999993,0.016874999999998863,1.6659687500000189,0.7420833333333311,0.5434062499999754,0.6877412239370605
11,22-2,19,SPEAKER_00,disengaged,2,1,0,1,0.286875,0.2868749999999807,0.2868749999999807,0.2868749999999807,0.2868749999999807,0.2868749999999807,0.0
11,22-2,20,SPEAKER_01,engaged,1,1,0,1,4.21575,4.215760750000015,4.215760750000015,4.215760750000015,4.215760750000015,4.215760750000015,0.0
11,22-2,20,SPEAKER_00,engaged,1,1,0,1,0.1409375,0.14090625000000045,0.14090625000000045,0.14090625000000045,0.14090625000000045,0.14090625000000045,0.0
11,22-2,21,SPEAKER_00,disengaged,5,5,0,5,5.3945,5.394510750000023,0.5682607500000074,1.3162499999999966,1.0789021500000047,1.1981250000000045,0.27393712868738324
11,22-2,22,SPEAKER_00,engaged,1,1,0,1,0.894375,0.894375000000025,0.894375000000025,0.894375000000025,0.894375000000025,0.894375000000025,0.0
11,22-2,24,SPEAKER_00,engaged,6,6,0,6,7.374375,7.374375000000015,0.5062499999999943,2.092500000000001,1.2290625000000024,1.164375000000021,0.5367750379872808
11,22-2,26,SPEAKER_00,engaged,37,37,0,37,42.3225,42.322500000000076,0.06749999999999545,3.7631250000000023,1.1438513513513535,0.9787500000000477,0.8635856430428848
11,22-2,26,SPEAKER_02,engaged,14,14,0,14,17.7706875,17.770698250000038,0.08569825000000719,2.9700000000000273,1.269335589285717,1.2234375000000028,0.8654958807206032
11,22-2,27,SPEAKER_02,disengaged,5,1,0,1,0.1340625,0.13409375000003365,0.13409375000003365,0.13409375000003365,0.13409375000003365,0.13409375000003365,0.0
11,22-2,27,SPEAKER_01,disengaged,6,4,0,4,1.68175,1.6817392499999073,0.20249999999998636,0.6581249999999841,0.42043481249997683,0.41055712499996844,0.20557007586704834
11,22-2,28,SPEAKER_01,engaged,1,1,0,1,1.7443125,1.744301749999977,1.744301749999977,1.744301749999977,1.744301749999977,1.744301749999977,0.0
