,precision,recall,f1-score,support
disengaged,0.0,0.0,0.0,11.0
engaged,0.6451612903225806,1.0,0.7843137254901961,20.0
accuracy,0.6451612903225806,0.6451612903225806,0.6451612903225806,0.6451612903225806
macro avg,0.3225806451612903,0.5,0.39215686274509803,31.0
weighted avg,0.4162330905306972,0.6451612903225806,0.5060088551549652,31.0
