,precision,recall,f1-score,support
disengaged,0.5,0.2777777777777778,0.35714285714285715,18.0
engaged,0.6904761904761905,0.8529411764705882,0.7631578947368421,34.0
accuracy,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.6538461538461539
macro avg,0.5952380952380952,0.565359477124183,0.5601503759398496,52.0
weighted avg,0.6245421245421245,0.6538461538461539,0.6226142278773857,52.0
