Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Precision,Recall,F1
16,16,0.2,0.001,0.0,0.5058823529411764,0.4392857142857142,0.6311111111111112,0.5155195681511471
16,16,0.2,0.001,0.0001,0.6098039215686275,0.6144444444444445,0.8555555555555555,0.7065062656641603
16,16,0.2,0.0005,0.0,0.5986928104575163,0.6127777777777779,0.8755555555555556,0.7131135531135532
16,16,0.2,0.0005,0.0001,0.5071895424836601,0.44345238095238093,0.5155555555555555,0.4384615384615384
16,16,0.3,0.001,0.0,0.5967320261437907,0.6101470588235294,0.8399999999999999,0.6966096866096866
16,16,0.3,0.001,0.0001,0.5535947712418301,0.48524725274725267,0.6599999999999999,0.5538550724637681
16,16,0.3,0.0005,0.0,0.6084967320261437,0.6341269841269842,0.7755555555555554,0.6928229665071769
16,16,0.3,0.0005,0.0001,0.5058823529411764,0.4395085306850013,0.6155555555555555,0.51005291005291
16,16,0.4,0.001,0.0,0.5045751633986928,0.34293040293040294,0.4955555555555556,0.4052727272727273
16,16,0.4,0.001,0.0001,0.6006535947712418,0.6243589743589744,0.76,0.6790118577075098
16,16,0.4,0.0005,0.0,0.5862745098039216,0.6146978021978022,0.7799999999999999,0.673499901632894
16,16,0.4,0.0005,0.0001,0.5522875816993464,0.4758721670486377,0.6555555555555556,0.548148148148148
16,16,0.5,0.001,0.0,0.5633986928104575,0.5778943278943278,0.8133333333333332,0.6718690005646528
16,16,0.5,0.001,0.0001,0.5620915032679739,0.6508547008547009,0.691111111111111,0.6288091770929298
16,16,0.5,0.0005,0.0,0.5529411764705883,0.47322398190045256,0.74,0.5752785829307567
16,16,0.5,0.0005,0.0001,0.5751633986928105,0.5779248366013072,0.9155555555555555,0.7068001628001628
16,32,0.2,0.001,0.0,0.5843137254901961,0.6062342885872297,0.8355555555555556,0.6926765750564378
16,32,0.2,0.001,0.0001,0.6222222222222223,0.6263492063492063,0.86,0.7033788819875777
16,32,0.2,0.0005,0.0,0.5647058823529412,0.5830891330891331,0.8377777777777776,0.6840297383775644
16,32,0.2,0.0005,0.0001,0.5973856209150327,0.6158613445378152,0.8133333333333332,0.685209126385597
16,32,0.3,0.001,0.0,0.5418300653594771,0.46837662337662334,0.6,0.5122495151906916
16,32,0.3,0.001,0.0001,0.5052287581699346,0.5834498834498834,0.5733333333333333,0.546260048113595
16,32,0.3,0.0005,0.0,0.5875816993464053,0.6102813852813853,0.7377777777777779,0.6599818056339795
16,32,0.3,0.0005,0.0001,0.5183006535947713,0.5478883861236803,0.8355555555555556,0.6596308683265204
16,32,0.4,0.001,0.0,0.5535947712418301,0.5010256410256411,0.5955555555555556,0.5423451910408432
