Participant,Fold,Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Precision,Recall,F1 Score,AUROC
p11,1,16,16,0.4,0.001,0.0,0.6503067484662577,0.6538461538461539,0.6296296296296297,0.6415094339622641,0.6704305931948209
p11,2,16,16,0.4,0.001,0.0,0.6666666666666666,0.6588235294117647,0.691358024691358,0.6746987951807228,0.7142203932327389
p11,3,16,16,0.4,0.001,0.0,0.6604938271604939,0.6756756756756757,0.6172839506172839,0.6451612903225806,0.667428745618046
p11,4,16,16,0.4,0.001,0.0,0.6728395061728395,0.6753246753246753,0.65,0.6624203821656051,0.7253048780487805
p11,5,16,16,0.4,0.001,0.0,0.5185185185185185,1.0,0.025,0.04878048780487805,0.6589939024390243
p11,1,16,16,0.4,0.001,0.0001,0.6625766871165644,0.6585365853658537,0.6666666666666666,0.6625766871165644,0.6725383920505872
p11,2,16,16,0.4,0.001,0.0001,0.654320987654321,0.6373626373626373,0.7160493827160493,0.6744186046511628,0.7104099984758421
p11,3,16,16,0.4,0.001,0.0001,0.654320987654321,0.676056338028169,0.5925925925925926,0.631578947368421,0.6523395823807346
p11,4,16,16,0.4,0.001,0.0001,0.6851851851851852,0.6933333333333334,0.65,0.6709677419354839,0.7320121951219511
p11,5,16,16,0.4,0.001,0.0001,0.5,0.47368421052631576,0.1125,0.18181818181818182,0.6458841463414634
p11,1,16,16,0.4,0.0005,0.0,0.6932515337423313,0.7066666666666667,0.654320987654321,0.6794871794871795,0.6784101174345076
p11,2,16,16,0.4,0.0005,0.0,0.6975308641975309,0.75,0.5925925925925926,0.6620689655172414,0.7399786617893614
p11,3,16,16,0.4,0.0005,0.0,0.5864197530864198,0.5833333333333334,0.6049382716049383,0.593939393939394,0.6114921505868008
p11,4,16,16,0.4,0.0005,0.0,0.6790123456790124,0.7,0.6125,0.6533333333333333,0.7370426829268293
p11,5,16,16,0.4,0.0005,0.0,0.5740740740740741,0.6774193548387096,0.2625,0.3783783783783784,0.6471036585365854
p11,1,16,16,0.4,0.0005,0.0001,0.6503067484662577,0.6578947368421053,0.6172839506172839,0.6369426751592356,0.6749473050286059
p11,2,16,16,0.4,0.0005,0.0001,0.6604938271604939,0.6477272727272727,0.7037037037037037,0.6745562130177515,0.7242798353909465
p11,3,16,16,0.4,0.0005,0.0001,0.6234567901234568,0.6351351351351351,0.5802469135802469,0.6064516129032258,0.6675811614083219
p11,4,16,16,0.4,0.0005,0.0001,0.6666666666666666,0.6805555555555556,0.6125,0.6447368421052632,0.7365853658536585
p11,5,16,16,0.4,0.0005,0.0001,0.6296296296296297,0.7,0.4375,0.5384615384615384,0.6551829268292682
p11,1,16,16,0.5,0.001,0.0,0.6380368098159509,0.6527777777777778,0.5802469135802469,0.6143790849673203,0.6674194519722977
