Participant,Best Hidden1,Best Hidden2,Best Dropout,Best LearningRate,Best WeightDecay,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std,AUROC Mean,AUROC Std
p11,32,32,0.2,0.001,0.0001,0.6633643868817692,0.025882729772089743,0.6669729503940031,0.04442913797523813,0.6622839506172838,0.1016311558624855,0.6595525423497092,0.03499315487268729,0.7024369612008876,0.05102207320469862
p12,16,64,0.5,0.0005,0.0001,0.5695902353966871,0.04012408289964425,0.5651309072261053,0.05639970847784609,0.7139551192145863,0.16347523854321985,0.6180869599243995,0.03280247215683392,0.6153245887591182,0.03320662009165617
p17,128,16,0.3,0.0005,0.0,0.633196960841613,0.07755673097082323,0.6213788741302972,0.07159588061022179,0.7604597701149425,0.09680317558057594,0.6764696882769171,0.021774330260315878,0.6565992865636148,0.05344321649362786
p18,128,16,0.5,0.001,0.0001,0.6615624812346124,0.029981684306666968,0.6795815978105993,0.04430807831304919,0.6116727716727717,0.08880052364195898,0.6396881025887315,0.04797025970061534,0.6749976110845676,0.029185576187082438
p5,64,32,0.2,0.0005,0.0001,0.7120724346076458,0.06861137499420278,0.7173268398268398,0.07433127421671538,0.7373873873873874,0.13347896539069115,0.7215291198094572,0.07908653103965953,0.7326850379791556,0.06498656683972098
p7,16,16,0.4,0.0005,0.0001,0.736798245614035,0.04758485165989923,0.7310110680229911,0.05934934867083334,0.7625,0.056288567025442916,0.7441618932332764,0.038721850796132565,0.7760545951536643,0.05252885386277975
p9,128,32,0.5,0.001,0.0,0.655090206185567,0.060799021650991346,0.655249876298862,0.06852458046150676,0.648581560283688,0.06450602797988858,0.6512953506457886,0.062348838602981606,0.6663062898031553,0.06909531166854088
