,precision,recall,f1-score,support
disengaged,0.5689655172413793,0.717391304347826,0.6346153846153846,92.0
engaged,0.6060606060606061,0.4444444444444444,0.5128205128205128,90.0
accuracy,0.5824175824175825,0.5824175824175825,0.5824175824175825,0.5824175824175825
macro avg,0.5875130616509927,0.5809178743961352,0.5737179487179487,182.0
weighted avg,0.5873092424816563,0.5824175824175825,0.5743871513102281,182.0
