,precision,recall,f1-score,support
disengaged,0.6153846153846154,0.5714285714285714,0.5925925925925926,14.0
engaged,0.7142857142857143,0.75,0.7317073170731707,20.0
accuracy,0.6764705882352942,0.6764705882352942,0.6764705882352942,0.6764705882352942
macro avg,0.6648351648351649,0.6607142857142857,0.6621499548328816,34.0
weighted avg,0.673561732385262,0.6764705882352942,0.6744247834635209,34.0
