,precision,recall,f1-score,support
disengaged,0.46153846153846156,0.5454545454545454,0.5,11.0
engaged,0.7222222222222222,0.65,0.6842105263157895,20.0
accuracy,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516
macro avg,0.5918803418803419,0.5977272727272727,0.5921052631578947,31.0
weighted avg,0.6297215329473395,0.6129032258064516,0.6188455008488963,31.0
