F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,participant,session,clip_id,speaker,engagement_start_time,engagement_end_time,speaker_start_time,speaker_end_time,num_segments,speech_duration,label
37.3297,0.12649202,34.78608,36.270805,39.311188,4.5251083,253.57634,401.87796,60.653774,68.7444,0.3592106,0.7258004,0.11966373,0.3195657,0.57585686,0.45619315,5.127295,3.1165073,3.4953132,1.7249352,0.15365642,0.9783012,25.146605,0.66525584,10.16056,1.4308263,-8.191402,-2.1711938,-13.761018,-1.3217982,0.023415059,1.9025553,1.078091,0.8411902,9.467239,0.41165558,9.561071,1.22421,35.853054,0.30644622,762.87854,0.2357788,1391.8738,0.19026572,-72.80925,-1.182916,1835.8145,0.13189423,1170.392,0.2688194,-80.60831,-0.9372933,2963.0166,0.08539169,1026.397,0.3262647,-86.27007,-0.8272015,-19.44125,-0.5634962,33.167664,0.29651287,0.076391384,0.26012063,-0.01992173,-0.86593425,0.19450837,0.7889151,31.552761,0.33058318,9.73236,1.538888,-9.777909,-1.9365834,-20.122192,-0.79034156,-8.5329,17.391138,0.04976497,0.006931189,0.058841366,3.2382,2.6388125,0.25520834,0.24069338,0.11134831,0.082382925,-27.060297,17,5,0,SPEAKER_02,0.0,139.166667,5.61659375,112.97534375,16,36.45000000000004,engaged
43.03364,0.10951895,39.740295,42.10398,47.199623,7.4593277,102.79154,161.66902,117.69277,192.06924,0.41158593,0.6403369,0.1595503,0.39831293,0.6166462,0.45709586,2.9215229,1.9354597,3.8266435,3.4449153,0.13487785,1.2679046,23.078295,0.45865956,5.419004,2.3560762,-19.487219,-0.8240656,-32.88965,-0.6404169,0.015718829,2.8350236,0.65739965,1.3550595,13.50768,0.28696656,13.133741,0.7524971,34.59919,0.33848545,808.1219,0.19483113,1286.0862,0.21515697,-45.12403,-1.6110133,1871.3826,0.112213925,1165.5807,0.28992024,-60.421337,-0.97970355,2968.0962,0.06502271,858.40576,0.36746204,-65.32577,-0.8622825,-20.773588,-0.37596622,34.065506,0.24531817,0.075317234,0.3425818,-0.022288382,-0.68942595,0.1540232,1.1715214,25.126415,0.35203516,5.5861135,2.3288736,-21.052013,-0.78869313,-37.99803,-0.4892955,-8.923836,19.583565,0.053189203,0.009208774,0.04262311,2.0517395,1.7025089,0.48263156,0.41532287,0.08888889,0.049987655,-25.48086,17,5,0,SPEAKER_04,0.0,139.166667,32.970968750000004,78.95534375000001,12,11.221875000000026,engaged
37.249954,0.18286628,31.648024,37.293076,43.196556,11.5485325,121.097466,75.931816,418.34903,670.49744,0.30987203,0.64225346,0.094749816,0.31077117,0.5045112,0.40976137,5.3472104,2.261441,3.4793367,1.5477561,0.13949426,0.784067,25.656097,0.38341537,8.531922,1.3594187,-0.45564872,-39.152637,-5.067362,-2.8494868,0.062819645,2.1634345,1.3935763,0.8275078,8.867142,0.48529807,11.913031,0.71726716,27.103369,0.38162065,706.5323,0.3284298,1444.907,0.19628143,-100.59499,-0.8918391,1750.1736,0.13912673,1046.475,0.27286273,-98.73372,-0.8369693,2863.0486,0.0846751,909.5472,0.3162012,-102.51985,-0.7768996,-19.645437,-0.28574425,30.954834,0.22115047,0.086265676,0.23073474,-0.013182215,-1.0453103,0.16629823,0.5942898,28.087273,0.2717567,9.209929,1.2305521,1.0641338,18.289648,-7.402436,-1.9333682,-14.144833,24.94776,0.05894599,0.00019996338,0.10328734,4.107425,3.3492823,0.16285715,0.1250578,0.12684211,0.111876465,-29.508984,17,5,0,SPEAKER_00,0.0,139.166667,40.10909375,59.97096875,6,6.344999999999992,engaged
43.896915,0.1877277,39.884808,43.794453,48.416763,8.531956,135.06154,94.2939,149.53342,205.847,0.5552187,0.7611959,0.17529006,0.4260979,1.0045551,0.82926506,6.704234,4.8168106,4.4468083,4.0174694,0.20918079,1.3656386,8.364667,2.8555088,-0.5596849,-30.317884,-19.495504,-0.9437014,-22.048094,-0.88514996,0.021116491,1.9278086,0.91904086,0.9348731,11.323138,0.463709,8.4815035,1.3990297,29.146767,0.4388701,801.9905,0.26509255,1294.4888,0.22878951,-88.38159,-1.0820982,1794.3496,0.13146074,1148.4716,0.27944192,-88.36162,-0.95392805,2904.098,0.07690034,802.3639,0.40657374,-91.46229,-0.87318146,-13.441388,-0.7160247,27.972168,0.34386265,0.06710267,0.40576553,-0.015081344,-1.2896862,0.27733213,1.1565739,17.259367,0.854628,-6.3921204,-2.507656,-26.059586,-0.7031992,-31.730293,-0.5342874,2.9727504,6.493063,0.050273564,0.0089594275,0.09166233,2.5830257,2.238806,0.27333334,0.2550272,0.16545454,0.24193777,-23.749313,17,5,0,SPEAKER_03,0.0,139.166667,43.619093750000005,124.97346875,6,5.433749999999996,engaged
34.882435,0.15562092,30.762331,35.086117,38.93047,8.1681385,162.83546,138.18927,131.04425,194.81956,0.34497666,0.6947204,0.11343643,0.30473012,0.57203084,0.4585944,5.356651,2.5817907,3.5065846,2.0272646,0.14932077,0.8409443,26.672369,0.47250372,12.856361,0.9366485,1.6788312,9.391526,-10.802824,-1.5257087,0.031970315,1.6121123,1.1927303,0.81860244,8.677499,0.4114174,11.553569,0.84879255,33.181816,0.34170666,748.4089,0.2580789,1406.2845,0.16427967,-73.791115,-1.1659232,1839.0839,0.12096793,1094.772,0.32150212,-81.19523,-0.9416014,2930.0493,0.07891817,918.71246,0.37068385,-84.00729,-0.8885427,-21.926716,-0.36701602,32.74049,0.28839117,0.07837098,0.21582775,-0.022794578,-0.707351,0.18575458,0.666618,30.06573,0.2850845,13.655344,0.8752473,3.0992818,5.3791137,-15.674969,-0.99846977,-12.981636,23.790054,0.05217039,0.0029997467,0.07164728,3.3467202,2.9550035,0.22181818,0.17647138,0.10425,0.08375224,-27.618593,17,5,0,SPEAKER_01,0.0,139.166667,59.97096875,138.08534375000002,12,14.951250000000044,engaged
41.1103,0.07692632,38.44868,41.321297,43.85606,5.407379,111.756256,101.92069,81.42226,76.93895,0.58008325,0.81439155,0.1987584,0.47878003,0.86111313,0.6623547,5.43726,4.0770206,3.8854527,2.1473088,0.19162135,1.333108,23.078987,0.45784482,3.972943,2.8981469,-17.851406,-0.78392255,-36.060696,-0.5528451,0.017884128,2.5726585,0.76910645,1.3743963,12.969188,0.2970027,11.102475,1.0809782,35.007973,0.32519475,797.72815,0.16914941,1269.6884,0.1811089,-44.84808,-1.7121631,1876.3822,0.10148725,1094.0942,0.346377,-57.981136,-1.1341591,2981.4492,0.055096153,799.10565,0.40332335,-62.894093,-1.0079404,-20.838356,-0.3296712,31.099508,0.2746469,0.07183287,0.26039407,-0.031218158,-0.51089543,0.222065,1.2265859,24.72916,0.40443957,4.144991,2.6835275,-19.602049,-0.6562358,-41.948013,-0.36966184,-10.598351,21.335321,0.049593985,-0.00021975591,0.06734426,2.4054985,1.9064125,0.41727272,0.21809466,0.085454546,0.050517976,-20.560282,17,5,0,SPEAKER_05,0.0,139.166667,83.35971875,137.56221875,6,5.838750000000033,engaged
41.69784,0.12807357,36.93246,42.02703,47.58955,10.657089,150.54948,95.659485,133.9751,50.004505,0.24906263,0.68275994,0.079653785,0.20534475,0.4342575,0.3546037,3.760079,1.1996728,3.3590143,1.420425,0.12499017,0.90416586,23.284578,0.40588057,11.889285,0.8184116,-5.0172896,-3.6856346,-27.13427,-1.0377718,0.040333316,0.86767316,1.8662288,0.6983097,9.583049,0.41723156,15.250916,0.7564042,22.611296,0.47790524,832.06195,0.18861876,1301.095,0.2277727,-90.67758,-0.96550345,1884.4794,0.100768045,1177.465,0.25069562,-96.26097,-0.74516493,2912.3894,0.065043315,794.9111,0.40174207,-91.74387,-0.8194315,-21.28682,-0.38681218,30.49477,0.3283359,0.08331506,0.35987955,-0.017878192,-1.1707786,0.122121796,0.6336578,22.548498,0.41277552,11.776585,0.74257743,-5.8188305,-3.2221856,-35.53623,-0.74923575,-19.446297,31.50644,0.052458797,-0.0015038392,0.119908236,5.645161,4.2372885,0.144,0.059531495,0.072,0.06615134,-30.16846,17,5,1,SPEAKER_02,139.2,142.566667,140.26221875000002,142.566667,3,1.2581982499999924,disengaged
36.221394,0.10137416,35.276146,36.9933,38.082367,2.806221,122.88864,161.50974,52.6503,51.15643,0.29470825,0.7051392,0.085035205,0.2757439,0.473779,0.3887438,4.5075455,2.8256388,3.0527346,1.9165858,0.10124957,1.0195904,25.043964,0.65215194,11.29814,0.9891534,-7.7129865,-1.9751871,-18.43656,-1.2680029,0.022073362,2.2211657,0.95047,1.0880105,10.311792,0.36738726,3.7503695,3.2361884,35.895924,0.27454758,726.62823,0.2581215,1361.4596,0.15870301,-79.74439,-1.1520048,1824.676,0.13127823,1204.3918,0.21815102,-88.66745,-0.88260496,2937.1917,0.08279004,993.4119,0.3450443,-93.371025,-0.7999426,-20.977636,-0.45521837,34.301033,0.21532717,0.080775015,0.22156972,-0.02927837,-0.7459042,0.12882748,0.8549832,32.619503,0.2059524,11.962969,0.98654187,-11.619533,-1.32278,-27.314459,-0.833878,-9.305206,17.541756,0.05313063,0.0017746493,0.054080706,2.8070176,2.6548672,0.236,0.23024045,0.12857142,0.113757715,-30.223598,17,5,2,SPEAKER_02,142.6,150.533333,142.6,150.18471875,3,5.71159375000002,engaged
35.89061,0.06799014,34.90014,35.639946,36.81833,1.91819,181.56503,179.84773,64.17853,73.05094,0.32708398,0.7053499,0.105953865,0.28756568,0.5310297,0.42507583,4.9990687,3.1508484,3.1612966,1.4166648,0.13204715,0.8737587,26.605438,0.5947691,12.93344,1.0933574,-5.715908,-2.5553818,-8.442407,-1.7329142,0.019446388,1.5893099,1.0861887,0.7146659,9.121946,0.36643922,6.8718286,1.673603,34.041,0.33675623,729.7177,0.2709667,1428.5853,0.15093105,-59.153946,-1.298867,1804.0524,0.14145286,1216.2008,0.24623072,-67.16525,-1.0253054,2909.868,0.09476785,1092.5947,0.2960745,-73.55224,-0.8768467,-19.354527,-0.57689524,32.721966,0.2942433,0.06902951,0.25390673,-0.016240535,-1.0002426,0.15814944,0.70795965,32.047466,0.31335086,11.79924,1.2774878,-6.029396,-2.6198308,-11.758558,-1.1418847,-8.559166,14.998115,0.045079827,0.008988307,0.04294706,4.1335454,2.8892455,0.2572222,0.23567411,0.07625,0.034798525,-29.08759,17,5,3,SPEAKER_02,150.566667,157.533333,150.65721875,157.533333,2,6.302364250000011,disengaged
38.4588,0.09185938,36.01146,38.821198,41.07639,5.06493,333.30856,412.61008,-1.58656,42.122005,0.37748387,0.9422287,0.03612352,0.26230997,0.6788056,0.6426821,5.9495873,2.83523,3.8996375,2.3571763,0.17151597,0.97998214,20.663172,0.6984675,6.8768487,1.8112972,-10.047576,-1.3635976,-11.2325,-1.1975586,0.028280206,1.056668,1.2412909,0.7124982,8.656742,0.5391522,9.045316,1.0309554,30.629057,0.2753781,829.46893,0.18642592,1324.6873,0.1426285,-106.585205,-0.8370305,1863.0054,0.12528625,1136.6287,0.2716619,-109.39339,-0.7561763,2971.7698,0.07873037,1016.0413,0.25870448,-114.320755,-0.6820578,-16.41027,-0.7281442,31.580383,0.27264956,0.06569653,0.21613541,-0.01783479,-1.0060613,0.27702188,0.55532724,28.983438,0.27091587,6.459307,2.140094,-12.963279,-1.1091689,-17.180294,-0.6747831,-7.6373587,15.444052,0.0415863,0.008414913,0.05517084,4.651163,3.1746032,0.15625,0.21088725,0.16,0.117716365,-24.26724,17,5,4,SPEAKER_02,157.566667,198.866667,157.566667,161.62596875,3,2.5911767499999883,engaged
