Participant,Best Hidden1,Best Hidden2,Best Dropout,Best LearningRate,Best WeightDecay,Accuracy Mean,Accuracy Std,Disengaged Precision Mean,Disengaged Precision Std,Disengaged Recall Mean,Disengaged Recall Std,Disengaged F1 Mean,Disengaged F1 Std,Engaged Precision Mean,Engaged Precision Std,Engaged Recall Mean,Engaged Recall Std,Engaged F1 Mean,Engaged F1 Std,AUROC Mean,AUROC Std,Macro Precision Mean,Macro Precision Std,Macro Recall Mean,Macro Recall Std,Macro F1 Mean,Macro F1 Std,Weighted Precision Mean,Weighted Precision Std,Weighted Recall Mean,Weighted Recall Std,Weighted F1 Mean,Weighted F1 Std
p11,128,16,0.2,0.001,0.0001,0.6237113685396654,0.027885868285321073,0.5790288871993133,0.06788528069568556,0.3172619527533661,0.07635189407476277,0.40693579254224355,0.07549893939735218,0.6367236909487083,0.021837181623283283,0.8392857142857144,0.03721725892976131,0.7235933540329446,0.01870061001934888,0.6389055139309614,0.0316856492823829,0.6078762890740108,0.04367289722625448,0.5782738335195402,0.03268435968614608,0.565264573287594,0.043151116780110146,0.6128657311207384,0.03961692172457387,0.6237113685396654,0.027885868285321073,0.5928155381915337,0.03799550488566796
p12,128,64,0.4,0.0005,0.0001,0.592741935483871,0.01995865914639447,0.5080808080808081,0.13202024066216309,0.08712871287128712,0.10203305368703566,0.12985274767113716,0.13417586130105771,0.600263618084979,0.011308658205268595,0.9401360544217686,0.08253469871076517,0.7313445399420423,0.02558172209221858,0.5510473496329225,0.040878675531545276,0.5541722130828935,0.07066801460252345,0.513632383646528,0.02124537905441358,0.43059864380658974,0.059786801208692425,0.5627214253010223,0.05932626363318377,0.592741935483871,0.01995865914639447,0.48638215679945596,0.04651322051685509
p17,128,32,0.3,0.001,0.0001,0.6775193798449612,0.021649984563982892,0.6423054587688733,0.022879653119004972,0.5239057239057239,0.06527125130459992,0.5756636384258484,0.043168565970726706,0.6967631517056805,0.02670835209677416,0.7886846846846847,0.026597914780905542,0.739371422412753,0.015110809000813038,0.7195102981769649,0.03809956678682645,0.6695343052372769,0.02255736765155873,0.6562952042952043,0.026501813581777094,0.6575175304193006,0.026654091172452977,0.6738640274923018,0.023019915381334723,0.6775193798449612,0.021649984563982892,0.6706254409402245,0.024294252762445148
p18,128,16,0.3,0.001,0.0001,0.6934712643678161,0.02596052777796012,0.6314659031900411,0.07816159261962122,0.306292966684294,0.10223720040027395,0.40637827156501183,0.09729472857745902,0.7066588741095738,0.026627163517849654,0.9043141592920353,0.03261398891107427,0.792668897035255,0.01356998995262602,0.6755395091260018,0.06520048675442949,0.6690623886498075,0.0475125825465456,0.6053035629881647,0.041825379790964026,0.5995235843001333,0.053680723432185766,0.6802722020201045,0.039482743177628954,0.6934712643678161,0.02596052777796012,0.6565161301378742,0.04069833314475772
p5,128,32,0.3,0.001,0.0,0.8327597402597402,0.00872359157251768,0.2583333333333333,0.3540440964374667,0.0778494623655914,0.13982133521396206,0.10934880722114766,0.1843800292319724,0.837776161699572,0.01806618833450483,0.9903542749173357,0.017985830392765852,0.9074150816681759,0.0030371933821444555,0.6344526338244929,0.11021883110698791,0.5480547475164527,0.1840364386188009,0.5341018686414636,0.06092698363512012,0.5083819444446618,0.09350225215437365,0.7376328904409062,0.0731193142661143,0.8327597402597402,0.00872359157251768,0.7696256855362086,0.03348694065627992
p7,128,16,0.2,0.001,0.0,0.7557251908396947,0.010795523376893833,0.34285714285714286,0.48022103754204604,0.0365530303030303,0.06567492580313293,0.06212121212121212,0.10825648895694698,0.7560013638171729,0.011718660083601399,0.9959183673469388,0.009126808071427723,0.8594358550690429,0.004848964613283186,0.5885191197691197,0.06887654754300417,0.5494292533371578,0.24495679697026748,0.5162356988249845,0.0283875484821614,0.46077853359512744,0.05607800078096949,0.6515628019898957,0.12768465523614445,0.7557251908396947,0.010795523376893833,0.6598131171666957,0.030539769880675346
p9,128,16,0.2,0.001,0.0,0.7061490683229813,0.041592970717990806,0.7271846274749038,0.06209350581477845,0.8505575426046708,0.09498540149557703,0.7786443734383687,0.02547963070694578,0.702764749310577,0.11685880818310683,0.48156682027649766,0.20588158954040212,0.5403550271067057,0.14543128183243395,0.7262597131905479,0.04859633699270412,0.7149746883927404,0.056438813469296946,0.6660621814405843,0.06594191626542087,0.6594997002725373,0.07639784212041269,0.717691747673985,0.048848967228437054,0.7061490683229813,0.041592970717990806,0.6854221692349923,0.06204836650533273
