,precision,recall,f1-score,support
disengaged,0.5517241379310345,0.47058823529411764,0.5079365079365079,34.0
engaged,0.6470588235294118,0.717391304347826,0.6804123711340206,46.0
accuracy,0.6125,0.6125,0.6125,0.6125
macro avg,0.5993914807302232,0.5939897698209718,0.5941744395352643,80.0
weighted avg,0.6065415821501015,0.6125,0.6071101292750777,80.0
