,precision,recall,f1-score,support
disengaged,0.611764705882353,0.5652173913043478,0.5875706214689266,92.0
engaged,0.5918367346938775,0.6373626373626373,0.6137566137566137,91.0
accuracy,0.6010928961748634,0.6010928961748634,0.6010928961748634,0.6010928961748634
macro avg,0.6018007202881153,0.6012900143334925,0.6006636176127702,183.0
weighted avg,0.601855168296827,0.6010928961748633,0.6005920711857546,183.0
