Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Engaged Precision,Engaged Recall,Engaged F1,Disengaged Precision,Disengaged Recall,Disengaged F1,AUROC
16,16,0.2,0.001,0.0,0.6356589147286822,0.6633494509177658,0.7561081081081081,0.7031084637909825,0.5904396399775889,0.46841750841750834,0.5117999096279151,0.67397178997179
16,16,0.2,0.001,0.0001,0.6387596899224806,0.6627926106560437,0.7694414414414414,0.7075876881832195,0.6131552502983885,0.4573737373737373,0.5045459959333235,0.6742692996026329
16,16,0.2,0.0005,0.0,0.6325581395348838,0.6460064826773966,0.8096216216216217,0.7161263753478648,0.6090454545454544,0.3871380471380471,0.4638291249834602,0.6744133224133224
16,16,0.2,0.0005,0.0001,0.6434108527131783,0.6534013438197792,0.814954954954955,0.7231962290778557,0.6312657274499379,0.4056565656565657,0.48651140094348727,0.6744624624624624
16,16,0.3,0.001,0.0,0.6418604651162791,0.664190706782622,0.7696936936936937,0.712310170459145,0.6012102646986368,0.46498316498316494,0.5221337586313969,0.6826923893590561
16,16,0.3,0.001,0.0001,0.6465116279069767,0.6649035637874243,0.7913513513513513,0.722112907130976,0.6062334937015244,0.4469360269360269,0.512770209820901,0.68599180999181
16,16,0.3,0.0005,0.0,0.627906976744186,0.6538106641225864,0.7636756756756757,0.6904277156321025,0.6072154316271964,0.43811447811447807,0.48177270098322733,0.6725961112627779
16,16,0.3,0.0005,0.0001,0.6325581395348837,0.6566277945872337,0.7690090090090089,0.6940759894515351,0.6210504201680672,0.4418181818181818,0.48699270513877246,0.6722012922012922
16,16,0.4,0.001,0.0,0.6418604651162791,0.6545354809853585,0.8066666666666666,0.7154248335356582,0.6668753953194181,0.4127272727272727,0.4775261549272617,0.6823157703157703
16,16,0.4,0.001,0.0001,0.6496124031007752,0.6625072908216794,0.804,0.7192001021380487,0.6757337801283864,0.4349494949494949,0.49753646140847196,0.683353292686626
16,16,0.4,0.0005,0.0,0.6217054263565892,0.6398769451171528,0.7956396396396397,0.6922888690747662,0.6538662644544998,0.37892255892255894,0.42665437066845513,0.6717140170473505
16,16,0.4,0.0005,0.0001,0.627906976744186,0.6424241585891561,0.8009729729729729,0.6966653989997534,0.6818835843516151,0.3863299663299663,0.4415313400259636,0.673047593047593
16,16,0.5,0.001,0.0,0.6558139534883721,0.6643381463257241,0.8206486486486486,0.7340493912421555,0.6373870329810534,0.4284175084175084,0.5114143414802992,0.6865052931719599
16,16,0.5,0.001,0.0001,0.6558139534883721,0.6722901522440693,0.802018018018018,0.7303004987601693,0.6225793460371436,0.4543434343434344,0.5213840818848222,0.688381593714927
16,16,0.5,0.0005,0.0,0.6387596899224807,0.6435331392213287,0.8390990990990991,0.7267760553748762,0.6485988132094944,0.3614141414141414,0.45505779271810437,0.6806856553523221
16,16,0.5,0.0005,0.0001,0.6372093023255815,0.642775481037928,0.8364324324324324,0.7252073646753935,0.6505077030812324,0.3614141414141414,0.45388434093005214,0.679846391846392
16,32,0.2,0.001,0.0,0.6496124031007752,0.6729529915888754,0.7997837837837837,0.726720905559081,0.5813639012590026,0.4441750841750842,0.48698107796505263,0.6801299481299481
16,32,0.2,0.001,0.0001,0.641860465116279,0.6629484386347132,0.8077837837837839,0.7244544373152622,0.5637820512820514,0.41461279461279466,0.46373315455214337,0.6806242606242605
16,32,0.2,0.0005,0.0,0.6372093023255815,0.6586348418816846,0.7995675675675675,0.7202022906397244,0.5718660287081339,0.41434343434343435,0.47342211410153484,0.6776591136591137
16,32,0.2,0.0005,0.0001,0.6325581395348838,0.6550583938193447,0.7969009009009008,0.7168906591983086,0.5608037825059102,0.407003367003367,0.4646711258126686,0.6772146692146692
16,32,0.3,0.001,0.0,0.6573643410852712,0.6757357567828551,0.81581981981982,0.7351642855134002,0.6021740965889902,0.4404713804713805,0.4900965831877306,0.6816413989747324
16,32,0.3,0.001,0.0001,0.6434108527131783,0.6635965726464874,0.8078198198198198,0.7248689570559632,0.5837229952705266,0.4182491582491582,0.4693496460335127,0.6816409136409136
16,32,0.3,0.0005,0.0,0.6356589147286822,0.6660433894337944,0.7563603603603604,0.7065678242591471,0.578832443719574,0.4689562289562289,0.5126327627341295,0.6710079776746443
16,32,0.3,0.0005,0.0001,0.6403100775193798,0.6691661210737516,0.7643603603603604,0.7113242655874662,0.587491902053408,0.4689562289562289,0.5139035010476968,0.6712553765887099
16,32,0.4,0.001,0.0,0.6418604651162791,0.6753203325314211,0.7513153153153154,0.7099283096647915,0.5786496704390002,0.4915824915824915,0.5283925883954516,0.6795942609275942
16,32,0.4,0.001,0.0001,0.6418604651162791,0.6718635118680503,0.7593513513513515,0.7115424318184946,0.5837290411796775,0.48047138047138044,0.5235862417934032,0.6777191737191738
16,32,0.4,0.0005,0.0,0.6294573643410853,0.6525496696286169,0.7802162162162162,0.7065757871707838,0.6083409967760689,0.42074074074074075,0.47793520381548554,0.6686436739770072
16,32,0.4,0.0005,0.0001,0.627906976744186,0.6517744758301673,0.7775495495495496,0.704980817459872,0.6055724474958917,0.42074074074074075,0.47686132065397346,0.6698286164952832
16,32,0.5,0.001,0.0,0.6372093023255815,0.6640290736984449,0.7944144144144143,0.7188356879215986,0.5353294853294853,0.4220875420875421,0.46083711262282695,0.6797794157794158
16,32,0.5,0.001,0.0001,0.64031007751938,0.6692818331094192,0.7864144144144143,0.7179714903907344,0.5387057387057388,0.4406060606060606,0.47274633123689724,0.680867048867049
16,32,0.5,0.0005,0.0,0.634108527131783,0.6382102187715929,0.8664864864864864,0.7334398064894379,0.5951433691756272,0.3146127946127946,0.4020541549953315,0.6776481936481937
16,32,0.5,0.0005,0.0001,0.6325581395348838,0.6375299466627493,0.8638198198198198,0.7320046858994438,0.5906272401433691,0.3146127946127946,0.40087768440709615,0.67863269329936
16,64,0.2,0.001,0.0,0.6418604651162791,0.6660980251732735,0.7671711711711711,0.7125160167731417,0.596655906264945,0.4688215488215488,0.523136205261393,0.6835815209148542
16,64,0.2,0.001,0.0001,0.6418604651162791,0.6660980251732735,0.7671711711711711,0.7125160167731417,0.596655906264945,0.4688215488215488,0.523136205261393,0.6822978129644797
16,64,0.2,0.0005,0.0,0.6449612403100776,0.6642120355429151,0.7969009009009008,0.7231028038500988,0.5999505907626208,0.4361616161616161,0.49991014253253463,0.6871648618315284
16,64,0.2,0.0005,0.0001,0.6465116279069768,0.6669235936477316,0.7942342342342343,0.7233577560672616,0.6004574276437148,0.44356902356902356,0.5043984962406015,0.6881028907695576
16,64,0.3,0.001,0.0,0.6434108527131783,0.6697374028151277,0.7671711711711711,0.7134811494425917,0.5966543317153074,0.4723905723905724,0.5226761878956477,0.6858035004701671
16,64,0.3,0.001,0.0001,0.6418604651162791,0.6688674292527171,0.7645045045045045,0.7117231666973408,0.5948274202995566,0.4723905723905724,0.5218946108948174,0.6826921466921467
16,64,0.3,0.0005,0.0,0.6635658914728682,0.6717760727479397,0.8317837837837839,0.7415986478024819,0.6522589121433795,0.4324579124579125,0.5106938034029957,0.6903166196499531
16,64,0.3,0.0005,0.0001,0.662015503875969,0.6710593981182216,0.8291171171171172,0.7400836055977347,0.6488449718873339,0.4324579124579125,0.5095471239954468,0.6892299572299574
16,64,0.4,0.001,0.0,0.6248062015503877,0.6589838225322097,0.7323243243243243,0.69194360099122,0.5688263783000624,0.4759595959595959,0.5140795707731192,0.6795832195832195
16,64,0.4,0.001,0.0001,0.6325581395348838,0.6685185966745781,0.7323243243243243,0.6966264271583108,0.5767409208565377,0.4944781144781144,0.5274695147590615,0.6811629811629811
16,64,0.4,0.0005,0.0,0.6387596899224807,0.6593358466390695,0.7914234234234233,0.7177098844672658,0.5951723113487819,0.4284848484848485,0.4933387432653757,0.6827264840598173
16,64,0.4,0.0005,0.0001,0.6372093023255815,0.657941334780272,0.7914234234234235,0.7166002212219817,0.5947096199183486,0.4247811447811448,0.4897833613952386,0.6827758667758668
16,64,0.5,0.001,0.0,0.6434108527131783,0.6622411579986258,0.8186666666666668,0.7263216545812243,0.4953786909713961,0.40370370370370373,0.44360663985497484,0.6923949403949404
16,64,0.5,0.001,0.0001,0.6387596899224807,0.6543092323393281,0.8293333333333333,0.7266504121582273,0.4920860426123584,0.37777777777777777,0.42686310105664943,0.6925426032092699
16,64,0.5,0.0005,0.0,0.6372093023255815,0.6506907242886535,0.8452252252252253,0.7300237724910874,0.6090926539434045,0.35158249158249155,0.41420461793713875,0.6875371128704463
16,64,0.5,0.0005,0.0001,0.634108527131783,0.6469795232090314,0.8452252252252253,0.7281192579258794,0.6061329795075926,0.34417508417508424,0.4089353700510684,0.6863524130190797
32,16,0.2,0.001,0.0,0.6604651162790699,0.6866848220769789,0.7646126126126126,0.7225650852199352,0.6164536483547107,0.5165656565656566,0.559215391273822,0.7077289410622745
32,16,0.2,0.001,0.0001,0.6449612403100776,0.6585493763783326,0.8185585585585585,0.726879232937889,0.63941044933179,0.4067340067340067,0.47748878929026795,0.7066113386113386
32,16,0.2,0.0005,0.0,0.6573643410852714,0.6846595440091375,0.7565045045045045,0.7183052628697019,0.6125089729233066,0.5202693602693602,0.5611937054785383,0.7029064215730882
32,16,0.2,0.0005,0.0001,0.6527131782945738,0.6806615023299365,0.7538378378378379,0.7148177060093726,0.6067775836392858,0.5128619528619528,0.5541665467889756,0.7028572815239482
32,16,0.3,0.001,0.0,0.6496124031007753,0.661053200138254,0.8292252252252252,0.731350307929723,0.6532217412217414,0.40316498316498317,0.4733100819832211,0.699149695149695
32,16,0.3,0.001,0.0001,0.6496124031007753,0.6600454052588778,0.8319279279279279,0.7317682950765668,0.6659712773998487,0.3994612794612795,0.47121806396887306,0.6989528922862257
32,16,0.3,0.0005,0.0,0.6496124031007753,0.6653507489952504,0.8078918918918919,0.7264609887934571,0.6444424944424945,0.4325925925925926,0.49748576214233814,0.7067570600903934
32,16,0.3,0.0005,0.0001,0.6558139534883722,0.6699165753257825,0.8132252252252252,0.7313823724412558,0.6540384540384541,0.44000000000000006,0.5058551705117466,0.707249188582522
32,16,0.4,0.001,0.0,0.6635658914728682,0.6797588419410758,0.8132612612612613,0.7365815406802068,0.665370728562218,0.45865319865319865,0.5151845796824581,0.7101133861133861
32,16,0.4,0.001,0.0001,0.6620155038759691,0.6789865767437071,0.8105945945945946,0.7349577140477546,0.6627667984189723,0.45865319865319865,0.514096256684492,0.7097188097188096
32,16,0.4,0.0005,0.0,0.6558139534883722,0.6682107623038738,0.8212252252252252,0.7337288235582454,0.6552368404542317,0.4288888888888889,0.4986632744233944,0.7036014196014196
32,16,0.4,0.0005,0.0001,0.6589147286821705,0.6715957307490833,0.8212252252252252,0.7356076548614856,0.6583286278938452,0.4362962962962963,0.5043198400799601,0.7039473412806746
32,16,0.5,0.001,0.0,0.6496124031007753,0.6703048278115307,0.7944504504504504,0.7239894201351044,0.6165946234543996,0.4511784511784511,0.505764640937598,0.7059187672521006
32,16,0.5,0.001,0.0001,0.6558139534883722,0.6739905473217411,0.8024864864864865,0.7294352153391692,0.6322435564781179,0.45488215488215483,0.5119213876274846,0.7051775411775412
32,16,0.5,0.0005,0.0,0.6527131782945735,0.6683067500938231,0.8131531531531531,0.7301487438820189,0.6360496512770606,0.43265993265993263,0.49682760871338827,0.7034561834561834
