,precision,recall,f1-score,support
disengaged,0.6410256410256411,0.7352941176470589,0.684931506849315,34.0
engaged,0.71875,0.6216216216216216,0.6666666666666666,37.0
accuracy,0.676056338028169,0.676056338028169,0.676056338028169,0.676056338028169
macro avg,0.6798878205128205,0.6784578696343402,0.6757990867579908,71.0
weighted avg,0.681529884434814,0.676056338028169,0.6754132098527236,71.0
