Participant,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std,AUROC Mean,AUROC Std
p11,0.5465635738831616,0.03398179356013292,0.58414172783738,0.030568992277714157,0.6206848357791754,0.0797157387133407,0.599555227768897,0.04210820370928101,0.5702240335193385,0.03765042376328151
p12,0.5302232854864434,0.02712602682147505,0.5537299203965871,0.024497558302685157,0.6117505030181086,0.03470594574339102,0.5811722839918328,0.02792018282103436,0.5618412431224045,0.013747247665852648
p17,0.5690000000000001,0.062088646305101546,0.5947435897435897,0.059280836869825396,0.6373626373626374,0.07613410143159902,0.6130209815727057,0.05118066744554793,0.5784548784548784,0.10340341667531454
p18,0.6319357092942,0.06616637314551996,0.6839202839202839,0.051548219760278964,0.797310924369748,0.08339970993001872,0.7347742867461177,0.05504302094676382,0.6754643962848298,0.05620836067934016
p5,0.6731854838709677,0.04062637574713692,0.7355248298612143,0.04437028166044145,0.7838095238095238,0.04709232500981381,0.7578237782888946,0.033431649138554294,0.6934199134199134,0.12129148607689444
p7,0.5783908045977012,0.07759429502328882,0.6357602339181285,0.05396297655319074,0.6522875816993464,0.11153322356968123,0.6416174577939284,0.07405537810028541,0.6392869113457349,0.09430065275875321
p9,0.479,0.08322993585376733,0.5130769230769231,0.07849580696153623,0.49230769230769234,0.1166596222161777,0.5006959706959706,0.09401818022619128,0.4831002331002331,0.07033439831823206
