Participant,learning_rate,max_depth,min_samples_leaf,min_samples_split,n_estimators,subsample,mean_test_score,std_test_score,rank_test_score
p18,0.01,4,2,2,50,1.0,0.45791426098004734,0.0467327043623772,191
p18,0.01,4,2,2,100,0.8,0.5168230226563559,0.05741479502983135,159
p18,0.01,4,2,2,100,1.0,0.5230880613823489,0.02328048193818451,142
p18,0.01,4,2,2,200,0.8,0.5245718864468865,0.04665410731989824,140
p18,0.01,4,2,2,200,1.0,0.536114956321104,0.02809045842668148,109
p18,0.01,4,2,5,50,0.8,0.40622619828714457,0.02276055107237456,199
p18,0.01,4,2,5,50,1.0,0.4511208721036307,0.04497850244813517,194
p18,0.01,4,2,5,100,0.8,0.5112273275782048,0.059082485857862535,169
p18,0.01,4,2,5,100,1.0,0.5271769485910707,0.037537566956921,134
p18,0.01,4,2,5,200,0.8,0.5399161135731962,0.049119236177062355,90
p18,0.01,4,2,5,200,1.0,0.5631655317869134,0.07012356943872036,36
p18,0.05,2,1,2,50,0.8,0.5113598759671305,0.08106786791242009,168
p18,0.05,2,1,2,50,1.0,0.5456917961504377,0.05381993763584264,75
p18,0.05,2,1,2,100,0.8,0.5061790529892054,0.08240520506707744,177
p18,0.05,2,1,2,100,1.0,0.5398307167773225,0.0613069319781648,92
p18,0.05,2,1,2,200,0.8,0.5308447935047248,0.07263205566282144,128
p18,0.05,2,1,2,200,1.0,0.5297118732105875,0.07316475095858119,130
p18,0.05,2,1,5,50,0.8,0.5060903141751834,0.07124738000865279,178
p18,0.05,2,1,5,50,1.0,0.5456917961504377,0.05381993763584264,75
p18,0.05,2,1,5,100,0.8,0.5004415669459474,0.05223808807306255,179
p18,0.05,2,1,5,100,1.0,0.5442637278026257,0.07404702738736799,82
p18,0.05,2,1,5,200,0.8,0.5351270132075914,0.05094714688195116,112
p18,0.05,2,1,5,200,1.0,0.5363922692429625,0.07126713821389367,108
p18,0.05,2,2,2,50,0.8,0.518083816035146,0.06594569723207132,156
p18,0.05,2,2,2,50,1.0,0.5456917961504377,0.05381993763584264,75
p18,0.05,2,2,2,100,0.8,0.5091117431419155,0.06873355187272238,174
p18,0.05,2,2,2,100,1.0,0.5421535082897544,0.060243882290701566,86
p18,0.05,2,2,2,200,0.8,0.5366831750078191,0.05974348833263264,105
p18,0.05,2,2,2,200,1.0,0.5201019648393552,0.07039054955235795,153
p18,0.05,2,2,5,50,0.8,0.518083816035146,0.06594569723207132,156
p18,0.05,2,2,5,50,1.0,0.5456917961504377,0.05381993763584264,75
p18,0.05,2,2,5,100,0.8,0.5091117431419155,0.06873355187272238,174
p18,0.05,2,2,5,100,1.0,0.5359932169681728,0.053651422739771554,110
p18,0.05,2,2,5,200,0.8,0.5467758327148571,0.05412336542701819,73
p18,0.05,2,2,5,200,1.0,0.5151956133763645,0.06358571283601477,161
p18,0.05,3,1,2,50,0.8,0.5321245784407622,0.06516228083870004,121
p18,0.05,3,1,2,50,1.0,0.571319387067235,0.02992086075143699,15
p18,0.05,3,1,2,100,0.8,0.56138820675263,0.04566813370518528,40
p18,0.05,3,1,2,100,1.0,0.573392024239589,0.03990663833283382,11
p18,0.05,3,1,2,200,0.8,0.575363005703116,0.03843510813156185,10
p18,0.05,3,1,2,200,1.0,0.5642108111187059,0.03957906722870246,31
p18,0.05,3,1,5,50,0.8,0.5291895292486725,0.07580069755269385,131
p18,0.05,3,1,5,50,1.0,0.5499450413876589,0.04053229956256632,67
p18,0.05,3,1,5,100,0.8,0.5617992134112463,0.06068168857343057,39
p18,0.05,3,1,5,100,1.0,0.5474909673243007,0.0306033586052602,72
p18,0.05,3,1,5,200,0.8,0.5579219565335816,0.04500659668380585,48
p18,0.05,3,1,5,200,1.0,0.5690084189148601,0.04561462738257049,20
p18,0.05,3,2,2,50,0.8,0.508483361693201,0.05705207764799801,176
p18,0.05,3,2,2,50,1.0,0.5287461918983234,0.048556895650068314,132
p18,0.05,3,2,2,100,0.8,0.5802960176141706,0.07657696877896784,6
p18,0.05,3,2,2,100,1.0,0.5550790771220878,0.048776225928021485,54
p18,0.05,3,2,2,200,0.8,0.5791377910781954,0.07694537758723621,8
p18,0.05,3,2,2,200,1.0,0.5730600275043275,0.05223486402104686,13
p18,0.05,3,2,5,50,0.8,0.518544470624232,0.06705014317072407,155
p18,0.05,3,2,5,50,1.0,0.5224769619457386,0.041400612990614864,146
p18,0.05,3,2,5,100,0.8,0.5806386107733024,0.053153874289443674,5
p18,0.05,3,2,5,100,1.0,0.5417850598265389,0.02735695670231753,87
p18,0.05,3,2,5,200,0.8,0.585715705385468,0.05786840866301377,2
p18,0.05,3,2,5,200,1.0,0.5494037751395098,0.02547131214422101,69
p18,0.05,4,1,2,50,0.8,0.532828944428266,0.07831175050328729,118
p18,0.05,4,1,2,50,1.0,0.5592725666593891,0.054764385293814236,45
p18,0.05,4,1,2,100,0.8,0.5658662701924954,0.051248446353682975,27
p18,0.05,4,1,2,100,1.0,0.5320471951393385,0.05948567399303311,122
p18,0.05,4,1,2,200,0.8,0.5693415541153962,0.045474704086456666,19
p18,0.05,4,1,2,200,1.0,0.5377175410708284,0.057512368756427644,101
p18,0.05,4,1,5,50,0.8,0.531370272918094,0.059948960207563566,126
p18,0.05,4,1,5,50,1.0,0.5222600695285007,0.04335541918527445,148
p18,0.05,4,1,5,100,0.8,0.5441905297790476,0.0639277921419721,83
p18,0.05,4,1,5,100,1.0,0.5209914904483769,0.06506633568334827,150
p18,0.05,4,1,5,200,0.8,0.5606990150256405,0.04596678019034437,41
p18,0.05,4,1,5,200,1.0,0.5223917728425992,0.0539811897349295,147
p18,0.05,4,2,2,50,0.8,0.5229127221876096,0.0807117250489593,143
p18,0.05,4,2,2,50,1.0,0.562337196035359,0.022466509831258065,37
p18,0.05,4,2,2,100,0.8,0.5393174003392472,0.08486331902397942,94
p18,0.05,4,2,2,100,1.0,0.559303694409697,0.02537694847340419,43
p18,0.05,4,2,2,200,0.8,0.5448364967976634,0.050281822786448174,80
p18,0.05,4,2,2,200,1.0,0.5526934300267634,0.05715942978139786,61
p18,0.05,4,2,5,50,0.8,0.5377779922466035,0.05210436473364422,100
p18,0.05,4,2,5,50,1.0,0.5498247867311111,0.038297515681583086,68
p18,0.05,4,2,5,100,0.8,0.5550730580672476,0.05359696578839633,55
p18,0.05,4,2,5,100,1.0,0.5643641128519178,0.05735310555428653,30
p18,0.05,4,2,5,200,0.8,0.5594820950323319,0.06950390730866098,42
p18,0.05,4,2,5,200,1.0,0.5678181023487568,0.040154122122528925,25
p18,0.1,2,1,2,50,0.8,0.5266458498102398,0.06641051019998927,135
p18,0.1,2,1,2,50,1.0,0.5366037372036361,0.06679768667280497,106
p18,0.1,2,1,2,100,0.8,0.522613296048174,0.03740737072114175,144
p18,0.1,2,1,2,100,1.0,0.5324288219107496,0.07280212175215119,120
p18,0.1,2,1,2,200,0.8,0.5364482588541766,0.06020835690652232,107
p18,0.1,2,1,2,200,1.0,0.5186898315882683,0.06326897816231164,154
p18,0.1,2,1,5,50,0.8,0.5103502507214188,0.0756585934483294,171
p18,0.1,2,1,5,50,1.0,0.5317438697355376,0.06946214276518167,124
p18,0.1,2,1,5,100,0.8,0.5374232670200885,0.048053759585516935,103
p18,0.1,2,1,5,100,1.0,0.5396917949431008,0.08717180601896667,93
p18,0.1,2,1,5,200,0.8,0.5345794717504957,0.06261951395139262,114
p18,0.1,2,1,5,200,1.0,0.5452728617960491,0.06623737925784022,79
p18,0.1,2,2,2,50,0.8,0.5341105410895997,0.054161865663601594,115
p18,0.1,2,2,2,50,1.0,0.5569170779000772,0.06316255247821495,50
p18,0.1,2,2,2,100,0.8,0.5475035822525295,0.04758243801699143,71
p18,0.1,2,2,2,100,1.0,0.5377114673924943,0.07792334396256335,102
p18,0.1,2,2,2,200,0.8,0.5319930487151805,0.0741879168296632,123
p18,0.1,2,2,2,200,1.0,0.5256266010614039,0.09368448623675486,138
p18,0.1,2,2,5,50,0.8,0.5398842885521351,0.06703352337693819,91
p18,0.1,2,2,5,50,1.0,0.5427689025847344,0.06776108010185936,85
p18,0.1,2,2,5,100,0.8,0.5534357444010846,0.04577910171703146,59
p18,0.1,2,2,5,100,1.0,0.5234387268980192,0.06144901896876885,141
p18,0.1,2,2,5,200,0.8,0.5368549373969084,0.054027992465140215,104
p18,0.1,2,2,5,200,1.0,0.5388874410044775,0.07189529356484056,96
p18,0.1,3,1,2,50,0.8,0.5433880348330308,0.06356121249260792,84
p18,0.1,3,1,2,50,1.0,0.572926328516359,0.04547938195023283,14
p18,0.1,3,1,2,100,0.8,0.5622347916538237,0.05377539909921078,38
p18,0.1,3,1,2,100,1.0,0.5548594146251452,0.06282879764473599,57
p18,0.1,3,1,2,200,0.8,0.5446773539559772,0.04341293141182801,81
p18,0.1,3,1,2,200,1.0,0.5555596613923073,0.05820429033161112,52
p18,0.1,3,1,5,50,0.8,0.531490986182767,0.05908171523999052,125
p18,0.1,3,1,5,50,1.0,0.5940508047418271,0.05288786768600528,1
p18,0.1,3,1,5,100,0.8,0.5570209909686769,0.04818500868083261,49
p18,0.1,3,1,5,100,1.0,0.5684509550265621,0.038769218416421815,21
p18,0.1,3,1,5,200,0.8,0.5681551000344667,0.04859744889550514,24
p18,0.1,3,1,5,200,1.0,0.5784138016395026,0.029906022580771647,9
p18,0.1,3,2,2,50,0.8,0.5486491182078066,0.04487349516376491,70
p18,0.1,3,2,2,50,1.0,0.5813718598164856,0.029869702498911296,4
p18,0.1,3,2,2,100,0.8,0.5326302184215234,0.0679341020124717,119
p18,0.1,3,2,2,100,1.0,0.5631820294403415,0.03174890034842822,35
p18,0.1,3,2,2,200,0.8,0.5558637077251415,0.050139399278198056,51
p18,0.1,3,2,2,200,1.0,0.5521353076318246,0.06589093049118258,63
p18,0.1,3,2,5,50,0.8,0.5155301192532182,0.04444980047934267,160
p18,0.1,3,2,5,50,1.0,0.5701616447393125,0.03149551543394093,16
p18,0.1,3,2,5,100,0.8,0.5349667468099162,0.0472962579564567,113
p18,0.1,3,2,5,100,1.0,0.5695453425259454,0.0375758324008822,17
p18,0.1,3,2,5,200,0.8,0.5658423951496341,0.04993571383341646,28
p18,0.1,3,2,5,200,1.0,0.5593022138720347,0.06127526108481118,44
p18,0.1,4,1,2,50,0.8,0.5535764934448609,0.032529240470980464,58
p18,0.1,4,1,2,50,1.0,0.5579507879091212,0.060711029667754095,47
p18,0.1,4,1,2,100,0.8,0.573092544332041,0.06021029571718091,12
p18,0.1,4,1,2,100,1.0,0.5550408746967885,0.05945531780210036,56
p18,0.1,4,1,2,200,0.8,0.5639108228815122,0.04578308809069009,33
p18,0.1,4,1,2,200,1.0,0.5683498219375209,0.04095569781962448,22
p18,0.1,4,1,5,50,0.8,0.5683177867574097,0.0875559844975288,23
p18,0.1,4,1,5,50,1.0,0.5505601294571882,0.03445805855734506,66
p18,0.1,4,1,5,100,0.8,0.5591645762224509,0.06476399383945285,46
p18,0.1,4,1,5,100,1.0,0.579773503285969,0.06183686279571659,7
p18,0.1,4,1,5,200,0.8,0.5833614114743148,0.06011435096075348,3
p18,0.1,4,1,5,200,1.0,0.5519386954002593,0.0795641050675426,65
p18,0.1,4,2,2,50,0.8,0.538873615536095,0.07430598359705634,97
p18,0.1,4,2,2,50,1.0,0.5383784800085927,0.03532626539852445,99
p18,0.1,4,2,2,100,0.8,0.5519393014990689,0.06494901919315138,64
p18,0.1,4,2,2,100,1.0,0.5356344353403177,0.035812580030292224,111
p18,0.1,4,2,2,200,0.8,0.5663707368318639,0.0596176698169916,26
p18,0.1,4,2,2,200,1.0,0.5459019684529647,0.040912524949951914,74
p18,0.1,4,2,5,50,0.8,0.538833978977029,0.07983527976971833,98
p18,0.1,4,2,5,50,1.0,0.5286888038193699,0.04915304686194713,133
p18,0.1,4,2,5,100,0.8,0.5391041205538922,0.05849162700594252,95
p18,0.1,4,2,5,100,1.0,0.5328468936680456,0.05063967906165803,117
p18,0.1,4,2,5,200,0.8,0.5657161062022634,0.05321853513589731,29
p18,0.1,4,2,5,200,1.0,0.5250102035632978,0.05341781965790362,139
p5,0.01,2,1,2,50,0.8,0.43763831873075565,0.03880578734362978,211
p5,0.01,2,1,2,50,1.0,0.48236407383466207,0.054301139393505726,130
p5,0.01,2,1,2,100,0.8,0.47412283407634737,0.07561051160654261,157
p5,0.01,2,1,2,100,1.0,0.4723623676420923,0.06875033337108004,159
p5,0.01,2,1,2,200,0.8,0.45896740726089336,0.07071588219893768,186
p5,0.01,2,1,2,200,1.0,0.4899955909757133,0.04700829032579085,96
p5,0.01,2,1,5,50,0.8,0.43763831873075565,0.03880578734362978,211
p5,0.01,2,1,5,50,1.0,0.48236407383466207,0.054301139393505726,130
p5,0.01,2,1,5,100,0.8,0.47412283407634737,0.07561051160654261,157
p5,0.01,2,1,5,100,1.0,0.4723623676420923,0.06875033337108004,159
p5,0.01,2,1,5,200,0.8,0.45896740726089336,0.07071588219893768,186
p5,0.01,2,1,5,200,1.0,0.4859274496078007,0.050285965458879416,113
p5,0.01,2,2,2,50,0.8,0.4413693496046437,0.04199219693702088,205
p5,0.01,2,2,2,50,1.0,0.48236407383466207,0.054301139393505726,130
p5,0.01,2,2,2,100,0.8,0.4565341815940778,0.04875122702845048,191
p5,0.01,2,2,2,100,1.0,0.4678866837515148,0.06490768852719364,173
p5,0.01,2,2,2,200,0.8,0.47720270137854043,0.06240368532860093,152
p5,0.01,2,2,2,200,1.0,0.4616792145053015,0.05684852118876197,182
p5,0.01,2,2,5,50,0.8,0.4413693496046437,0.04199219693702088,205
p5,0.01,2,2,5,50,1.0,0.48236407383466207,0.054301139393505726,130
p5,0.01,2,2,5,100,0.8,0.4565341815940778,0.04875122702845048,191
p5,0.01,2,2,5,100,1.0,0.4678866837515148,0.06490768852719364,173
p5,0.01,2,2,5,200,0.8,0.4565360347118738,0.07313866920380796,190
p5,0.01,2,2,5,200,1.0,0.4653291360123658,0.05633573261310625,178
p5,0.01,3,1,2,50,0.8,0.4335143103470557,0.037881007345643425,214
p5,0.01,3,1,2,50,1.0,0.45302848257291306,0.05765593209410069,196
p5,0.01,3,1,2,100,0.8,0.4951002914414496,0.07099699617752364,86
p5,0.01,3,1,2,100,1.0,0.4848517496624044,0.04360983317486516,120
p5,0.01,3,1,2,200,0.8,0.49867622703306685,0.06179458640357174,78
p5,0.01,3,1,2,200,1.0,0.48826655202457514,0.03532236346759125,102
p5,0.01,3,1,5,50,0.8,0.429984036699135,0.035124197324769964,215
p5,0.01,3,1,5,50,1.0,0.45302848257291306,0.05765593209410069,196
p5,0.01,3,1,5,100,0.8,0.4750943579156271,0.04714294568753108,155
p5,0.01,3,1,5,100,1.0,0.4848517496624044,0.04360983317486516,120
p5,0.01,3,1,5,200,0.8,0.4861548407009,0.06164499523912281,111
p5,0.01,3,1,5,200,1.0,0.48826655202457514,0.03532236346759125,102
p5,0.01,3,2,2,50,0.8,0.4534846572661698,0.06252228109472567,195
p5,0.01,3,2,2,50,1.0,0.46076602067260825,0.051202456325851464,183
p5,0.01,3,2,2,100,0.8,0.48555761966407857,0.06177137114968184,116
p5,0.01,3,2,2,100,1.0,0.4804311931022596,0.03338973936037473,139
p5,0.01,3,2,2,200,0.8,0.48879186351057247,0.050770550852007,100
p5,0.01,3,2,2,200,1.0,0.4843529231221478,0.0356385740143136,122
p5,0.01,3,2,5,50,0.8,0.43774944010238126,0.03852405064633746,210
p5,0.01,3,2,5,50,1.0,0.46076602067260825,0.051202456325851464,183
p5,0.01,3,2,5,100,0.8,0.5047888143007041,0.057786034335905324,61
p5,0.01,3,2,5,100,1.0,0.4804311931022596,0.03338973936037473,139
p5,0.01,3,2,5,200,0.8,0.4991186390653115,0.050061809705856435,76
p5,0.01,3,2,5,200,1.0,0.4843529231221478,0.0356385740143136,122
p5,0.01,4,1,2,50,0.8,0.46076270642036077,0.03589794430804542,185
p5,0.01,4,1,2,50,1.0,0.5204032623074983,0.04118157098744774,25
p5,0.01,4,1,2,100,0.8,0.4993356298074348,0.05883014244558017,75
p5,0.01,4,1,2,100,1.0,0.48613362546428907,0.05293408711246259,112
p5,0.01,4,1,2,200,0.8,0.4982807132963469,0.03859654633112351,79
p5,0.01,4,1,2,200,1.0,0.5367391371091649,0.059886401275100476,9
p5,0.01,4,1,5,50,0.8,0.4395545500251382,0.04407676922025833,208
p5,0.01,4,1,5,50,1.0,0.5254934565720681,0.04892962130142826,20
p5,0.01,4,1,5,100,0.8,0.5018148068797214,0.0610615225802408,66
p5,0.01,4,1,5,100,1.0,0.4993814887121523,0.05548723785960167,72
p5,0.01,4,1,5,200,0.8,0.4885267274448001,0.037427011693687215,101
p5,0.01,4,1,5,200,1.0,0.5618724157343084,0.0684565275158616,1
p5,0.01,4,2,2,50,0.8,0.4524544605721076,0.03329880147615062,199
p5,0.01,4,2,2,50,1.0,0.5392686514027977,0.055884409574491326,4
p5,0.01,4,2,2,100,0.8,0.48798661896863915,0.06136178278396133,105
p5,0.01,4,2,2,100,1.0,0.5271728049474046,0.04454408129743499,17
p5,0.01,4,2,2,200,0.8,0.4718562277177938,0.06739193594821147,161
p5,0.01,4,2,2,200,1.0,0.5175315621086203,0.04432726176706171,30
p5,0.01,4,2,5,50,0.8,0.4384556489262371,0.03918369581310464,209
p5,0.01,4,2,5,50,1.0,0.5392686514027977,0.055884409574491326,4
p5,0.01,4,2,5,100,0.8,0.4784842163815881,0.05941834609918342,148
p5,0.01,4,2,5,100,1.0,0.537282931011019,0.03885533108617068,6
p5,0.01,4,2,5,200,0.8,0.47159109165202145,0.05792948218014819,162
p5,0.01,4,2,5,200,1.0,0.5393306521324291,0.06090509802388322,3
p5,0.05,2,1,2,50,0.8,0.5094349676275864,0.060997420737101994,53
p5,0.05,2,1,2,50,1.0,0.512708830454792,0.055991904105878815,43
p5,0.05,2,1,2,100,0.8,0.532996525048754,0.06685072819180979,14
p5,0.05,2,1,2,100,1.0,0.5136823116482262,0.08960148161262241,37
p5,0.05,2,1,2,200,0.8,0.5152333293785427,0.07854514868759675,33
p5,0.05,2,1,2,200,1.0,0.5228406472807086,0.09060296805586093,21
p5,0.05,2,1,5,50,0.8,0.5094349676275864,0.060997420737101994,53
p5,0.05,2,1,5,50,1.0,0.5223754388362106,0.06971701092546236,23
p5,0.05,2,1,5,100,0.8,0.5370123167644956,0.067358193177162,8
p5,0.05,2,1,5,100,1.0,0.518772505912796,0.09378183964862635,27
p5,0.05,2,1,5,200,0.8,0.506059699154944,0.0714891040736112,59
p5,0.05,2,1,5,200,1.0,0.5228406472807086,0.09060296805586093,21
p5,0.05,2,2,2,50,0.8,0.4927390547786967,0.06430198482196116,93
p5,0.05,2,2,2,50,1.0,0.4993641259891426,0.045836968207875514,73
p5,0.05,2,2,2,100,0.8,0.5333767559015385,0.08156079799589354,13
p5,0.05,2,2,2,100,1.0,0.5270137227292883,0.07916540401514942,18
p5,0.05,2,2,2,200,0.8,0.5017579349119702,0.04955281934075337,67
p5,0.05,2,2,2,200,1.0,0.5022582919862202,0.09689591669476377,65
p5,0.05,2,2,5,50,0.8,0.4876984043721927,0.05989243502305995,107
p5,0.05,2,2,5,50,1.0,0.4993641259891426,0.045836968207875514,73
p5,0.05,2,2,5,100,0.8,0.517798734888735,0.0661715649197319,29
p5,0.05,2,2,5,100,1.0,0.5161111038632826,0.083895073802185,32
p5,0.05,2,2,5,200,0.8,0.49987525632262475,0.02681851524155307,71
p5,0.05,2,2,5,200,1.0,0.510680767092906,0.08803723932983075,49
p5,0.05,3,1,2,50,0.8,0.5051866223207686,0.04481419907092794,60
p5,0.05,3,1,2,50,1.0,0.4693811579700082,0.03134852613870291,171
p5,0.05,3,1,2,100,0.8,0.4911448715378919,0.056600326374228876,94
p5,0.05,3,1,2,100,1.0,0.48293046976113335,0.04025444350913929,125
p5,0.05,3,1,2,200,0.8,0.49578719526087944,0.07165226127822819,83
p5,0.05,3,1,2,200,1.0,0.45520330735549086,0.08621462086337403,194
p5,0.05,3,1,5,50,0.8,0.48581516548381387,0.05465163098023474,115
p5,0.05,3,1,5,50,1.0,0.4693811579700082,0.03134852613870291,171
p5,0.05,3,1,5,100,0.8,0.4990319536625519,0.05777567703557605,77
p5,0.05,3,1,5,100,1.0,0.4849187710247514,0.03516085052678192,119
p5,0.05,3,1,5,200,0.8,0.4780281765018607,0.07683440747431731,149
p5,0.05,3,1,5,200,1.0,0.4829924524734398,0.0777790534692841,124
p5,0.05,3,2,2,50,0.8,0.4811122873703105,0.04073987596191255,135
p5,0.05,3,2,2,50,1.0,0.47090178863307336,0.0490853349051307,166
p5,0.05,3,2,2,100,0.8,0.5136653938581853,0.04902887737639151,38
p5,0.05,3,2,2,100,1.0,0.4710949137226333,0.04574155680665517,165
p5,0.05,3,2,2,200,0.8,0.514089844750307,0.07389942472278715,36
p5,0.05,3,2,2,200,1.0,0.4500327473736606,0.05244248255673326,202
p5,0.05,3,2,5,50,0.8,0.48004799204565496,0.03345678208461104,144
p5,0.05,3,2,5,50,1.0,0.47963264587651633,0.04116118173725612,146
p5,0.05,3,2,5,100,0.8,0.5095020518328789,0.0733540428420409,52
p5,0.05,3,2,5,100,1.0,0.46221121671950494,0.04127352298616388,181
p5,0.05,3,2,5,200,0.8,0.4805521723218404,0.0876291133994434,138
p5,0.05,3,2,5,200,1.0,0.4661848410933079,0.057404522590650625,177
p5,0.05,4,1,2,50,0.8,0.4850367807889396,0.05245651241514855,118
p5,0.05,4,1,2,50,1.0,0.5371336251131649,0.08574153589907826,7
p5,0.05,4,1,2,100,0.8,0.46725186712600897,0.05008082651420597,175
p5,0.05,4,1,2,100,1.0,0.5095677244189829,0.08903599621767916,51
p5,0.05,4,1,2,200,0.8,0.46987467993500376,0.08157641433052731,168
p5,0.05,4,1,2,200,1.0,0.4694179793486278,0.03622832782105727,170
p5,0.05,4,1,5,50,0.8,0.4823209094327245,0.07523316940501573,134
p5,0.05,4,1,5,50,1.0,0.5328306256487034,0.06375748367521596,15
p5,0.05,4,1,5,100,0.8,0.465130244227464,0.07351517421501264,179
p5,0.05,4,1,5,100,1.0,0.5088956633152361,0.06334444005824547,55
p5,0.05,4,1,5,200,0.8,0.4359973826360381,0.06332046825979407,213
p5,0.05,4,1,5,200,1.0,0.4869583898362433,0.06282381993769914,108
p5,0.05,4,2,2,50,0.8,0.4798037837218564,0.06618227523790382,145
p5,0.05,4,2,2,50,1.0,0.5073959959204225,0.050921481652178066,57
p5,0.05,4,2,2,100,0.8,0.480065226381472,0.056160156545846024,142
p5,0.05,4,2,2,100,1.0,0.5208826805975011,0.07648271723226484,24
p5,0.05,4,2,2,200,0.8,0.43957216899550994,0.08218160623274792,207
p5,0.05,4,2,2,200,1.0,0.47485621462640093,0.02613928794700766,156
p5,0.05,4,2,5,50,0.8,0.44137580326645265,0.049453930608425276,204
p5,0.05,4,2,5,50,1.0,0.5347570276730951,0.06052811066087342,12
p5,0.05,4,2,5,100,0.8,0.4516652029912557,0.07662758945952002,201
p5,0.05,4,2,5,100,1.0,0.5261852309501716,0.08529496603947669,19
p5,0.05,4,2,5,200,0.8,0.45184817989931253,0.08526482669828553,200
p5,0.05,4,2,5,200,1.0,0.4570561658738489,0.03622709098582261,189
p5,0.1,2,1,2,50,0.8,0.5164794486586203,0.07767435066050575,31
p5,0.1,2,1,2,50,1.0,0.5076652405321511,0.08760304265587343,56
p5,0.1,2,1,2,100,0.8,0.5357901484016508,0.07136847893023646,10
p5,0.1,2,1,2,100,1.0,0.5004855211997195,0.08865931563063287,70
p5,0.1,2,1,2,200,0.8,0.5201067663615803,0.09281660993544838,26
p5,0.1,2,1,2,200,1.0,0.4963311503574662,0.11821969081846073,82
p5,0.1,2,1,5,50,0.8,0.4967740196311624,0.05898558156392232,80
p5,0.1,2,1,5,50,1.0,0.5070655666960014,0.08210604830009983,58
p5,0.1,2,1,5,100,0.8,0.49636162500824155,0.0729521105586433,81
p5,0.1,2,1,5,100,1.0,0.5128392566535357,0.08354932199704598,42
p5,0.1,2,1,5,200,0.8,0.4852999406971293,0.09202040554700969,117
p5,0.1,2,1,5,200,1.0,0.4954859512468208,0.07992249395796759,84
p5,0.1,2,2,2,50,0.8,0.5284141062189842,0.07734418836169421,16
p5,0.1,2,2,2,50,1.0,0.511379099323713,0.08307384164178094,48
p5,0.1,2,2,2,100,0.8,0.549333570030434,0.09221066812011779,2
p5,0.1,2,2,2,100,1.0,0.4927996777969229,0.10165948438883946,92
p5,0.1,2,2,2,200,0.8,0.510554698082504,0.08171530663554587,50
p5,0.1,2,2,2,200,1.0,0.49481015419116103,0.10555514578493885,88
p5,0.1,2,2,5,50,0.8,0.5135081828740364,0.10781785138901867,39
p5,0.1,2,2,5,50,1.0,0.5180651329399768,0.09553043693484124,28
p5,0.1,2,2,5,100,0.8,0.535778343724066,0.08857412083927475,11
p5,0.1,2,2,5,100,1.0,0.4779462138770974,0.10173133614022634,150
p5,0.1,2,2,5,200,0.8,0.4800635155407956,0.08248611270244677,143
p5,0.1,2,2,5,200,1.0,0.48640259744422554,0.13436068140110388,110
p5,0.1,3,1,2,50,0.8,0.5014308365197465,0.09776910535008582,69
p5,0.1,3,1,2,50,1.0,0.4877077948664068,0.033269695308051066,106
p5,0.1,3,1,2,100,0.8,0.5131489599468557,0.07295302829240109,40
p5,0.1,3,1,2,100,1.0,0.4825490585962484,0.04765091232363016,126
p5,0.1,3,1,2,200,0.8,0.5032642620867451,0.0903711808992657,63
p5,0.1,3,1,2,200,1.0,0.4950983344271579,0.07225538704347413,87
p5,0.1,3,1,5,50,0.8,0.5149970324531272,0.033261244615381144,35
p5,0.1,3,1,5,50,1.0,0.488876396931773,0.05384198377285137,99
p5,0.1,3,1,5,100,0.8,0.5150354877680459,0.04300088306672646,34
p5,0.1,3,1,5,100,1.0,0.47110985505722347,0.08210805988402638,164
p5,0.1,3,1,5,200,0.8,0.48249219772475593,0.05332754947876955,128
p5,0.1,3,1,5,200,1.0,0.5025485242655806,0.11093728369140488,64
p5,0.1,3,2,2,50,0.8,0.4864308188657455,0.0717334367594446,109
p5,0.1,3,2,2,50,1.0,0.4765806630626355,0.053788533108479156,153
p5,0.1,3,2,2,100,0.8,0.49296400091136927,0.08167472156524581,91
p5,0.1,3,2,2,100,1.0,0.4895649133948431,0.06602349967414384,97
p5,0.1,3,2,2,200,0.8,0.4825033553611521,0.08462889179132314,127
p5,0.1,3,2,2,200,1.0,0.5015323193607047,0.11056529692362696,68
p5,0.1,3,2,5,50,0.8,0.4823666557376442,0.05811766866889133,129
p5,0.1,3,2,5,50,1.0,0.47563931301345486,0.04548333337087249,154
p5,0.1,3,2,5,100,0.8,0.47732746485378064,0.08678412358064826,151
p5,0.1,3,2,5,100,1.0,0.4881466659612833,0.0902324342322741,104
p5,0.1,3,2,5,200,0.8,0.4808030916696235,0.05137137350011036,136
p5,0.1,3,2,5,200,1.0,0.48024951864466575,0.07837249920946222,141
p5,0.1,4,1,2,50,0.8,0.48929589289429104,0.08346000726115209,98
p5,0.1,4,1,2,50,1.0,0.5122328394167674,0.056483814380862356,44
p5,0.1,4,1,2,100,0.8,0.5131051714652484,0.08856324052588593,41
p5,0.1,4,1,2,100,1.0,0.511552933836005,0.060096675414658844,47
p5,0.1,4,1,2,200,0.8,0.5041991036427047,0.08930134118414157,62
p5,0.1,4,1,2,200,1.0,0.46334586466165406,0.061101448237595675,180
p5,0.1,4,1,5,50,0.8,0.49101616780846824,0.03723754928992978,95
p5,0.1,4,1,5,50,1.0,0.46719490654273266,0.06025175253208406,176
p5,0.1,4,1,5,100,0.8,0.4789457420107575,0.08388974637200569,147
p5,0.1,4,1,5,100,1.0,0.4421841808104528,0.04575963159471257,203
p5,0.1,4,1,5,200,0.8,0.49469147888889103,0.07906204414370759,89
