,precision,recall,f1-score,support
disengaged,0.44,0.2682926829268293,0.3333333333333333,41.0
engaged,0.5714285714285714,0.7407407407407407,0.6451612903225806,54.0
accuracy,0.5368421052631579,0.5368421052631579,0.5368421052631579,0.5368421052631579
macro avg,0.5057142857142857,0.504516711833785,0.489247311827957,95.0
weighted avg,0.5147067669172932,0.5368421052631579,0.5105829088851159,95.0
