Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Precision,Recall,F1
16,16,0.2,0.001,0.0,0.6393431167016073,0.6709546939103982,0.8727731092436976,0.7554944603725092
16,16,0.2,0.001,0.0001,0.6244584206848358,0.655975641341495,0.8715966386554623,0.7460446554242397
16,16,0.2,0.0005,0.0,0.6059399021663172,0.659930127619473,0.80890756302521,0.7241755347295931
16,16,0.2,0.0005,0.0001,0.6280922431865829,0.6657852803844235,0.8552941176470588,0.7457265777195801
16,16,0.3,0.001,0.0,0.609643605870021,0.6601956083663401,0.8011764705882353,0.7121708181010715
16,16,0.3,0.001,0.0001,0.6206848357791753,0.6511099910639717,0.8831932773109245,0.7476207551565327
16,16,0.3,0.0005,0.0,0.5877707896575821,0.6544856997172391,0.7579831932773109,0.6763212023093699
16,16,0.3,0.0005,0.0001,0.6357092941998602,0.6555732397780916,0.9194957983193277,0.7634773456829678
16,16,0.4,0.001,0.0,0.6505939902166318,0.6555357640263301,0.9714285714285715,0.7814958400776025
16,16,0.4,0.001,0.0001,0.6357092941998602,0.6470804491699149,0.9598319327731092,0.7722112484583614
16,16,0.4,0.0005,0.0,0.6469601677148846,0.6579567051406852,0.9425210084033614,0.7739891670562443
16,16,0.4,0.0005,0.0001,0.6127882599580713,0.6701245868293924,0.7959663865546218,0.6994513752306726
16,16,0.5,0.001,0.0,0.6468204053109713,0.6775164966592365,0.8783193277310923,0.7589334833145535
16,16,0.5,0.001,0.0001,0.643256464011181,0.6657395345845194,0.9023529411764706,0.7626209654523668
16,16,0.5,0.0005,0.0,0.586512928022362,0.5251331540368086,0.7542857142857142,0.6177096311927773
16,16,0.5,0.0005,0.0001,0.6394129979035639,0.6611176727895749,0.9077310924369748,0.7627979993906433
16,32,0.2,0.001,0.0,0.624598183088749,0.6675957191709553,0.8684033613445379,0.7377067563779087
16,32,0.2,0.001,0.0001,0.5723270440251571,0.5207918268433686,0.7242016806722689,0.6039205685167656
16,32,0.2,0.0005,0.0,0.5912648497554158,0.6429750443227531,0.7989915966386555,0.681024477266244
16,32,0.2,0.0005,0.0001,0.5948287910552061,0.7323573573573574,0.7470588235294118,0.6276604285523646
16,32,0.3,0.001,0.0,0.6244584206848358,0.6603876603876604,0.8672268907563027,0.7451022018227331
16,32,0.3,0.001,0.0001,0.6355695317959469,0.6658165250954222,0.8721008403361343,0.7536569457694501
16,32,0.3,0.0005,0.0,0.5986722571628232,0.6755807983570785,0.7825210084033614,0.6536643396731705
16,32,0.3,0.0005,0.0001,0.6015373864430468,0.7366778682122744,0.7433613445378151,0.644235375429718
16,32,0.4,0.001,0.0,0.6169811320754717,0.6565410068287306,0.8557983193277311,0.7387549504921874
16,32,0.4,0.001,0.0001,0.6320055904961565,0.6558472443350862,0.9073949579831933,0.7600473209298204
16,32,0.4,0.0005,0.0,0.6246680642907059,0.6484521929892707,0.9142857142857143,0.7562081329523189
16,32,0.4,0.0005,0.0001,0.6125786163522012,0.7311844577802025,0.7946218487394957,0.6546822290979548
16,32,0.5,0.001,0.0,0.5837875611460517,0.650594574507618,0.7826890756302521,0.6394762487570284
16,32,0.5,0.001,0.0001,0.6318658280922431,0.6489503731173742,0.9363025210084034,0.7653962301233743
16,32,0.5,0.0005,0.0,0.6094339622641509,0.6413001997907658,0.8902521008403361,0.7418053211156661
16,32,0.5,0.0005,0.0001,0.6282320055904962,0.6531257698940627,0.9077310924369748,0.7573327854639974
16,64,0.2,0.001,0.0,0.6318658280922432,0.6619545653595675,0.8840336134453782,0.7535905278580353
16,64,0.2,0.001,0.0001,0.6393431167016073,0.6618460456547336,0.9008403361344538,0.761198598365955
16,64,0.2,0.0005,0.0,0.6394828791055207,0.6504024070371539,0.9539495798319327,0.772052460468821
16,64,0.2,0.0005,0.0001,0.6320055904961566,0.6482682167587828,0.9363025210084034,0.7645994667294429
16,64,0.3,0.001,0.0,0.6356394129979036,0.6451000788022065,0.9653781512605042,0.7727526606945625
16,64,0.3,0.001,0.0001,0.6355695317959469,0.647997229363689,0.9534453781512605,0.7708662325948298
16,64,0.3,0.0005,0.0,0.5535290006988121,0.7176058279477026,0.653109243697479,0.5761768264137149
16,64,0.3,0.0005,0.0001,0.6394129979035639,0.6597648204321611,0.9126050420168067,0.7641022460685383
16,64,0.4,0.001,0.0,0.5420684835779175,0.6153281442823795,0.6929411764705882,0.6176305163162548
16,64,0.4,0.001,0.0001,0.6243885394828791,0.6547391274157399,0.8833613445378152,0.7498252633084094
16,64,0.4,0.0005,0.0,0.606219426974144,0.6583516322646757,0.7979831932773107,0.7123222244504788
16,64,0.4,0.0005,0.0001,0.5791055206149547,0.624032400535122,0.7722689075630254,0.6677049610661558
16,64,0.5,0.001,0.0,0.6357092941998602,0.6505757603378604,0.9426890756302522,0.7684357675510974
16,64,0.5,0.001,0.0001,0.5912648497554158,0.6400276551139659,0.8,0.654268225388041
16,64,0.5,0.0005,0.0,0.6129979035639412,0.6448344671201814,0.8831932773109242,0.7382738953599827
16,64,0.5,0.0005,0.0001,0.6060796645702305,0.6462862759194101,0.8616806722689075,0.7338999351417018
32,16,0.2,0.001,0.0,0.6023060796645703,0.6725757575757576,0.7403361344537814,0.6815880466866632
32,16,0.2,0.001,0.0001,0.6131376659678546,0.6551509729457778,0.8378151260504201,0.7341203196624883
32,16,0.2,0.0005,0.0,0.6319357092942,0.6661095450630334,0.8605042016806722,0.7492539450155722
32,16,0.2,0.0005,0.0001,0.545842068483578,0.7610574654120689,0.5705882352941176,0.511404920282969
32,16,0.3,0.001,0.0,0.6505939902166318,0.6798860398860398,0.8722689075630251,0.7615913620117306
32,16,0.3,0.001,0.0001,0.6318658280922432,0.6687575380258307,0.8556302521008403,0.7477589460206213
32,16,0.3,0.0005,0.0,0.5687631027253668,0.5170569372725706,0.7297478991596639,0.6031566672302715
32,16,0.3,0.0005,0.0001,0.594409503843466,0.679031339031339,0.7492436974789916,0.679722446204515
32,16,0.4,0.001,0.0,0.5902166317260658,0.6567486118464425,0.6680672268907564,0.6089165951008055
32,16,0.4,0.001,0.0001,0.6317959468902865,0.6626372476950142,0.8784873949579832,0.7521246035674348
32,16,0.4,0.0005,0.0,0.6578616352201258,0.6792398572750099,0.8899159663865547,0.7695151692156399
32,16,0.4,0.0005,0.0001,0.6541579315164221,0.6801084010840108,0.8781512605042018,0.7655012937111693
32,16,0.5,0.001,0.0,0.5835080363382251,0.6435016835016836,0.7467226890756302,0.6734077494036892
32,16,0.5,0.001,0.0001,0.6245283018867924,0.6584547803617571,0.8722689075630253,0.7474995865967139
32,16,0.5,0.0005,0.0,0.613277428371768,0.6531126316031977,0.8549579831932773,0.7385856830179088
32,16,0.5,0.0005,0.0001,0.5800139762403913,0.5317931083888531,0.7072268907563025,0.605007503122937
32,32,0.2,0.001,0.0,0.613067784765898,0.638888888888889,0.9126050420168067,0.7492966800479538
32,32,0.2,0.001,0.0001,0.6097833682739343,0.6556606907791637,0.8329411764705883,0.7314906702492909
32,32,0.2,0.0005,0.0,0.5569531795946889,0.6355099715099716,0.699327731092437,0.6266636052735556
32,32,0.2,0.0005,0.0001,0.5836477987421383,0.6895085539936799,0.7003361344537815,0.6558441558441558
