Participant,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std,AUROC Mean,AUROC Std
p11,0.5564251537935748,0.05456139475548494,0.5941175002623591,0.03646853448632258,0.6697674418604651,0.09360284556975865,0.6282477348115496,0.057367396721442504,0.6164117232516685,0.05889695343988936
p12,0.5742566510172145,0.03602471748244223,0.6022385550108146,0.02480121864210127,0.7050000000000001,0.06224949798994368,0.6489812290212854,0.03745489837693946,0.6006728830645163,0.07289208081144254
p17,0.5916221033868093,0.015519286174459116,0.6171070352649299,0.019596940916925053,0.75,0.07784315504078443,0.6747588628372242,0.024836561719432996,0.640889724310777,0.056561139810540305
p18,0.6869324473975638,0.06939356482657989,0.7078744939271255,0.03652741318040582,0.9312643678160919,0.064666793336233,0.8041122539965919,0.0460706258759991,0.6563748894783378,0.10631397313971387
p5,0.6415322580645161,0.057031868065372145,0.689159420289855,0.04017060864340702,0.8242857142857142,0.05266158590837812,0.7502415458937198,0.040364949297177204,0.7054761904761906,0.08359706958778425
p7,0.6102272727272726,0.054898112906862466,0.6394790394790395,0.02536399629324943,0.8094736842105265,0.10755079969593648,0.7126168387241016,0.0540264802080323,0.6287044534412957,0.05907176029761861
p9,0.44633333333333336,0.09943171861466878,0.4726455733808675,0.08731681800809454,0.523076923076923,0.21345287577710167,0.4892789968652038,0.14480431838977664,0.5685314685314685,0.1552227036565572
