Participant,Best Hidden1,Best Hidden2,Best Dropout,Best LearningRate,Best WeightDecay,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std,AUROC Mean,AUROC Std
p11,16,64,0.3,0.001,0.0001,0.580041011619959,0.01338321602375107,0.5886044833719252,0.023663797596195007,0.8790697674418604,0.14279145519077907,0.6989892339317785,0.04060598625488502,0.6011358454586908,0.02946451966176825
p12,64,32,0.2,0.001,0.0001,0.5995305164319248,0.05765185920689449,0.5923882015036437,0.039482186219894085,0.93,0.02738612787525827,0.7231193121053534,0.0316413064648527,0.5778377016129033,0.10124322840829122
p17,32,64,0.2,0.0005,0.0,0.6336898395721926,0.1189313709426964,0.6361409978520778,0.09060344446963498,0.8331578947368421,0.1508930020277343,0.7183528077141237,0.10069486718773987,0.6213032581453632,0.11308924997511613
p18,16,32,0.3,0.0005,0.0,0.720265780730897,0.032080307191459725,0.7148396319128028,0.02402034917187438,0.993103448275862,0.015421158465515773,0.8310687655343827,0.016827942741674796,0.6950132625994695,0.07952261720011787
p5,16,32,0.5,0.0005,0.0001,0.7052419354838708,0.06115886794236527,0.706824267892121,0.06590142540442646,0.9609523809523809,0.05349465398088997,0.8114284175208546,0.0285197008189128,0.7084415584415584,0.09668252351900972
p7,64,64,0.3,0.001,0.0001,0.628030303030303,0.025182985058476735,0.6223824264146846,0.016666237774234795,0.9789473684210526,0.047075115315785045,0.760421778353545,0.017079477392380703,0.5596761133603239,0.1588232715386054
p9,128,16,0.2,0.0005,0.0001,0.5706666666666667,0.06537923557555902,0.5782449434623347,0.06665662934646087,0.8,0.18525530121218917,0.6611865258924083,0.07408207390295415,0.6018648018648018,0.12112692002873197
