video_id,DER,False Alarm %,Missed Speech %,Confusion %,Correct %
p5-s8,62.16,33.98,15.98,12.2,71.82
p5-s10,54.16,24.93,9.55,19.67,70.78
p7-s8,59.33,6.24,23.62,29.47,46.91
p7-s16,71.64,35.6,12.25,23.79,63.96
p9-s3-1,67.28,6.51,43.37,17.4,39.23
p9-s9,55.43,26.98,18.42,10.04,71.54
p11-s4,56.78,34.52,10.17,12.09,77.74
p11-s11,83.13,49.75,5.09,28.29,66.62
p12-s3,105.13,75.88,9.01,20.24,70.75
p12-s6,108.03,73.66,9.06,25.32,65.63
p17-s2,39.36,4.74,15.02,19.61,65.38
p17-s6,67.54,34.52,16.29,16.73,66.98
p18-s15,57.49,31.22,9.84,16.43,73.73
p18-s17,55.08,33.5,8.75,12.83,78.42
