CSV Name,DER Mean,DER Median,DER Std,FA Mean,FA Median,FA Std,Missed Mean,Missed Median,Missed Std,Confusion Mean,Confusion Median,Confusion Std,Correct Mean,Correct Median,Correct Std
model_N-vad_MMN-embedding_TL-audio_RAW-speaker_AUTO-overlap_NO_OVERLAP-params_OLD,69.65428571428572,71.635,17.209813262423054,5.935,3.06,6.267018368472302,55.79928571428571,56.655,22.563821097665894,7.921428571428572,5.13,6.063450220083329,36.28142857142857,35.08,19.267599689691444
model_N-vad_MMN-embedding_ET-audio_RAW-speaker_AUTO-overlap_NO_OVERLAP-params_OLD,66.68499999999999,64.28,18.654362554311316,4.465000000000001,2.6550000000000002,4.215186372373843,55.79928571428571,56.655,22.563821097665894,6.420714285714285,5.675,2.7972664246634515,37.78000000000001,38.57,20.940697953249572
model_N-vad_TMN-embedding_TL-audio_RAW-speaker_AUTO-overlap_NO_OVERLAP-params_OLD,70.89142857142858,72.93,17.666261568373706,13.362142857142857,11.115,10.902133297642276,46.46499999999998,37.385,28.230944219746913,11.065000000000001,9.274999999999999,7.682250020964911,42.470000000000006,51.04,23.462974432726327
model_N-vad_TMN-embedding_ET-audio_RAW-speaker_AUTO-overlap_NO_OVERLAP-params_OLD,63.63642857142857,65.225,23.046984987910392,9.86,5.34,9.793746042166989,46.46499999999998,37.385,28.230944219746913,7.311428571428571,6.3,3.88978515748988,46.223571428571425,53.45,27.03553206349089
model_N-vad_MN-embedding_TL-audio_DENOISED-speaker_FIXED-overlap_OVERLAP-params_OLD,63.87428571428571,63.644999999999996,13.232482594146708,21.577857142857145,23.6,10.950803397693937,25.511428571428564,22.735,8.7272137214955,16.787142857142857,16.15,8.133275835982438,57.70285714285715,61.995000000000005,11.38772647571561
model_N-vad_MN-embedding_ET-audio_DENOISED-speaker_FIXED-overlap_OVERLAP-params_OLD,59.05285714285715,62.09,11.601241597062213,16.79,16.895,8.771066069754577,25.767142857142858,23.17,8.703668040696254,16.49142857142857,18.795,7.311085215818991,57.738571428571426,60.709999999999994,12.492984404883382
model_N-vad_MMN-embedding_TL-audio_DENOISED-speaker_FIXED-overlap_OVERLAP-params_OLD,67.32428571428571,60.745,19.41429200527112,33.71642857142857,33.739999999999995,21.65974096270379,14.744285714285713,11.21,9.560418975599918,18.865000000000002,18.505,6.124172471570216,66.39214285714286,68.86500000000001,10.907822301570436
model_N-vad_MMN-embedding_ET-audio_DENOISED-speaker_FIXED-overlap_OVERLAP-params_OLD,55.13142857142858,51.045,19.591372456397096,25.01928571428571,20.1,17.000295682625737,15.367857142857146,12.74,9.463626869043575,14.746428571428567,11.01,8.23579392944916,69.88857142857142,72.93,14.013768425891215
model_N-vad_TMN-embedding_TL-audio_DENOISED-speaker_FIXED-overlap_OVERLAP-params_OLD,69.375,67.655,28.083345666892217,38.25071428571429,31.384999999999998,27.974826448705002,14.639285714285718,12.05,10.235643201980118,16.48428571428571,15.235,8.483546713206973,68.87714285714286,68.785,11.640419255317243
model_N-vad_TMN-embedding_ET-audio_DENOISED-speaker_FIXED-overlap_OVERLAP-params_OLD,62.847857142857144,61.739999999999995,24.21608752575331,32.38428571428572,26.174999999999997,24.398670113280833,14.941428571428572,12.355,10.254395573188534,15.521428571428572,13.835,8.144781110665857,69.54142857142857,70.4,13.051164320086164
model_N-vad_MN-embedding_TL-audio_DENOISED-speaker_FIXED-overlap_NO_OVERLAP-params_OLD,64.95428571428572,64.14,16.27780211693955,24.659285714285716,26.225,12.421984521426094,22.064999999999998,19.045,8.193277497671255,18.229285714285712,16.725,9.576032151065586,59.70642857142858,62.745000000000005,11.52991801101202
model_N-vad_MN-embedding_ET-audio_DENOISED-speaker_FIXED-overlap_NO_OVERLAP-params_OLD,59.55357142857143,62.48,13.593077201362382,19.305,17.825000000000003,10.231683634671276,22.064999999999998,19.045,8.193277497671255,18.18285714285714,21.9,8.330291737962149,59.75214285714286,62.894999999999996,13.101739860134508
model_N-vad_MMN-embedding_TL-audio_DENOISED-speaker_FIXED-overlap_NO_OVERLAP-params_OLD,70.33428571428571,61.545,25.01315368246989,39.17785714285714,35.42,26.684671537325414,11.169999999999998,7.9799999999999995,8.282972339035714,19.988571428571426,20.22,6.947718891995977,68.84142857142857,71.69,10.290576613240244
model_N-vad_MMN-embedding_ET-audio_DENOISED-speaker_FIXED-overlap_NO_OVERLAP-params_OLD,56.31071428571429,51.165,24.220321240417334,29.014999999999997,21.814999999999998,20.836694980066003,11.169999999999998,7.9799999999999995,8.282972339035714,16.125714285714285,11.515,9.366659132086706,72.70285714285713,74.365,14.024692196579261
model_N-vad_TMN-embedding_TL-audio_DENOISED-speaker_FIXED-overlap_NO_OVERLAP-params_OLD,72.71142857142857,68.785,34.89445864254157,44.38428571428572,36.045,34.063568563741285,10.784285714285714,7.625,9.380037489088373,17.54285714285714,17.03,9.202153952343838,71.67428571428572,70.86,12.003324356377094
model_N-vad_TMN-embedding_ET-audio_DENOISED-speaker_FIXED-overlap_NO_OVERLAP-params_OLD,65.42428571428572,61.839999999999996,30.9841186898871,37.827857142857134,27.625,30.451818482663704,10.784285714285714,7.625,9.380037489088373,16.81,15.41,9.09884946234751,72.405,74.02000000000001,13.346463518907862
model_N-vad_MN-embedding_TL-audio_DENOISED-speaker_AUTO-overlap_OVERLAP-params_OLD,58.97785714285714,56.895,17.359853853767774,17.050714285714285,13.8,11.263108919275911,25.309285714285714,21.310000000000002,8.329682295433429,16.617142857142856,18.33,8.852172639502713,58.072142857142865,60.14,12.39457212379145
