CSV Name,DER Mean,DER Median,DER Std,FA Mean,FA Median,FA Std,Missed Mean,Missed Median,Missed Std,Confusion Mean,Confusion Median,Confusion Std,Correct Mean,Correct Median,Correct Std
model_N-vad_MN-embedding_ET-audio_DENOISED-speaker_AUTO-overlap_OVERLAP-params_OLD,52.805,53.415,12.634041773655078,12.468571428571432,11.805,7.170152725701881,25.79214285714286,22.96,7.869183496468926,14.543571428571429,11.754999999999999,9.35666081721207,59.66357142857142,64.68,12.629902616801528
model_N-vad_MMN-embedding_TL-audio_DENOISED-speaker_AUTO-overlap_OVERLAP-params_OLD,69.79499999999999,66.765,18.715965932038635,34.31214285714286,33.0,16.386625023790884,14.114999999999998,10.684999999999999,8.011739223453008,21.368571428571425,23.725,6.439765711389073,64.51785714285714,64.655,11.374293674483994
model_N-vad_MMN-embedding_ET-audio_DENOISED-speaker_AUTO-overlap_OVERLAP-params_OLD,49.54642857142857,48.739999999999995,17.91858064740571,20.0,17.97,13.051599960865392,15.132142857142856,11.865,8.332680036663271,14.413571428571428,14.004999999999999,7.641025512267373,70.45642857142857,73.475,13.638883107409582
model_N-vad_TMN-embedding_TL-audio_DENOISED-speaker_AUTO-overlap_OVERLAP-params_OLD,65.26785714285715,60.59,29.41627654588826,31.19071428571429,25.325,23.176826113195883,14.302142857142856,12.08,9.094521747963212,19.774285714285718,20.18,9.525561331560397,65.92285714285714,64.38,13.553602092076101
model_N-vad_TMN-embedding_ET-audio_DENOISED-speaker_AUTO-overlap_OVERLAP-params_OLD,55.58857142857142,48.485,26.44662545207229,25.312142857142856,19.44,16.852235267657626,15.098571428571432,12.795,9.048691241655513,15.179285714285715,11.0,10.854904927681817,69.72214285714287,76.63,16.151976863325636
model_N-vad_MN-embedding_TL-audio_DENOISED-speaker_AUTO-overlap_NO_OVERLAP-params_OLD,60.265,57.325,20.45463488947037,20.232857142857142,17.915,13.575941065877378,22.064999999999998,19.045,8.193277497671255,17.967142857142857,20.049999999999997,10.1135586284882,59.96714285714285,63.69500000000001,13.071582464715899
model_N-vad_MN-embedding_ET-audio_DENOISED-speaker_AUTO-overlap_NO_OVERLAP-params_OLD,52.68428571428571,51.43,14.178669631791006,14.791428571428574,15.985,8.927919782813444,22.064999999999998,19.045,8.193277497671255,15.826428571428574,12.565,10.763479997117646,62.10928571428572,66.38,12.78776847332921
model_N-vad_MMN-embedding_TL-audio_DENOISED-speaker_AUTO-overlap_NO_OVERLAP-params_OLD,73.84642857142856,71.805,23.835139091150808,40.362857142857145,36.894999999999996,20.517031734848764,11.169999999999998,7.9799999999999995,8.282972339035714,22.312142857142852,24.25,7.122025617835062,66.51785714285714,67.145,10.906367355865973
model_N-vad_MMN-embedding_ET-audio_DENOISED-speaker_AUTO-overlap_NO_OVERLAP-params_OLD,50.57071428571429,48.905,22.011720466880547,23.92714285714286,23.134999999999998,17.189333198939856,11.169999999999998,7.9799999999999995,8.282972339035714,15.47285714285714,14.2,8.538832949055049,73.35571428571428,75.66,13.785862721970322
model_N-vad_TMN-embedding_TL-audio_DENOISED-speaker_AUTO-overlap_NO_OVERLAP-params_OLD,68.86285714285714,62.24,35.663251378710534,36.89357142857143,32.685,28.221218315069482,10.784285714285714,7.625,9.380037489088373,21.18428571428571,22.880000000000003,10.680045890340558,68.0307142857143,67.36500000000001,13.954504904970909
model_N-vad_TMN-embedding_ET-audio_DENOISED-speaker_AUTO-overlap_NO_OVERLAP-params_OLD,57.89214285714286,47.505,31.50901267368322,30.414285714285707,22.235,21.73723487980429,10.784285714285714,7.625,9.380037489088373,16.69214285714285,11.489999999999998,12.726886245915908,72.52285714285713,78.94,16.86987092585314
