Participant,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std
p11,0.6432323232323233,0.058841502689457335,0.6885115077972221,0.04924470992678997,0.8163025210084033,0.08428031015626793,0.7446544566544566,0.04555335992580402
p12,0.6171988388969522,0.09094599505143505,0.6787446403725473,0.06233242013173108,0.7969747899159664,0.08729106623841405,0.7320677199105665,0.06789658400833244
p17,0.5933823529411765,0.1171750642190585,0.6243867243867244,0.10258207844187557,0.6888888888888889,0.14487116456005888,0.6498412698412699,0.11180396225678432
p18,0.7160427807486631,0.07042295509902011,0.7988559395515917,0.04355691834318356,0.8113333333333334,0.062354274557207025,0.8045725655237546,0.04882748598354119
p5,0.7090909090909092,0.05182615568632446,0.7457641429777653,0.014284691733986773,0.8991666666666667,0.11320765089967295,0.8121312639888492,0.043309578846628435
p7,0.6875,0.07654655446197431,0.7483158508158507,0.06774048912551807,0.8363636363636365,0.11853095282186632,0.7847773804295544,0.05666181166177777
p9,0.615,0.0894427190999916,0.7012409812409812,0.17685457710232894,0.6888888888888889,0.1987615979999813,0.668968253968254,0.07806797175318334
