speaker,speech_start,speech_end
SPEAKER_06,0.03096875,0.06471875
SPEAKER_06,0.4697187500000001,2.19096875
SPEAKER_06,2.49471875,9.750968750000002
SPEAKER_06,9.970343750000001,16.14659375
SPEAKER_02,12.062843750000003,12.602843750000002
SPEAKER_00,12.602843750000002,12.61971875
SPEAKER_02,14.15534375,14.442218750000002
SPEAKER_06,17.395343750000002,18.00284375
SPEAKER_06,19.25159375,24.60096875
SPEAKER_06,24.989093750000002,27.65534375
SPEAKER_06,28.262843750000002,31.33409375
SPEAKER_06,32.49846875,32.93721875
SPEAKER_06,33.66284375,34.69221875
SPEAKER_01,36.88596875,37.96596875
SPEAKER_01,40.10909375,40.868468750000005
SPEAKER_05,41.77971875,44.80034375
SPEAKER_05,45.74534375,47.26409375
SPEAKER_05,49.69409375,51.752843750000004
SPEAKER_01,51.314093750000005,52.32659375
SPEAKER_05,52.20846875,53.204093750000006
SPEAKER_01,55.44846875,55.78596875
SPEAKER_01,56.393468750000004,57.05159375
SPEAKER_05,60.797843750000006,64.40909375
SPEAKER_01,66.46784375,66.97409375000001
SPEAKER_05,68.47596875,69.75846875
SPEAKER_05,71.98596875,72.76221875
SPEAKER_05,73.75784375,74.73659375000001
SPEAKER_05,74.90534375,75.32721875
SPEAKER_01,75.86721875,75.88409375
SPEAKER_05,75.88409375,76.42409375000001
SPEAKER_05,76.62659375,77.40284375
SPEAKER_01,76.87971875000001,77.03159375
SPEAKER_05,77.94284375000001,79.83284375000001
SPEAKER_05,82.12784375000001,86.46471875
SPEAKER_05,88.74284375,89.50221875000001
SPEAKER_05,90.00846875,92.70846875000001
SPEAKER_05,93.99096875000001,94.49721875
SPEAKER_05,94.93596875,97.39971875
SPEAKER_05,98.17596875000001,101.26409375
SPEAKER_05,101.66909375,103.47471875000001
SPEAKER_05,105.09471875000001,107.06909375000001
SPEAKER_05,107.96346875,108.11534375000001
SPEAKER_05,108.26721875000001,108.50346875000001
SPEAKER_05,108.94221875000001,109.81971875
SPEAKER_01,111.08534375,111.67596875000001
SPEAKER_05,112.19909375,113.88659375
SPEAKER_05,115.40534375,116.36721875
SPEAKER_05,117.90284375,118.61159375000001
SPEAKER_05,119.37096875,119.38784375
SPEAKER_03,119.38784375,119.40471875
SPEAKER_05,119.40471875,121.27784375
SPEAKER_05,121.98659375000001,122.45909375000001
SPEAKER_01,122.45909375000001,123.87659375000001
SPEAKER_05,123.87659375000001,123.92721875000001
SPEAKER_01,123.92721875000001,123.94409375000001
SPEAKER_05,123.94409375000001,128.36534375
SPEAKER_05,130.59284375000001,134.87909375
SPEAKER_05,135.58784375000002,136.60034375
SPEAKER_06,136.60034375,136.66784375
SPEAKER_05,137.46096875,137.47784375
SPEAKER_06,137.47784375,137.93346875
SPEAKER_06,140.73471875,142.42221875
SPEAKER_01,143.11409375,143.62034375000002
SPEAKER_06,143.92409375,145.86471875
SPEAKER_06,146.52284375000002,149.56034375000002
