video_id,DER,False Alarm %,Missed Speech %,Confusion %,Correct %
p5-s8,62.22,12.05,41.31,8.87,49.82
p5-s10,72.61,13.36,37.47,21.78,40.75
p7-s8,71.15,5.96,54.03,11.16,34.8
p7-s16,52.63,7.34,38.56,6.73,54.71
p9-s3-1,92.9,5.69,76.25,10.96,12.8
p9-s9,73.25,17.31,43.78,12.16,44.07
p11-s4,77.0,18.15,37.53,21.31,41.16
p11-s11,49.98,11.94,30.09,7.95,61.97
p12-s3,91.84,1.13,86.36,4.35,9.29
p12-s6,93.36,0.16,91.08,2.12,6.8
p17-s2,72.69,29.05,25.49,18.15,56.36
p17-s6,47.47,6.68,31.59,9.21,59.2
p18-s15,49.86,4.29,39.67,5.9,54.43
p18-s17,39.1,7.92,25.59,5.59,68.82
