	Model Type	Audio Type	Speaker Mode	Overlap Mode	VAD	Embedding	video_id	DER	False Alarm %	Missed Speech %	Confusion %	Correct %
40	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p18-s15	50.16	0.53	46.04	3.59	50.37
41	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p18-s17	36.55	0.57	27.73	8.25	64.02
42	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p5-s8	69.23	0.32	65.85	3.06	31.09
43	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p5-s10	52.22	1.09	40.65	10.47	48.87
44	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p7-s8	76.27	0.32	67.78	8.17	24.05
45	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p7-s16	69.4	0.48	52.48	16.44	31.08
46	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p9-s3-1	94.82	0.54	87.91	6.37	5.72
47	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p9-s9	74.24	0.25	62.25	11.75	26.01
48	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p11-s4	70.63	0.51	57.49	12.63	29.88
49	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p11-s11	68.5	0.32	60.53	7.64	31.82
50	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p12-s3	95.64	0.19	92.27	3.17	4.56
51	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p12-s6	94.16	0.04	90.9	3.22	5.88
52	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p17-s2	44.88	1.47	30.72	12.69	56.59
53	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p17-s6	44.05	0.52	37.35	6.18	56.47
54	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p18-s15	57.3	0.53	46.04	10.73	43.23
55	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p18-s17	39.03	0.57	27.73	10.73	61.54
56	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p5-s8	64.95	2.29	58.35	4.3	37.34
57	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p5-s10	47.33	6.19	27.07	14.08	58.86
58	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p7-s8	63.69	3.4	55.03	5.26	39.71
59	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p7-s16	54.52	3.19	46.12	5.21	48.67
60	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p9-s3-1	95.07	2.04	89.92	3.12	6.96
61	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p9-s9	75.59	0.98	69.76	4.86	25.39
62	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p11-s4	55.61	10.92	39.48	5.21	55.31
63	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p11-s11	63.36	15.54	38.42	9.41	52.18
64	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p12-s3	97.05	0.13	95.09	1.83	3.08
65	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p12-s6	88.24	0.15	86.36	1.73	11.91
66	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p17-s2	47.24	7.26	22.32	17.66	60.02
67	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p17-s6	38.87	2.71	29.13	7.04	63.83
68	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p18-s15	33.14	2.69	24.7	5.74	69.56
69	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p18-s17	30.13	3.09	19.63	7.41	72.96
70	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p5-s8	67.12	2.29	58.35	6.48	35.17
71	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p5-s10	37.37	6.19	27.07	4.12	68.81
72	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p7-s8	71.88	3.4	55.03	13.44	31.53
73	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p7-s16	53.31	3.19	46.12	4	49.88
74	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p9-s3-1	95.38	2.04	89.92	3.42	6.66
75	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p9-s9	77.72	0.98	69.76	6.98	23.26
76	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p11-s4	55.58	10.92	39.48	5.18	55.34
77	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p11-s11	61.58	15.54	38.42	7.63	53.96
78	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p12-s3	96.99	0.13	95.09	1.77	3.14
79	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p12-s6	89.46	0.15	86.36	2.96	10.68
80	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p17-s2	48.43	7.26	22.32	18.85	58.83
81	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p17-s6	40.57	2.71	29.13	8.74	62.13
82	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p18-s15	37.91	2.69	24.7	10.51	64.78
83	ClusteringDiarizer	raw_audios	fixed_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p18-s17	55.98	3.09	19.63	33.26	47.11
84	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	titanet_large	p5-s8	47.66	3.14	40.03	4.49	55.48
85	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	titanet_large	p5-s10	48.04	2.24	36.19	9.61	54.2
86	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	titanet_large	p7-s8	69.62	2.43	50.98	16.21	32.81
87	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	titanet_large	p7-s16	39.16	1.95	31.86	5.34	62.79
88	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	titanet_large	p9-s3-1	84.4	4.85	72.32	7.24	20.44
89	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	titanet_large	p9-s9	50.8	4.82	43.54	2.45	54.02
90	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	titanet_large	p11-s4	47.65	4.25	33.26	10.15	56.6
91	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	titanet_large	p11-s11	40.45	1.61	28.92	9.92	61.16
92	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	titanet_large	p12-s3	90.43	0.55	85.68	4.19	10.12
93	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	titanet_large	p12-s6	93.85	0.19	91.71	1.95	6.34
94	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	titanet_large	p17-s2	53.55	7.48	19.97	26.09	53.94
95	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	titanet_large	p17-s6	32.19	2.97	25.61	3.61	70.78
96	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	titanet_large	p18-s15	46.87	1.86	38.59	6.41	54.99
97	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	titanet_large	p18-s17	36.9	2.34	25.37	9.19	65.44
98	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p5-s8	49.27	3.14	40.03	6.1	53.87
99	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p5-s10	46.39	2.24	36.19	7.97	55.84
100	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p7-s8	68.1	2.43	50.98	14.69	34.33
101	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p7-s16	38.77	1.95	31.86	4.96	63.18
102	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p9-s3-1	84.98	4.85	72.32	7.82	19.87
103	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p9-s9	69.91	4.82	43.54	21.56	34.9
104	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p11-s4	43.89	4.25	33.26	6.38	60.36
105	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p11-s11	35.33	1.61	28.92	4.81	66.27
106	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p12-s3	90.12	0.55	85.68	3.89	10.43
107	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p12-s6	95.21	0.19	91.71	3.31	4.99
108	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p17-s2	52.99	7.48	19.97	25.54	54.49
109	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p17-s6	37.87	2.97	25.61	9.29	65.1
110	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p18-s15	49.93	1.86	38.59	9.47	51.94
111	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p18-s17	41.09	2.34	25.37	13.38	61.25
112	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p5-s8	66.97	0.34	64.81	1.82	33.37
113	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p5-s10	46.21	1.16	39.18	5.87	54.95
114	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p7-s8	81.28	0.37	64.96	15.94	19.09
115	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p7-s16	58.14	0.64	45.58	11.92	42.5
116	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p9-s3-1	91.52	0.82	84.48	6.22	9.3
117	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p9-s9	67.64	0.26	61.05	6.33	32.62
118	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p11-s4	62.71	0.6	53.16	8.96	37.89
119	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p11-s11	69.16	0.34	60.15	8.68	31.18
120	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p12-s3	93.3	0.22	91.87	1.21	6.92
121	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p12-s6	94.17	0.05	91.1	3.02	5.89
122	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p17-s2	50.41	1.79	22.9	25.73	51.37
123	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p17-s6	39.72	0.63	30.93	8.16	60.91
124	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p18-s15	47.98	0.58	43.43	3.97	52.6
125	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p18-s17	36.46	0.58	27.59	8.29	64.12
126	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p5-s8	68.36	0.34	64.81	3.22	31.98
127	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p5-s10	50.95	1.16	39.18	10.61	50.21
128	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p7-s8	74.22	0.37	64.96	8.88	26.16
129	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p7-s16	66.31	0.64	45.58	20.1	34.32
130	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p9-s3-1	93.7	0.82	84.48	8.39	7.12
131	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p9-s9	73.57	0.26	61.05	12.26	26.68
132	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p11-s4	68.02	0.6	53.16	14.27	32.58
133	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p11-s11	67.95	0.34	60.15	7.47	32.38
134	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p12-s3	95.47	0.22	91.87	3.38	4.75
135	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p12-s6	94.95	0.05	91.1	3.8	5.11
136	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p17-s2	38.31	1.79	22.9	13.62	63.48
137	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p17-s6	38.18	0.63	30.93	6.62	62.45
138	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p18-s15	55.14	0.58	43.43	11.13	45.44
139	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p18-s17	38.95	0.58	27.59	10.78	61.63
140	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p5-s8	63.41	2.44	56.48	4.49	39.03
141	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p5-s10	45.44	6.58	24.63	14.23	61.14
142	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p7-s8	60.58	3.94	50.77	5.87	43.36
143	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p7-s16	47.93	4.23	37.83	5.86	56.31
144	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p9-s3-1	94.6	3.08	87.91	3.6	8.49
145	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p9-s9	74.69	1.03	68.92	4.74	26.34
146	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p11-s4	51.76	12.77	32.98	6.01	61.01
147	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p11-s11	62.96	16.26	36.94	9.75	53.3
148	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p12-s3	96.83	0.15	94.65	2.03	3.32
149	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p12-s6	88.98	0.19	86.81	1.98	11.21
150	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p17-s2	41.5	8.79	12.76	19.96	67.28
151	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p17-s6	31.94	3.3	20.06	8.59	71.36
152	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p18-s15	29.46	2.99	20.34	6.13	73.53
153	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p18-s17	29.98	3.11	19.43	7.44	73.13
154	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p5-s8	65.63	2.44	56.48	6.71	36.81
155	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p5-s10	35.53	6.58	24.63	4.32	71.05
156	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p7-s8	69.35	3.94	50.77	14.64	34.59
157	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p7-s16	46.56	4.23	37.83	4.49	57.68
158	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p9-s3-1	95.19	3.08	87.91	4.19	7.9
159	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p9-s9	77.16	1.03	68.92	7.21	23.87
160	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p11-s4	51.8	12.77	32.98	6.05	60.97
161	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p11-s11	60.5	16.26	36.94	7.3	55.76
162	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p12-s3	96.72	0.15	94.65	1.92	3.43
163	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p12-s6	89.58	0.19	86.81	2.57	10.62
164	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p17-s2	43.24	8.79	12.76	21.7	65.55
165	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p17-s6	33.02	3.3	20.06	9.67	70.28
166	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p18-s15	34.22	2.99	20.34	10.88	68.78
167	ClusteringDiarizer	raw_audios	fixed_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p18-s17	55.77	3.11	19.43	33.24	47.33
168	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	titanet_large	p5-s8	49.08	2.95	41.81	4.32	53.87
169	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	titanet_large	p5-s10	42.94	2.1	37.87	2.96	59.16
170	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	titanet_large	p7-s8	63.27	2.1	54.5	6.67	38.83
171	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	titanet_large	p7-s16	45.01	1.47	40.94	2.6	56.46
172	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	titanet_large	p9-s3-1	88.2	3.2	76.83	8.17	15
173	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	titanet_large	p9-s9	55.49	4.6	44.85	6.04	49.11
174	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	titanet_large	p11-s4	45.53	3.63	38.71	3.18	58.11
175	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	titanet_large	p11-s11	41.55	1.54	30.77	9.24	59.99
176	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	titanet_large	p12-s3	90.52	0.48	86.38	3.67	9.95
177	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	titanet_large	p12-s6	93.42	0.15	91.16	2.11	6.72
178	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	titanet_large	p17-s2	37.06	6.18	27.82	3.07	69.12
179	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	titanet_large	p17-s6	41.63	2.43	33.08	6.12	60.8
180	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	titanet_large	p18-s15	45.35	1.68	40.78	2.9	56.32
181	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	titanet_large	p18-s17	38.34	2.33	25.59	10.42	63.99
182	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p5-s8	50.61	2.95	41.81	5.84	52.34
183	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p5-s10	43.47	2.1	37.87	3.49	58.63
184	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p7-s8	69.18	2.1	54.5	12.58	32.92
185	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p7-s16	46.4	1.47	40.94	3.99	55.07
186	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p9-s3-1	86.01	3.2	76.83	5.98	17.19
187	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p9-s9	68.24	4.6	44.85	18.79	36.36
188	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p11-s4	45.05	3.63	38.71	2.7	58.59
189	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p11-s11	35.26	1.54	30.77	2.95	66.27
190	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p12-s3	90.77	0.48	86.38	3.91	9.71
191	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p12-s6	93.63	0.15	91.16	2.32	6.52
192	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p17-s2	36.87	6.18	27.82	2.88	69.31
193	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p17-s6	41.66	2.43	33.08	6.15	60.77
194	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p18-s15	49.92	1.68	40.78	7.47	51.75
195	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p18-s17	46.54	2.33	25.59	18.62	55.78
196	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p5-s8	67.89	0.32	65.85	1.72	32.43
197	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p5-s10	43.91	1.09	40.65	2.17	57.18
198	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p7-s8	71.44	0.32	67.78	3.33	28.88
199	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p7-s16	54.75	0.48	52.48	1.79	45.73
200	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p9-s3-1	92.47	0.54	87.91	4.01	8.07
201	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p9-s9	64.21	0.25	62.25	1.72	36.04
202	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p11-s4	59.95	0.51	57.49	1.94	40.56
203	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p11-s11	66.57	0.32	60.53	5.71	33.75
204	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p12-s3	93.73	0.19	92.27	1.27	6.46
205	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p12-s6	91.92	0.04	90.9	0.97	8.12
206	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p17-s2	34.66	1.47	30.72	2.47	66.82
207	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p17-s6	42.71	0.52	37.35	4.84	57.81
208	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p18-s15	50.16	0.53	46.04	3.59	50.37
209	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p18-s17	39.25	0.57	27.73	10.95	61.32
210	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p5-s8	73.43	0.32	65.85	7.26	26.9
211	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p5-s10	44.7	1.09	40.65	2.95	56.39
212	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p7-s8	71.74	0.32	67.78	3.64	28.58
213	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p7-s16	54.95	0.48	52.48	1.99	45.53
214	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p9-s3-1	92.68	0.54	87.91	4.22	7.86
215	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p9-s9	74.24	0.25	62.25	11.75	26.01
