	Model Type	Audio Type	Speaker Mode	Overlap Mode	VAD	Embedding	video_id	DER	False Alarm %	Missed Speech %	Confusion %	Correct %
216	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p11-s4	60.53	0.51	57.49	2.53	39.98
217	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p11-s11	66.57	0.32	60.53	5.71	33.75
218	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p12-s3	95.08	0.19	92.27	2.61	5.12
219	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p12-s6	92.58	0.04	90.9	1.63	7.46
220	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p17-s2	34.34	1.47	30.72	2.15	67.13
221	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p17-s6	39.24	0.52	37.35	1.37	61.28
222	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p18-s15	56.89	0.53	46.04	10.32	43.64
223	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p18-s17	40.2	0.57	27.73	11.9	60.37
224	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p5-s8	62.83	2.29	58.35	2.18	39.46
225	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p5-s10	36.23	6.19	27.07	2.98	69.95
226	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p7-s8	68.32	3.4	55.03	9.88	35.08
227	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p7-s16	52.6	3.19	46.12	3.29	50.59
228	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p9-s3-1	98.43	2.04	89.92	6.47	3.61
229	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p9-s9	75.08	0.98	69.76	4.34	25.9
230	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p11-s4	55.61	10.92	39.48	5.21	55.31
231	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p11-s11	67.57	15.54	38.42	13.61	47.97
232	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p12-s3	95.84	0.13	95.09	0.61	4.3
233	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p12-s6	89.02	0.15	86.36	2.51	11.13
234	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p17-s2	35.29	7.26	22.32	5.71	71.97
235	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p17-s6	44.1	2.71	29.13	12.27	58.6
236	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p18-s15	29.81	2.69	24.7	2.41	72.89
237	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	titanet_large	p18-s17	30.13	3.09	19.63	7.41	72.96
238	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p5-s8	65.76	2.29	58.35	5.11	36.53
239	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p5-s10	36.91	6.19	27.07	3.65	69.28
240	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p7-s8	70.26	3.4	55.03	11.82	33.15
241	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p7-s16	53.06	3.19	46.12	3.75	50.13
242	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p9-s3-1	95.54	2.04	89.92	3.58	6.49
243	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p9-s9	79.9	0.98	69.76	9.17	21.08
244	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p11-s4	54.02	10.92	39.48	3.61	56.9
245	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p11-s11	61.58	15.54	38.42	7.63	53.96
246	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p12-s3	96.75	0.13	95.09	1.53	3.38
247	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p12-s6	88.67	0.15	86.36	2.16	11.48
248	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p17-s2	31.7	7.26	22.32	2.12	75.56
249	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p17-s6	35.42	2.71	29.13	3.58	67.29
250	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p18-s15	29.8	2.69	24.7	2.4	72.9
251	ClusteringDiarizer	raw_audios	auto_num-speakers	overlap	vad_telephony_marblenet	ecapa_tdnn	p18-s17	33.85	3.09	19.63	11.12	69.24
252	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	titanet_large	p5-s8	47.66	3.14	40.03	4.49	55.48
253	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	titanet_large	p5-s10	41.53	2.24	36.19	3.1	60.71
254	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	titanet_large	p7-s8	60.77	2.43	50.98	7.36	41.66
255	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	titanet_large	p7-s16	36.95	1.95	31.86	3.13	65
256	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	titanet_large	p9-s3-1	87.42	4.85	72.32	10.26	17.42
257	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	titanet_large	p9-s9	54.68	4.82	43.54	6.33	50.13
258	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	titanet_large	p11-s4	40.94	4.25	33.26	3.44	63.31
259	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	titanet_large	p11-s11	40.09	1.61	28.92	9.56	61.52
260	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	titanet_large	p12-s3	90.46	0.55	85.68	4.23	10.09
261	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	titanet_large	p12-s6	93.92	0.19	91.71	2.02	6.27
262	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	titanet_large	p17-s2	30.94	7.48	19.97	3.49	76.54
263	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	titanet_large	p17-s6	35.55	2.97	25.61	6.98	67.41
264	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	titanet_large	p18-s15	43.68	1.86	38.59	3.22	58.19
265	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	titanet_large	p18-s17	38.18	2.34	25.37	10.47	64.16
266	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p5-s8	49.27	3.14	40.03	6.1	53.87
267	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p5-s10	42.14	2.24	36.19	3.71	60.09
268	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p7-s8	67.26	2.43	50.98	13.85	35.17
269	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p7-s16	38.32	1.95	31.86	4.5	63.64
270	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p9-s3-1	84.19	4.85	72.32	7.03	20.65
271	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p9-s9	67.29	4.82	43.54	18.93	37.53
272	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p11-s4	40.58	4.25	33.26	3.08	63.67
273	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p11-s11	33.14	1.61	28.92	2.62	68.46
274	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p12-s3	90.77	0.55	85.68	4.54	9.78
275	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p12-s6	94.82	0.19	91.71	2.92	5.37
276	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p17-s2	30.75	7.48	19.97	3.3	76.73
277	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p17-s6	35.55	2.97	25.61	6.98	67.41
278	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p18-s15	48.29	1.86	38.59	7.83	53.57
279	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_marblenet	ecapa_tdnn	p18-s17	46.29	2.34	25.37	18.58	56.05
280	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p5-s8	66.97	0.34	64.81	1.82	33.37
281	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p5-s10	42.6	1.16	39.18	2.26	58.56
282	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p7-s8	68.9	0.37	64.96	3.56	31.48
283	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p7-s16	48.45	0.64	45.58	2.24	52.18
284	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p9-s3-1	90.8	0.82	84.48	5.5	10.02
285	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p9-s9	63.11	0.26	61.05	1.8	37.15
286	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p11-s4	55.96	0.6	53.16	2.21	44.64
287	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p11-s11	66.31	0.34	60.15	5.83	34.02
288	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p12-s3	93.49	0.22	91.87	1.4	6.73
289	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p12-s6	92.35	0.05	91.1	1.2	7.7
290	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p17-s2	27.48	1.79	22.9	2.79	74.31
291	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p17-s6	37.12	0.63	30.93	5.56	63.51
292	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p18-s15	47.98	0.58	43.43	3.97	52.6
293	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	titanet_large	p18-s17	39.17	0.58	27.59	11	61.41
294	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p5-s8	72.68	0.34	64.81	7.53	27.66
295	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p5-s10	43.47	1.16	39.18	3.13	57.69
296	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p7-s8	69.21	0.37	64.96	3.88	31.16
297	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p7-s16	48.59	0.64	45.58	2.38	52.04
298	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p9-s3-1	91.01	0.82	84.48	5.71	9.81
299	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p9-s9	73.57	0.26	61.05	12.26	26.68
300	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p11-s4	56.58	0.6	53.16	2.83	44.02
301	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p11-s11	66.31	0.34	60.15	5.83	34.02
302	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p12-s3	94.9	0.22	91.87	2.81	5.32
303	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p12-s6	93.29	0.05	91.1	2.14	6.76
304	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p17-s2	27.17	1.79	22.9	2.48	74.62
305	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p17-s6	33.06	0.63	30.93	1.5	67.58
306	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p18-s15	54.81	0.58	43.43	10.8	45.77
307	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_multilingual_marblenet	ecapa_tdnn	p18-s17	40.13	0.58	27.59	11.96	60.45
308	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p5-s8	61.19	2.44	56.48	2.27	41.25
309	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p5-s10	34.32	6.58	24.63	3.11	72.26
310	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p7-s8	65.81	3.94	50.77	11.09	38.13
311	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p7-s16	46.05	4.23	37.83	3.98	58.19
312	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p9-s3-1	99.26	3.08	87.91	8.27	3.82
313	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p9-s9	74.4	1.03	68.92	4.46	26.63
314	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p11-s4	51.76	12.77	32.98	6.01	61.01
315	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p11-s11	67.2	16.26	36.94	13.99	49.07
316	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p12-s3	95.51	0.15	94.65	0.71	4.65
317	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p12-s6	89.83	0.19	86.81	2.83	10.36
318	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p17-s2	28.18	8.79	12.76	6.63	80.61
319	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p17-s6	38.03	3.3	20.06	14.68	65.26
320	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p18-s15	26.01	2.99	20.34	2.68	76.98
321	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	titanet_large	p18-s17	29.98	3.11	19.43	7.44	73.13
322	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p5-s8	64.06	2.44	56.48	5.15	38.37
323	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p5-s10	35.1	6.58	24.63	3.89	71.49
324	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p7-s8	67.85	3.94	50.77	13.14	36.09
325	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p7-s16	46.39	4.23	37.83	4.32	57.84
326	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p9-s3-1	95.38	3.08	87.91	4.39	7.7
327	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p9-s9	79.45	1.03	68.92	9.51	21.57
328	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p11-s4	49.98	12.77	32.98	4.23	62.79
329	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p11-s11	60.5	16.26	36.94	7.3	55.76
330	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p12-s3	96.54	0.15	94.65	1.74	3.62
331	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p12-s6	89.69	0.19	86.81	2.69	10.5
332	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p17-s2	23.87	8.79	12.76	2.33	84.91
333	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p17-s6	27.52	3.3	20.06	4.17	75.78
334	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p18-s15	26	2.99	20.34	2.67	76.99
335	ClusteringDiarizer	raw_audios	auto_num-speakers	no_overlap	vad_telephony_marblenet	ecapa_tdnn	p18-s17	33.71	3.11	19.43	11.18	69.4
336	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	titanet_large	p5-s8	37.04	3.63	26.99	6.42	66.59
337	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	titanet_large	p5-s10	33.64	3.9	20.4	9.33	70.27
338	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	titanet_large	p7-s8	61.21	4.71	37.64	18.86	43.5
339	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	titanet_large	p7-s16	58.71	2.87	24.73	31.11	44.16
340	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	titanet_large	p9-s3-1	73.36	4.41	49.21	19.73	31.06
341	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	titanet_large	p9-s9	41.08	5.41	28.41	7.26	64.33
342	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	titanet_large	p11-s4	34.86	4.54	23.75	6.57	69.68
343	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	titanet_large	p11-s11	34	4.48	18.49	11.04	70.47
344	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	titanet_large	p12-s3	48.37	11.77	20.66	15.94	63.4
345	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	titanet_large	p12-s6	46.31	9.67	23.36	13.27	63.36
346	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	titanet_large	p17-s2	33.56	4.08	23.97	5.51	70.53
347	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	titanet_large	p17-s6	35.07	2.96	27.97	4.15	67.88
348	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	titanet_large	p18-s15	39.73	3.3	32.49	3.94	63.57
349	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	titanet_large	p18-s17	30.93	2.57	20.38	7.98	71.63
350	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p5-s8	36.85	3.63	26.99	6.23	66.78
351	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p5-s10	40.11	3.9	20.4	15.81	63.79
352	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p7-s8	61.58	4.71	37.64	19.23	43.13
353	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p7-s16	47.88	2.87	24.73	20.28	54.99
354	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p9-s3-1	72.34	4.41	49.21	18.72	32.07
355	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p9-s9	58.99	5.41	28.41	25.17	46.42
356	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p11-s4	36.54	4.54	23.75	8.25	68
357	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p11-s11	25.53	4.48	18.49	2.56	78.95
358	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p12-s3	47.83	11.77	20.66	15.41	63.94
359	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p12-s6	46.25	9.67	23.36	13.21	63.42
360	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p17-s2	45.35	4.08	23.97	17.3	58.73
361	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p17-s6	38.71	2.96	27.97	7.79	64.24
362	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p18-s15	59.39	3.3	32.49	23.6	43.91
363	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_marblenet	ecapa_tdnn	p18-s17	52.72	2.57	20.38	29.77	49.85
364	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p5-s8	30.25	5.44	17.01	7.8	75.19
365	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p5-s10	41.1	5.15	11.01	24.94	64.06
366	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p7-s8	59.94	6.24	23.62	30.09	46.3
367	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p7-s16	39.63	4.83	18.82	15.98	65.2
368	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p9-s3-1	69.78	6.51	43.37	19.89	36.74
369	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p9-s9	35.65	8.48	19.8	7.36	72.84
370	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p11-s4	26.91	5.83	13.02	8.06	78.92
371	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p11-s11	25.51	6.97	5.9	12.64	81.46
372	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p12-s3	46.67	22.43	12.23	12.02	75.76
373	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p12-s6	57.43	27.22	15.4	14.81	69.78
374	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p17-s2	34.78	4.74	15.02	15.03	69.95
375	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p17-s6	32.02	4.22	19.86	7.94	72.2
376	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p18-s15	19.8	3.18	12.13	4.49	83.38
377	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	titanet_large	p18-s17	20.17	3.45	8.98	7.74	83.28
378	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p5-s8	29.94	5.44	17.01	7.49	75.5
379	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p5-s10	38.06	5.15	11.01	21.9	67.09
380	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p7-s8	54.55	6.24	23.62	24.69	51.69
381	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p7-s16	52.55	4.83	18.82	28.89	52.28
382	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p9-s3-1	73.07	6.51	43.37	23.18	33.44
383	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p9-s9	33.33	8.48	19.8	5.04	75.16
384	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p11-s4	28.69	5.83	13.02	9.84	77.14
385	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p11-s11	49.88	6.97	5.9	37.01	57.09
386	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p12-s3	54.31	22.43	12.23	19.66	68.11
387	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p12-s6	57.86	27.22	15.4	15.24	69.36
388	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p17-s2	37.84	4.74	15.02	18.09	66.89
389	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p17-s6	32.45	4.22	19.86	8.36	71.78
390	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p18-s15	20.14	3.18	12.13	4.83	83.04
391	ClusteringDiarizer	denoised_audios	fixed_num-speakers	overlap	vad_multilingual_marblenet	ecapa_tdnn	p18-s17	24.95	3.45	8.98	12.52	78.5
