video_id,DER,False Alarm %,Missed Speech %,Confusion %,Correct %
p5-s8,51.21,17.78,24.83,8.61,66.57
p5-s10,54.55,25.69,17.85,11.01,71.14
p7-s8,60.8,5.46,33.57,21.77,44.66
p7-s16,64.16,29.77,14.43,19.96,65.61
p9-s3-1,73.47,6.69,41.33,25.45,33.22
p9-s9,67.36,16.08,27.05,24.23,48.72
p11-s4,39.24,12.89,17.76,8.6,73.65
p11-s11,38.94,17.87,16.48,4.59,78.93
p12-s3,71.4,32.92,15.17,23.31,61.52
p12-s6,71.67,35.93,13.7,22.03,64.27
p17-s2,51.65,4.94,16.03,30.67,53.3
p17-s6,40.82,12.4,21.14,7.28,71.58
p18-s15,79.74,25.45,29.33,24.95,45.71
p18-s17,68.74,26.4,20.24,22.1,57.65
