,precision,recall,f1-score,support
disengaged,0.25,0.14285714285714285,0.18181818181818182,7.0
engaged,0.7,0.8235294117647058,0.7567567567567568,17.0
accuracy,0.625,0.625,0.625,0.625
macro avg,0.475,0.4831932773109243,0.46928746928746934,24.0
weighted avg,0.56875,0.625,0.5890663390663391,24.0
