Participant,Best Hidden1,Best Hidden2,Best Dropout,Best LearningRate,Best WeightDecay,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std,AUROC Mean,AUROC Std
p11,16,64,0.5,0.001,0.0,0.678134110787172,0.017565446450603015,0.6812968625988998,0.01567064963338901,0.9701522528788933,0.043681561041315146,0.7998492245209214,0.012173681916354376,0.6233710608178405,0.03118698149691734
p12,16,16,0.4,0.0005,0.0001,0.6352460434974905,0.014649996792486589,0.6336598094348214,0.011864045126927644,0.9880744790897001,0.01344707661428477,0.7719909189090797,0.005003462907970404,0.6059473518586594,0.04267180729154161
p17,32,32,0.5,0.0005,0.0,0.6931999578073909,0.013321863520741078,0.6945358607986851,0.012627333067413683,0.9418852115626309,0.012809111666647702,0.7993897914044472,0.006493748983322383,0.6856388784535473,0.04192142068554266
p18,64,64,0.2,0.001,0.0001,0.6475678443420378,0.011356859138319849,0.6460523783886483,0.009168799977905586,0.9898876404494382,0.009231279059075856,0.7817616766024413,0.004575706853641096,0.5923648511579513,0.0385866053001808
p5,64,64,0.5,0.0005,0.0,0.8287890424987199,0.009435558459627893,0.8296247304110647,0.011390859318887343,0.9965217391304348,0.007777627747825361,0.9053700986099982,0.004473783881505853,0.7005147034093684,0.06276223364852296
p7,16,16,0.5,0.001,0.0,0.7412052536698429,0.003493138609054087,0.7417530837686934,0.004240076503673463,0.9969230769230769,0.005014771080925096,0.8505949068009058,0.0012113408675467853,0.6513874953548866,0.025564960834953823
p9,32,64,0.5,0.001,0.0001,0.6944961362561111,0.0318571744169535,0.6886614078439814,0.027829080157149293,0.7131755603595403,0.05189038251318791,0.7003337082896184,0.036777758655549914,0.7465232350876073,0.027771761274062366
