,precision,recall,f1-score,support
disengaged,1.0,0.1111111111111111,0.2,9.0
engaged,0.5555555555555556,1.0,0.7142857142857143,10.0
accuracy,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527
macro avg,0.7777777777777778,0.5555555555555556,0.4571428571428572,19.0
weighted avg,0.7660818713450293,0.5789473684210527,0.4706766917293233,19.0
