F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,participant,session,engagement_id,speaker,engagement_start_time,engagement_end_time,speaker_start_time,speaker_end_time,num_segments,speech_duration,label
29.10385,0.09461649,27.51352,28.835972,31.771885,4.2583656,120.34209,167.61174,18.736433,18.813377,0.5519335,0.6222459,0.24798262,0.47248945,0.87057954,0.6225969,8.764499,4.4030538,7.8604517,4.04114,0.3100428,0.83729005,29.833141,0.27836463,8.091034,1.0637445,-1.5525613,-6.445128,-13.453005,-0.8497547,0.021436993,0.82580143,1.6010997,0.5072186,4.7135687,0.5536323,-4.4644675,-1.3856306,28.16944,0.27548724,740.9,0.3204613,1373.6459,0.3228203,-63.05339,-1.3699472,1796.6881,0.1737725,1183.4918,0.2275161,-71.979614,-1.0900474,2827.4531,0.10320337,938.61487,0.21743582,-75.94754,-1.0024644,-15.734504,-0.31704962,29.562922,0.21724053,0.053218108,0.37332612,-0.028645989,-0.41088426,0.4069668,0.63958675,33.33853,0.14302708,8.018834,1.2069217,-2.353462,-4.768712,-17.334425,-0.5907838,-13.366203,22.736128,0.029381828,-0.011357331,0.11899014,4.83871,3.3149173,0.20166665,0.106991686,0.07666666,0.057348836,-23.582483,18,3,0,SPEAKER_01,0.0,13.166667,6.342218750000001,8.215343750000002,1,1.873125,disengaged
25.246254,0.082089506,23.456726,24.807854,27.482204,4.0254784,131.49347,105.85814,1.713829,12.582739,0.35635126,0.59303373,0.17448723,0.3171428,0.52934736,0.35486013,6.2783885,2.6580575,3.6489449,1.5708231,0.19061233,0.8765827,30.42422,0.30991316,12.088752,0.58704185,0.49824575,23.236982,-12.035498,-1.27092,0.021689905,0.64029735,1.4054598,0.5862253,3.2409453,0.60142386,-5.7167907,-0.8635613,30.303757,0.19897658,748.08295,0.20349233,1317.4872,0.12442327,-88.71675,-1.0438194,1837.1191,0.11022979,1125.3546,0.28169602,-96.85161,-0.8697577,2913.4932,0.07959576,989.1745,0.30142736,-100.23817,-0.81221664,-18.902203,-0.2865156,31.917841,0.22983873,0.047212634,0.44272134,-0.036932766,-0.3571581,0.25798663,0.66181743,35.100887,0.16798623,13.246706,0.552096,-2.2567048,-5.4951067,-19.604918,-0.7425223,-15.226857,22.352064,0.0029896128,-0.014885338,0.10835437,5.5172415,3.5714285,0.14999999,0.09979979,0.089999996,0.052281287,-27.893389,18,3,0,SPEAKER_01,0.0,13.166667,8.77221875,10.24034375,1,1.468125,disengaged
40.12575,0.0,40.12575,40.12575,40.12575,0.0,0.0,0.0,0.0,0.0,0.3448653,0.038162645,0.3345027,0.34714124,0.35142466,0.016921967,1.9697205,0.0,1.0453538,0.0,0.114238545,0.5562889,32.618988,0.025146892,13.706393,0.12904811,0.24894914,3.9948885,-31.560846,-0.05502216,0.0,0.0,1.2149847,0.0,6.104273,0.0,12.084352,0.0,33.86991,0.0,856.85443,0.0,1411.255,0.0,-13.123604,0.0,1760.0826,0.0,1873.8794,0.0,-41.20919,0.0,2444.902,0.0,888.81946,0.0,-34.909164,0.0,-20.729633,0.0,26.641129,0.0,0.040404737,0.0,-0.04049097,0.0,0.0,0.0,31.977598,0.0,9.911709,0.0,0.4425886,0.0,-27.08052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.293873,18,3,0,SPEAKER_01,0.0,13.166667,10.864718750000002,10.93221875,1,0.0675,disengaged
24.55795,0.0068559274,24.370514,24.649681,24.689766,0.319252,2.78759,0.0,-2.3982816,4.6405907,0.23062345,0.4371259,0.13547753,0.22140062,0.30965227,0.17417474,2.2439399,0.0,-2.3071246,0.0,0.09899051,0.60899055,29.278862,0.23746316,10.66151,0.2899865,4.2791905,1.5597488,-3.6504886,-2.292399,0.006630437,0.42161626,1.4738579,0.29019788,4.52532,0.2798275,-10.716793,-0.35804144,23.039993,0.10508395,773.78424,0.25811544,1514.2924,0.11986639,-123.776215,-0.70993376,1860.6481,0.13275512,1301.592,0.110279866,-123.69593,-0.681604,2934.3376,0.092803694,946.5292,0.1299295,-126.70105,-0.63684076,-20.638672,-0.03582564,30.972748,0.08628643,0.06105002,0.24576232,-0.02918034,-0.15047525,0.16210246,0.3270638,35.858208,0.052536007,10.019401,0.42977482,-3.160459,-1.3323717,-14.147771,-0.3161347,-17.349072,27.893051,0.009885057,-0.0067569087,0.075889334,3.448276,4.166667,0.089999996,0.0,0.06,0.04,-34.855244,18,3,1,SPEAKER_00,13.2,35.566667,14.222843750000004,14.52659375,1,0.30375,engaged
34.98148,0.016938094,34.297962,35.213795,35.54216,1.2441978,0.0,0.0,-0.0911028,0.0,0.43907094,0.4548895,0.24051821,0.43852565,0.5791546,0.3386364,4.736084,1.1522467,1.0590048,3.0100951,0.17520277,0.61525047,32.180496,0.16837484,1.2908032,9.912199,-22.050737,-0.33193645,-18.173927,-0.6308204,0.00847369,0.32786012,0.6793073,0.7286473,9.499854,0.31359768,18.072224,0.41541523,43.58495,0.22753139,761.21497,0.22768454,1504.8087,0.168797,-118.37617,-0.81999075,1720.0684,0.14326052,1297.9215,0.11779863,-119.92031,-0.7102768,2872.453,0.07771054,1104.7855,0.4148575,-126.355705,-0.62030435,-16.805727,-0.3916677,35.88349,0.09759964,0.058206722,0.31690443,-0.014750019,-0.634955,0.20422001,0.4307755,35.19454,0.10441098,11.300463,1.0437781,-19.558659,-0.40834886,-23.586123,-0.29439792,-8.904258,28.40031,0.01927377,-0.011162279,0.18604663,4.255319,2.3809524,0.17999999,0.0,0.105,0.055,-27.436779,18,3,1,SPEAKER_01,13.2,35.566667,14.77971875,15.26909375,1,0.489375,engaged
36.201035,0.058419872,34.436115,36.19676,38.203175,3.7670593,72.961266,80.40655,17.385271,5.3595986,0.4291157,0.52452135,0.21170583,0.39721942,0.6070273,0.39532146,4.386613,1.9250537,3.359528,1.6788667,0.18079261,0.74298877,26.314947,0.48461094,13.97559,0.79852134,-6.045148,-2.0434513,-15.531486,-1.0376709,0.014201351,1.0903381,1.0214876,0.77456,9.675458,0.27733856,7.7921114,1.2805911,34.29249,0.3066149,712.5494,0.2676784,1381.9639,0.18785188,-83.13318,-1.0756963,1774.9755,0.1656233,1125.6708,0.29680425,-84.27422,-0.93443084,2905.2212,0.0988462,963.0285,0.26810884,-89.694,-0.8328701,-17.369642,-0.5133385,30.427217,0.28074893,0.050181367,0.3124735,-0.025528673,-0.53784335,0.2365971,0.5240289,32.570847,0.2013637,12.230254,1.0185167,-6.9159045,-1.9334358,-22.09348,-0.5949392,-11.413822,17.92343,0.014249231,-0.012448049,0.076259784,4.534606,2.415459,0.267,0.17291903,0.11454545,0.08531904,-26.51106,18,3,1,SPEAKER_01,13.2,35.566667,15.640343750000005,19.84221875,1,4.201875,engaged
39.615654,0.04211813,37.87207,40.511,40.8355,2.9634285,9.938288,0.0,-28.910042,0.0,0.437169,0.7166224,0.15162341,0.29345685,0.80385715,0.6522337,3.9366558,2.176922,3.5462916,0.59506583,0.22185196,1.251081,23.026854,0.3722824,9.1248045,0.8309863,-2.2652547,-5.692247,-28.813206,-0.50063723,0.018792799,0.93482983,1.0040373,0.6310657,9.572879,0.5392134,8.655821,1.3457744,31.846024,0.32302615,707.29333,0.21194789,1355.9441,0.08893473,-121.21088,-0.7327915,1803.4243,0.14871782,1182.3007,0.24498199,-112.76941,-0.74003977,2870.7705,0.09357451,845.8391,0.1805508,-115.46979,-0.7024803,-19.99003,-0.3296214,30.399164,0.28938106,0.04316732,0.33311164,-0.038774516,-0.28212377,0.42246392,0.7072418,27.735353,0.33452043,10.618192,0.80168325,-11.90863,-0.43633574,-36.28047,-0.31427133,-9.295736,16.145927,0.00018079384,-0.016037943,0.0546969,3.5714285,1.9607843,0.25,0.0,0.114999995,0.035,-23.62098,18,3,1,SPEAKER_01,13.2,35.566667,20.14596875,20.71971875,1,0.57375,engaged
36.572006,0.07236188,34.062714,37.047333,39.181736,5.1190224,48.940964,46.616978,16.430511,4.232992,0.40262112,0.5569548,0.17576008,0.3795662,0.6346529,0.45889282,4.3747234,1.1429225,3.7701018,2.3619714,0.16736065,0.7622845,31.02188,0.28987843,12.329881,0.81003296,-0.6092948,-18.411612,-18.338207,-0.59767926,0.015777463,1.6944401,0.9896681,0.8421058,10.061793,0.3464762,8.205478,1.0525092,34.785915,0.26854172,755.0049,0.1883348,1309.6401,0.16198492,-66.02999,-1.2126513,1853.9761,0.12932047,1053.3674,0.2811099,-73.61267,-0.9678056,2933.007,0.08212341,926.351,0.26960698,-78.40454,-0.86901623,-20.074451,-0.34013176,31.164885,0.2714989,0.04300486,0.35945657,-0.029934378,-0.45074114,0.20785455,0.6068511,34.302406,0.16288207,12.408484,0.897754,-2.7186565,-4.4634633,-21.644749,-0.45784685,-14.461603,22.483875,0.00088900013,-0.010374778,0.069679104,4.712042,2.688172,0.266,0.11842296,0.081999995,0.046647616,-25.577785,18,3,1,SPEAKER_01,13.2,35.566667,20.78721875,22.71096875,1,1.92375,engaged
36.642136,0.03657057,35.539993,36.395336,37.858833,2.31884,107.685555,91.758026,18.516048,1.6751442,0.3833858,0.5496019,0.16523767,0.32946578,0.66617274,0.5009351,5.100875,3.2197008,1.6591527,1.2822282,0.1392621,0.8155834,25.154268,0.46095246,13.282504,0.81800044,-7.582335,-1.7858752,-13.782108,-1.3211433,0.014293411,1.3778054,1.0560805,0.8737265,9.455481,0.31371492,3.4780607,1.6017506,32.848644,0.24526106,679.7801,0.27448002,1356.6904,0.15224424,-93.28614,-0.9631169,1714.6199,0.18552366,987.5071,0.23303972,-90.69241,-0.9092924,2917.5479,0.10736644,876.29474,0.28745097,-98.51444,-0.7723875,-16.179203,-0.37382603,28.804703,0.24272075,0.040658902,0.5205977,-0.025690287,-0.4671732,0.19021396,0.62744486,30.676563,0.28486437,11.846017,0.8488395,-13.069759,-1.0147986,-22.00673,-0.6840734,-12.932948,20.471474,0.0072587617,-0.0125467675,0.07569332,4.3956046,3.4883723,0.16666666,0.083399974,0.0725,0.024874683,-29.15333,18,3,1,SPEAKER_01,13.2,35.566667,23.031593750000003,23.95971875,1,0.928125,engaged
25.897367,0.005511128,25.77985,25.857468,26.052814,0.27296448,-1.778698,0.0,4.890687,0.0,0.14489868,0.34709847,0.095331706,0.12537625,0.19946419,0.10413248,0.5782162,0.10780962,0.8203542,0.0,0.043049395,0.54153407,28.273157,0.21081382,18.0866,0.23302032,5.2265115,0.5000198,2.1360562,2.639547,0.025498299,0.41088697,1.2265112,0.5409497,4.679705,0.165784,1.1877682,0.7939005,37.523594,0.0891059,610.0049,0.1508029,1477.4789,0.03811579,-124.94852,-0.7208462,1755.9789,0.07373669,1141.063,0.14236888,-132.47224,-0.61069137,2871.643,0.07005817,970.2164,0.07944779,-135.63628,-0.5686966,-23.23649,-0.05416463,29.31666,0.08963494,0.023616385,0.1839409,-0.025936894,-0.22679369,0.06672633,0.3327383,34.557682,0.06640223,21.8867,0.048141178,6.4857244,0.50233644,-1.6275042,-1.8697783,-18.306984,24.801311,0.0020457467,-0.008652952,0.036905725,2.777778,3.2258065,0.11,0.0,0.085,0.015,-41.576157,18,3,1,SPEAKER_01,13.2,35.566667,26.60909375,26.980343750000003,1,0.37125,engaged
37.314102,0.100013085,35.858204,37.550293,38.273457,2.4152527,1316.9938,1733.8685,10.992307,11.169907,0.54707795,0.4593734,0.29620337,0.5124881,0.7873074,0.491104,6.067001,6.1206374,5.310857,3.7012875,0.22429442,0.67804193,29.36836,0.35909453,8.366037,1.3515581,-11.231267,-1.173542,-11.803774,-1.1059941,0.018494405,1.7436137,0.95951337,0.8793802,9.982978,0.37717664,3.6749449,3.2717025,31.585442,0.30853483,733.6213,0.23976018,1372.8047,0.2091103,-62.202602,-1.2861032,1762.8784,0.14015947,1177.4108,0.2191161,-69.8827,-1.0010598,2909.5374,0.08624718,963.2648,0.2363049,-78.42676,-0.82655084,-16.886036,-0.5987555,33.174854,0.23030594,0.03799447,0.5485871,-0.020787291,-0.7229397,0.26065063,0.5353792,32.9248,0.21864024,9.775444,1.2095044,-11.319314,-1.2815316,-16.728027,-0.63881403,-8.535015,19.08219,0.004151522,-0.0016831423,0.12857868,3.8759692,2.7888446,0.26142856,0.24186352,0.07428571,0.05972727,-24.142954,18,3,1,SPEAKER_01,13.2,35.566667,27.31784375,29.91659375,1,2.59875,engaged
40.109642,0.19360344,35.62138,37.874672,40.634796,5.0134163,817.3647,1068.4745,64.463135,49.584293,0.48438683,0.51677245,0.24477719,0.4508115,0.7115901,0.4668129,5.288991,3.550945,4.447147,2.6398597,0.21091321,0.7650988,27.990175,0.3004713,2.7273188,4.2218266,-16.20377,-0.73102003,-8.862706,-1.4483873,0.030117817,2.6245246,1.0965793,0.5520151,8.916557,0.42418662,8.004146,1.3554611,30.595253,0.384299,767.616,0.20880547,1328.7881,0.19782445,-79.60774,-1.0900702,1808.5963,0.13324848,1214.3752,0.20307796,-81.34327,-0.9398476,2887.1594,0.09224495,1034.1151,0.3010202,-86.831406,-0.81043893,-14.241208,-0.7512035,31.388355,0.25293812,0.032707166,0.7629483,-0.018130302,-0.8714825,0.25326204,0.62627435,30.083002,0.2628863,5.155529,2.3711627,-16.087591,-0.82439417,-13.284027,-0.9420098,-8.8643675,23.35101,0.008466021,-0.0042225337,0.12624884,3.631285,3.3994334,0.195,0.1381726,0.0775,0.067715704,-24.76008,18,3,1,SPEAKER_01,13.2,35.566667,30.37221875,33.96659375,1,3.594375,engaged
