Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Precision,Recall,F1
16,16,0.2,0.001,0.0,0.5180678970152656,0.5343942056942209,0.5695774647887324,0.5403997915513495
16,16,0.2,0.001,0.0001,0.5213032581453634,0.553501171492176,0.5929577464788732,0.5580943251810092
16,16,0.2,0.0005,0.0,0.5287650945545682,0.5547382546019831,0.5783903420523139,0.5606277551547657
16,16,0.2,0.0005,0.0001,0.5242424242424242,0.5407797698383551,0.7231790744466801,0.6127118827919038
16,16,0.3,0.001,0.0,0.5258259284575073,0.5386556065544156,0.7510663983903421,0.6236600177380085
16,16,0.3,0.001,0.0001,0.5227272727272727,0.5431519686304048,0.5703822937625754,0.5223525358409389
16,16,0.3,0.0005,0.0,0.4969924812030075,0.4967364007715137,0.5914688128772635,0.5047580240318469
16,16,0.3,0.0005,0.0001,0.5,0.5216179652512705,0.7366599597585513,0.6064230812777753
16,16,0.4,0.001,0.0,0.5000113921166552,0.5311218940662549,0.6461569416498995,0.5675686608329438
16,16,0.4,0.001,0.0001,0.4909774436090225,0.5123424530019515,0.6041448692152918,0.5471292347361821
16,16,0.4,0.0005,0.0,0.503030303030303,0.5229552759702845,0.6793158953722334,0.5729347266629183
16,16,0.4,0.0005,0.0001,0.5197083618136249,0.532658260578517,0.7903018108651911,0.6335994803883077
16,16,0.5,0.001,0.0,0.5212235133287765,0.5366644501440739,0.7626961770623742,0.6272749625629505
16,16,0.5,0.001,0.0001,0.5347117794486216,0.5436751092865505,0.8158953722334003,0.650693985184431
16,16,0.5,0.0005,0.0,0.5347801321485532,0.5584840832884878,0.7122736418511068,0.5997281855509704
16,16,0.5,0.0005,0.0001,0.5106402369560264,0.5267828913108168,0.7474849094567404,0.614478598182543
16,32,0.2,0.001,0.0,0.5106402369560264,0.5284829976776713,0.768128772635815,0.6229230208409415
16,32,0.2,0.001,0.0001,0.49237867395762136,0.3652564728871519,0.42466800804828975,0.37617132469893205
16,32,0.2,0.0005,0.0,0.5075187969924813,0.4320086417647394,0.6191549295774648,0.5046218183651687
16,32,0.2,0.0005,0.0001,0.4834244702665755,0.5005027106492108,0.6299798792756539,0.5433357884111816
16,32,0.3,0.001,0.0,0.5242879927090454,0.5606053736126253,0.5934004024144869,0.5418463436039754
16,32,0.3,0.001,0.0001,0.5272727272727273,0.541981841445229,0.7449496981891348,0.6231097676263798
16,32,0.3,0.0005,0.0,0.5166552745500115,0.5380989848036033,0.6754527162977867,0.5834161735386727
16,32,0.3,0.0005,0.0001,0.5212007290954659,0.5410590821278735,0.5843863179074447,0.5568702476950806
16,32,0.4,0.001,0.0,0.5030189109136478,0.5653466000674738,0.5096981891348087,0.4523695232067203
16,32,0.4,0.001,0.0001,0.5106858054226475,0.5282446705494627,0.722857142857143,0.6086070227996687
16,32,0.4,0.0005,0.0,0.5333219412166781,0.5450821377124748,0.7596780684104628,0.6283965195976383
16,32,0.4,0.0005,0.0001,0.5287878787878787,0.5499279760551808,0.6521529175050301,0.5886904163003054
16,32,0.5,0.001,0.0,0.490874914559125,0.5019440459110474,0.5490945674044265,0.5178452768154039
16,32,0.5,0.001,0.0001,0.5348370927318296,0.5589648335465541,0.714486921529175,0.6167664529692021
16,32,0.5,0.0005,0.0,0.5272499430394169,0.5391658721275684,0.7828571428571428,0.6333843298603067
16,32,0.5,0.0005,0.0001,0.5272385509227615,0.5494181394986468,0.6977062374245473,0.5818852608945104
16,64,0.2,0.001,0.0,0.5106630211893369,0.5429112578872359,0.5355734406438633,0.5255470725420002
16,64,0.2,0.001,0.0001,0.4970494417862839,0.5172783147948135,0.7543259557344064,0.6046130473729219
16,64,0.2,0.0005,0.0,0.5303372066529961,0.5591619800367289,0.6357746478873241,0.5746715300375916
16,64,0.2,0.0005,0.0001,0.49102301207564364,0.5155740811854888,0.6951710261569417,0.5807690985190541
16,64,0.3,0.001,0.0,0.5242879927090454,0.5366673703323509,0.8078873239436619,0.6420659214418212
16,64,0.3,0.001,0.0001,0.5242196400091137,0.5386152625764735,0.7563782696177063,0.6279828948959181
16,64,0.3,0.0005,0.0,0.4925267714741398,0.5160645161290323,0.6750503018108652,0.5800154260746901
16,64,0.3,0.0005,0.0001,0.46828434723171564,0.4642599067599068,0.45690140845070426,0.41811086688904736
16,64,0.4,0.001,0.0,0.5181932102984735,0.534840832884878,0.6225352112676056,0.5496152748836055
16,64,0.4,0.001,0.0001,0.5076099339257234,0.5194703888076104,0.5943259557344064,0.5381124946207771
16,64,0.4,0.0005,0.0,0.4833902939166097,0.5010510741743486,0.6621730382293762,0.5577838214270375
16,64,0.4,0.0005,0.0001,0.5197425381635907,0.5441746814206466,0.6753319919517102,0.5899529504041771
16,64,0.5,0.001,0.0,0.5181932102984734,0.5388492036485741,0.7476056338028169,0.6144887480635699
16,64,0.5,0.001,0.0001,0.5150375939849624,0.5158079783637592,0.4473239436619719,0.44923757043172896
16,64,0.5,0.0005,0.0,0.5227386648439281,0.5529456993993527,0.6588732394366198,0.544570667593075
16,64,0.5,0.0005,0.0001,0.5242082478924583,0.5371261711010171,0.7705030181086518,0.632466087653726
32,16,0.2,0.001,0.0,0.5151629072681704,0.5468243192237476,0.5783501006036217,0.5515284400886289
32,16,0.2,0.001,0.0001,0.5303144224196856,0.543599476841019,0.7709859154929577,0.632047048527502
