train_loss,val_loss
0.6814621620708041,0.6604716181755066
0.6465350323253207,0.6233189105987549
0.6316284471087985,0.6054760813713074
0.5879736310905881,0.594220757484436
0.5832711259524027,0.5888786911964417
0.581706338458591,0.5930665731430054
0.5373134116331736,0.6088083982467651
0.5280712776713901,0.613823264837265
0.5070322685771518,0.6317625939846039
0.4998299909962548,0.631354570388794
0.4802505274613698,0.7153641581535339
0.4754510488775041,0.6666674911975861
0.42026716139581466,0.6315462589263916
0.39553343918588424,0.5767892450094223
0.3814348015520308,0.56049545109272
0.4396088884936439,0.6065871566534042
0.39776846766471863,0.6735706329345703
0.3547441297107273,0.6729053258895874
0.35977034436331856,0.6104850471019745
0.2812626328733232,0.6226494014263153
0.27839134633541107,0.6032518893480301
0.2814104027218289,0.5970881059765816
0.31054290963543785,0.7202413529157639
0.2536053980390231,0.6518483757972717
0.2875116036997901,0.6479335054755211
