,precision,recall,f1-score,support
disengaged,0.5,0.35714285714285715,0.4166666666666667,42.0
engaged,0.5846153846153846,0.7169811320754716,0.6440677966101694,53.0
accuracy,0.5578947368421052,0.5578947368421052,0.5578947368421052,0.5578947368421052
macro avg,0.5423076923076924,0.5370619946091644,0.530367231638418,95.0
weighted avg,0.5472064777327935,0.5578947368421052,0.5435325602140946,95.0
