,precision,recall,f1-score,support
disengaged,0.5714285714285714,0.5,0.5333333333333333,8.0
engaged,0.6363636363636364,0.7,0.6666666666666666,10.0
accuracy,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6111111111111112
macro avg,0.6038961038961039,0.6,0.6,18.0
weighted avg,0.6075036075036074,0.6111111111111112,0.6074074074074074,18.0
