Participant,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std,AUROC Mean,AUROC Std
p11,0.5799726589200274,0.06568408617031926,0.623770148886428,0.06207794448760531,0.6558139534883721,0.06453226476982142,0.6380390062783903,0.05369771158399126,0.5943580814989844,0.0678881441586804
p12,0.5375586854460093,0.046290877448157346,0.5776030429518801,0.030458742328403315,0.64,0.08403868156985805,0.6062494676076927,0.05330795288552488,0.5399747983870967,0.04715947864174202
p17,0.6397504456327987,0.10686902614305409,0.6730952380952381,0.08477327371588249,0.6973684210526316,0.1373724540646125,0.6834476905208613,0.10855204343874454,0.6546616541353384,0.05885112576173328
p18,0.7110741971207089,0.07310794597610025,0.7771454036159919,0.06624388502365966,0.8218390804597702,0.045252918816159816,0.798063664834585,0.04921522385402956,0.668081343943413,0.06462514511269084
p5,0.6413306451612903,0.06741381990322022,0.7247818847818847,0.09186829940620668,0.7561904761904761,0.10559194980653393,0.7326193001060446,0.049271656903659554,0.652077922077922,0.15565025214638994
p7,0.5729166666666666,0.05050998239808556,0.6488888888888888,0.04201704533597561,0.6357894736842105,0.05924268132739033,0.6418200742462616,0.04785058590856716,0.6231578947368421,0.05566996684105402
p9,0.5533333333333335,0.07085783889827105,0.5739592760180996,0.05579827243061078,0.6461538461538462,0.1166596222161777,0.6055793861311103,0.07803176160538244,0.5832167832167832,0.119864301320648
