,precision,recall,f1-score,support
disengaged,0.5192307692307693,0.43548387096774194,0.47368421052631576,62.0
engaged,0.5679012345679012,0.647887323943662,0.6052631578947368,71.0
accuracy,0.5488721804511278,0.5488721804511278,0.5488721804511278,0.5488721804511278
macro avg,0.5435660018993352,0.541685597455702,0.5394736842105263,133.0
weighted avg,0.545212746967133,0.5488721804511278,0.5439256034823902,133.0
