Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Precision,Recall,F1
16,16,0.2,0.001,0.0,0.6701754385964912,0.6937327433931848,0.9147692307692307,0.7874131007905376
16,16,0.2,0.001,0.0001,0.6597840755735493,0.6872072072072071,0.9064615384615384,0.7797057495192034
16,16,0.2,0.0005,0.0,0.6491228070175439,0.6970708194289952,0.8436923076923076,0.7630301808160247
16,16,0.2,0.0005,0.0001,0.6802968960863698,0.693305069775658,0.9366153846153846,0.7965870367427653
16,16,0.3,0.001,0.0,0.6649122807017543,0.6928776486671223,0.8984615384615384,0.7806087108532231
16,16,0.3,0.001,0.0001,0.6439946018893388,0.6866178518190902,0.876,0.7663402216232404
16,16,0.3,0.0005,0.0,0.6597840755735493,0.6889147437559415,0.8990769230769231,0.7781247833254616
16,16,0.3,0.0005,0.0001,0.6807017543859649,0.6951730139230138,0.9381538461538461,0.7971523915461625
16,16,0.4,0.001,0.0,0.639136302294197,0.6860131588341167,0.8612307692307691,0.7568237747160463
16,16,0.4,0.001,0.0001,0.6859649122807017,0.7000557700557699,0.944923076923077,0.8014961558800797
16,16,0.4,0.0005,0.0,0.6650472334682862,0.6916277780327016,0.9064615384615384,0.7826573176545368
16,16,0.4,0.0005,0.0001,0.6701754385964913,0.6722222222222223,0.9923076923076923,0.8012506400409626
16,16,0.5,0.001,0.0,0.6650472334682861,0.6977930872048519,0.892,0.779610767987388
16,16,0.5,0.001,0.0001,0.654655870445344,0.6863921379362556,0.8990769230769231,0.7770260838827034
16,16,0.5,0.0005,0.0,0.6701754385964913,0.6839421378470614,0.944923076923077,0.7923666296193387
16,16,0.5,0.0005,0.0001,0.6491228070175439,0.6833258371153108,0.9070769230769231,0.7744684759149562
16,32,0.2,0.001,0.0,0.6647773279352227,0.6890643274853802,0.9141538461538461,0.7843370729690924
16,32,0.2,0.001,0.0001,0.6439946018893388,0.6716480004565494,0.9221538461538461,0.7758957151956485
16,32,0.2,0.0005,0.0,0.6701754385964913,0.6913257727050831,0.9224615384615384,0.7883624971104469
16,32,0.2,0.0005,0.0001,0.6649122807017543,0.6855562200956937,0.9301538461538461,0.787695675971538
16,32,0.3,0.001,0.0,0.670310391363023,0.6801320459215197,0.9612307692307691,0.7960347043761231
16,32,0.3,0.001,0.0001,0.6547908232118759,0.6816905020470385,0.9141538461538461,0.7792906569943922
16,32,0.3,0.0005,0.0,0.639136302294197,0.6785455710084727,0.8836923076923077,0.7656947195930247
16,32,0.3,0.0005,0.0001,0.6596491228070176,0.6864079788708806,0.9144615384615384,0.7820519969672513
16,32,0.4,0.001,0.0,0.6597840755735493,0.6857328997078572,0.9144615384615384,0.7822711150791328
16,32,0.4,0.001,0.0001,0.6650472334682862,0.6742857142857143,0.9686153846153847,0.7947479182930002
16,32,0.4,0.0005,0.0,0.6543859649122807,0.6696202144419462,0.9523076923076923,0.7853968253968254
16,32,0.4,0.0005,0.0001,0.6493927125506073,0.6666276050486577,0.9532307692307693,0.784367996273073
16,32,0.5,0.001,0.0,0.6491228070175439,0.6705509550904287,0.9381538461538461,0.7810610395741415
16,32,0.5,0.001,0.0001,0.670310391363023,0.6806395211000474,0.9615384615384615,0.7959798806433958
16,32,0.5,0.0005,0.0,0.6754385964912281,0.6838857996752734,0.9615384615384615,0.7985333298619247
16,32,0.5,0.0005,0.0001,0.6596491228070175,0.6703258145363409,0.9686153846153847,0.7919405412438199
16,64,0.2,0.001,0.0,0.6649122807017543,0.6872504758964861,0.9221538461538461,0.7859342919445507
16,64,0.2,0.001,0.0001,0.6700404858299596,0.6883539685088921,0.9295384615384614,0.7897880614161454
16,64,0.2,0.0005,0.0,0.6807017543859649,0.6995957834667512,0.9218461538461538,0.7941358544895134
16,64,0.2,0.0005,0.0001,0.6807017543859649,0.7012248535777947,0.9221538461538461,0.7941996233521658
16,64,0.3,0.001,0.0,0.6807017543859649,0.7091751012145748,0.9070769230769231,0.7911226784910995
16,64,0.3,0.001,0.0001,0.6649122807017545,0.6867575187969924,0.9301538461538461,0.7878270388615216
16,64,0.3,0.0005,0.0,0.7017543859649122,0.7022347022347022,0.9686153846153847,0.8133369638890546
16,64,0.3,0.0005,0.0001,0.654251012145749,0.6743696138742579,0.9375384615384614,0.7836919536731985
16,64,0.4,0.001,0.0,0.6701754385964912,0.6801404001404,0.9615384615384615,0.7958898977314487
