,precision,recall,f1-score,support
disengaged,0.25,0.1111111111111111,0.15384615384615385,9.0
engaged,0.7333333333333333,0.88,0.8,25.0
accuracy,0.6764705882352942,0.6764705882352942,0.6764705882352942,0.6764705882352942
macro avg,0.49166666666666664,0.4955555555555555,0.47692307692307695,34.0
weighted avg,0.6053921568627451,0.6764705882352942,0.6289592760180995,34.0
