,precision,recall,f1-score,support
disengaged,0.6666666666666666,0.26666666666666666,0.38095238095238093,15.0
engaged,0.7027027027027027,0.9285714285714286,0.8,28.0
accuracy,0.6976744186046512,0.6976744186046512,0.6976744186046512,0.6976744186046512
macro avg,0.6846846846846847,0.5976190476190476,0.5904761904761905,43.0
weighted avg,0.6901319924575738,0.6976744186046512,0.6538205980066445,43.0
