Participant,Best Hidden1,Best Hidden2,Best Dropout,Best LearningRate,Best WeightDecay,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std,AUROC Mean,AUROC Std
p11,32,16,0.5,0.0005,0.0001,0.6347652347652348,0.03150102187116738,0.6316723890144942,0.031763286811662246,0.9833333333333332,0.03726779962499651,0.7680806018606382,0.010840536986582727,0.5786021439634792,0.08175956858764322
p12,128,64,0.5,0.001,0.0,0.6144051600573339,0.03272872992869108,0.6053566394845464,0.020933118451352425,0.9509433962264151,0.045439979542612426,0.7393069048702714,0.021263934816042,0.5761508689665438,0.06018766229150386
p17,16,32,0.5,0.0005,0.0,0.6022383545069572,0.034475461173686085,0.5921912628913621,0.03343984099779529,0.9564393939393939,0.0648484129406993,0.7294467223411296,0.013727243939294644,0.5664973776223776,0.06250837006415247
p18,64,32,0.3,0.001,0.0,0.6386057692307692,0.013625376603014121,0.6401848406822627,0.009601973778835758,0.9853658536585366,0.02181529734146138,0.7760099200247687,0.009403240747788127,0.6325293831742664,0.055368690730186146
p5,64,16,0.3,0.001,0.0001,0.7184012066365008,0.0579360283462602,0.7161060445387062,0.05555066961003504,0.9709243697478991,0.028998294196536406,0.8226775800260144,0.029398083069957656,0.7239347503707366,0.06306527953862787
p7,16,64,0.2,0.0005,0.0001,0.6303933747412008,0.02703485072112389,0.627910882221227,0.025837370894240902,0.921951219512195,0.06313258100265748,0.7454569829569829,0.012305984520059834,0.5510212663702992,0.06962533756845765
p9,64,16,0.2,0.001,0.0001,0.6424242424242423,0.07845195449822716,0.6458740161564295,0.08810362778286407,0.7482352941176471,0.1178054156321485,0.6862934660358843,0.058279831711240154,0.6581117850365954,0.07375014211414731
