,precision,recall,f1-score,support
disengaged,0.5339805825242718,0.5913978494623656,0.5612244897959183,93.0
engaged,0.5365853658536586,0.4782608695652174,0.5057471264367817,92.0
accuracy,0.5351351351351351,0.5351351351351351,0.5351351351351351,0.5351351351351351
macro avg,0.5352829741889652,0.5348293595137915,0.53348580811635,185.0
weighted avg,0.5352759342340209,0.5351351351351351,0.5336357469362395,185.0
