Participant,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std
p11,0.6397979797979797,0.031891050118256326,0.664038791397282,0.034479313590650436,0.8968067226890757,0.07695019973449074,0.7606061944453956,0.020385073940340143
p12,0.6399854862119014,0.02913667813083665,0.6533205128205128,0.012493620989028311,0.9653781512605042,0.051303192034097736,0.7789771527397251,0.023695618069515062
p17,0.5308823529411765,0.12884967334766242,0.5896103896103896,0.1512722233115624,0.6666666666666666,0.0,0.6185714285714285,0.07484678227102708
p18,0.7281639928698752,0.041340699263134086,0.7349523460410557,0.022244761248874066,0.976,0.035777087639996624,0.8383083099598526,0.024018608631636983
p5,0.709090909090909,0.0248964798865985,0.7136363636363636,0.030491836056815345,0.9875,0.02795084971874737,0.8278330962541489,0.01594646126584944
p7,0.625,0.14657549249448218,0.7129545454545454,0.034580242319297606,0.7454545454545455,0.33648646406039545,0.6913128739215695,0.23095817205745295
p9,0.525,0.16032194172975825,0.5599999999999999,0.14794894014114762,0.6666666666666666,0.28327886186626583,0.5983208020050126,0.19848396996324988
