,precision,recall,f1-score,support
disengaged,0.5,0.35,0.4117647058823529,20.0
engaged,0.675,0.7941176470588235,0.7297297297297297,34.0
accuracy,0.6296296296296297,0.6296296296296297,0.6296296296296297,0.6296296296296297
macro avg,0.5875,0.5720588235294117,0.5707472178060413,54.0
weighted avg,0.6101851851851853,0.6296296296296297,0.611964906082553,54.0
