,precision,recall,f1-score,support
disengaged,0.2857142857142857,0.04878048780487805,0.08333333333333333,41.0
engaged,0.5568181818181818,0.9074074074074074,0.6901408450704225,54.0
accuracy,0.5368421052631579,0.5368421052631579,0.5368421052631579,0.5368421052631579
macro avg,0.42126623376623373,0.47809394760614277,0.38673708920187794,95.0
weighted avg,0.4398154477101845,0.5368421052631579,0.42825549789967876,95.0
