,precision,recall,f1-score,support
disengaged,0.3333333333333333,0.25,0.2857142857142857,4.0
engaged,0.625,0.7142857142857143,0.6666666666666666,7.0
accuracy,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454
macro avg,0.47916666666666663,0.48214285714285715,0.47619047619047616,11.0
weighted avg,0.5189393939393939,0.5454545454545454,0.528138528138528,11.0
