,precision,recall,f1-score,support
disengaged,0.391304347826087,0.2647058823529412,0.3157894736842105,34.0
engaged,0.5370370370370371,0.6744186046511628,0.5979381443298969,43.0
accuracy,0.4935064935064935,0.4935064935064935,0.4935064935064935,0.4935064935064935
macro avg,0.46417069243156206,0.469562243502052,0.4568638090070537,77.0
weighted avg,0.4726875379049292,0.4935064935064935,0.4733530170318016,77.0
