,precision,recall,f1-score,support
disengaged,0.6428571428571429,0.6428571428571429,0.6428571428571429,14.0
engaged,0.6666666666666666,0.6666666666666666,0.6666666666666666,15.0
accuracy,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.6551724137931034
macro avg,0.6547619047619048,0.6547619047619048,0.6547619047619048,29.0
weighted avg,0.6551724137931034,0.6551724137931034,0.6551724137931034,29.0
