,precision,recall,f1-score,support
disengaged,0.7272727272727273,0.42105263157894735,0.5333333333333333,19.0
engaged,0.6764705882352942,0.8846153846153846,0.7666666666666667,26.0
accuracy,0.6888888888888889,0.6888888888888889,0.6888888888888889,0.6888888888888889
macro avg,0.7018716577540107,0.652834008097166,0.65,45.0
weighted avg,0.6979203802733215,0.6888888888888889,0.6681481481481482,45.0
