,precision,recall,f1-score,support
disengaged,0.5833333333333334,0.5268817204301075,0.5536723163841808,93.0
engaged,0.5643564356435643,0.6195652173913043,0.5906735751295337,92.0
accuracy,0.572972972972973,0.572972972972973,0.572972972972973,0.572972972972973
macro avg,0.5738448844884488,0.5732234689107059,0.5721729457568572,185.0
weighted avg,0.5738961734011239,0.572972972972973,0.5720729423548429,185.0
