Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Precision,Recall,F1,AUROC
16,16,0.2,0.001,0.0,0.6857142857142857,0.701601797261973,0.9165623309374759,0.7945850365791844,0.6432313961266526
16,16,0.2,0.001,0.0001,0.6763848396501457,0.6938715260848367,0.9174317953473994,0.7899813499116866,0.6452765061939236
16,16,0.2,0.0005,0.0,0.6833819241982506,0.690049945960821,0.950792178684597,0.7993522157600623,0.6356575375655552
16,16,0.2,0.0005,0.0001,0.6728862973760933,0.6871729512935344,0.93234794033542,0.790689112201538,0.6296232616360495
16,16,0.3,0.001,0.0,0.671137026239067,0.6835595854728334,0.9402735914676559,0.791335030814561,0.6351294338919109
16,16,0.3,0.001,0.0001,0.6822157434402332,0.6917602952420308,0.9429322204188887,0.7974145717662994,0.6337888648998015
16,16,0.3,0.0005,0.0,0.6827988338192419,0.6949855798421373,0.9306128758018394,0.7955575832440326,0.6370366057407189
16,16,0.3,0.0005,0.0001,0.678134110787172,0.6920695493582872,0.9297086328155191,0.7928342280834748,0.6329396233948873
16,16,0.4,0.001,0.0,0.6769679300291546,0.6889300252893985,0.9358760336965762,0.7934701398472119,0.6395050133175935
16,16,0.4,0.001,0.0001,0.6688046647230321,0.6817400372739703,0.9428974418424918,0.7904472268084269,0.6266724196445714
16,16,0.4,0.0005,0.0,0.6705539358600583,0.6802624823901613,0.952554293222042,0.7932421553940819,0.630940684306583
16,16,0.4,0.0005,0.0001,0.6734693877551019,0.678856669179604,0.9657199165314166,0.7969118293638442,0.6379476839368399
16,16,0.5,0.001,0.0,0.6682215743440233,0.6724414377115757,0.9771620681660098,0.7962252818996707,0.6392092569527895
16,16,0.5,0.001,0.0001,0.6769679300291545,0.6818071916672307,0.9648659092665586,0.7985638674312583,0.6353430043614872
16,16,0.5,0.0005,0.0,0.671137026239067,0.676563488026755,0.9675129453589921,0.7960024329982989,0.6368083533007436
16,16,0.5,0.0005,0.0001,0.6798833819241983,0.6869258152327544,0.9552515650359379,0.7984440632524628,0.631253080855816
16,32,0.2,0.001,0.0,0.6717201166180757,0.6828087372466639,0.9455483422211918,0.7924354896771723,0.6270478874868153
