,precision,recall,f1-score,support
disengaged,0.4411764705882353,0.4411764705882353,0.4411764705882353,34.0
engaged,0.5581395348837209,0.5581395348837209,0.5581395348837209,43.0
accuracy,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.5064935064935064
macro avg,0.4996580027359781,0.4996580027359781,0.4996580027359781,77.0
weighted avg,0.5064935064935064,0.5064935064935064,0.5064935064935064,77.0
