,precision,recall,f1-score,support
disengaged,0.625,0.36585365853658536,0.46153846153846156,82.0
engaged,0.5478260869565217,0.7777777777777778,0.6428571428571429,81.0
accuracy,0.5705521472392638,0.5705521472392638,0.5705521472392638,0.5705521472392638
macro avg,0.5864130434782608,0.5718157181571816,0.5521978021978022,163.0
weighted avg,0.5866497732728727,0.5705521472392638,0.5516416099238185,163.0
