,precision,recall,f1-score,support
disengaged,0.3783783783783784,0.42424242424242425,0.4,33.0
engaged,0.5476190476190477,0.5,0.5227272727272727,46.0
accuracy,0.46835443037974683,0.46835443037974683,0.46835443037974683,0.46835443037974683
macro avg,0.46299871299871304,0.46212121212121215,0.46136363636363636,79.0
weighted avg,0.476923578189401,0.46835443037974683,0.4714614499424626,79.0
