,precision,recall,f1-score,support
disengaged,0.3333333333333333,0.1111111111111111,0.16666666666666666,9.0
engaged,0.5555555555555556,0.8333333333333334,0.6666666666666666,12.0
accuracy,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
macro avg,0.4444444444444444,0.4722222222222222,0.41666666666666663,21.0
weighted avg,0.46031746031746035,0.5238095238095238,0.4523809523809524,21.0
