,precision,recall,f1-score,support
disengaged,0.0,0.0,0.0,9.0
engaged,0.5263157894736842,1.0,0.6896551724137931,10.0
accuracy,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842
macro avg,0.2631578947368421,0.5,0.3448275862068966,19.0
weighted avg,0.27700831024930744,0.5263157894736842,0.3629764065335753,19.0
