Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Engaged Precision,Engaged Recall,Engaged F1,Disengaged Precision,Disengaged Recall,Disengaged F1,AUROC
16,16,0.2,0.001,0.0,0.737796162760752,0.7391799866732292,0.9969230769230769,0.8489160432603159,0.13333333333333333,0.004347826086956522,0.008421052631578947,0.6440201694024783
16,16,0.2,0.001,0.0001,0.7372279809425701,0.738757555236471,0.9969230769230769,0.8486382430503505,0.06666666666666667,0.002173913043478261,0.004210526315789474,0.6406704980842912
16,16,0.2,0.0005,0.0,0.7395007082152973,0.7407607797763893,0.9961538461538462,0.8496610436614167,0.13333333333333333,0.013043478260869565,0.023762376237623763,0.6356136354899473
16,16,0.2,0.0005,0.0001,0.740637071851661,0.7410594810750907,0.9976923076923077,0.85041535631544,0.13333333333333333,0.013043478260869565,0.023762376237623763,0.6394428747164879
16,16,0.3,0.001,0.0,0.7343870718516611,0.7415197190786479,0.9838461538461537,0.8453323515009886,0.07647058823529411,0.028260869565217388,0.04126984126984127,0.6420586341444663
16,16,0.3,0.001,0.0001,0.7343870718516611,0.7415197190786479,0.9838461538461537,0.8453323515009886,0.07647058823529411,0.028260869565217388,0.04126984126984127,0.6435949333025794
16,16,0.3,0.0005,0.0,0.7383643445789339,0.7393321905898833,0.9976923076923077,0.8492947306809386,0.1,0.004347826086956522,0.008333333333333333,0.6352391752841529
16,16,0.3,0.0005,0.0001,0.7372279809425701,0.738757555236471,0.9969230769230769,0.8486382430503505,0.06666666666666667,0.002173913043478261,0.004210526315789474,0.6352052179038686
16,16,0.4,0.001,0.0,0.7383643445789339,0.7393320548225806,0.9976923076923077,0.8492919235069399,0.08,0.004347826086956522,0.008247422680412371,0.6452515408962185
16,16,0.4,0.001,0.0001,0.7389325263971156,0.7397601669646405,0.9976923076923077,0.8495713913219258,0.1,0.006521739130434782,0.012244897959183673,0.6448142595368983
16,16,0.4,0.0005,0.0,0.7389325263971156,0.7389325263971156,1.0,0.849869068148432,0.0,0.0,0.0,0.6445120869052653
16,16,0.4,0.0005,0.0001,0.7389325263971156,0.7389325263971156,1.0,0.849869068148432,0.0,0.0,0.0,0.6445323812452749
16,16,0.5,0.001,0.0,0.7389325263971156,0.7389325263971156,1.0,0.849869068148432,0.0,0.0,0.0,0.643391701585105
16,16,0.5,0.001,0.0001,0.7389325263971156,0.7389325263971156,1.0,0.849869068148432,0.0,0.0,0.0,0.648226351567806
16,16,0.5,0.0005,0.0,0.7389325263971156,0.7389325263971156,1.0,0.849869068148432,0.0,0.0,0.0,0.640678282653545
16,16,0.5,0.0005,0.0001,0.7389325263971156,0.7389325263971156,1.0,0.849869068148432,0.0,0.0,0.0,0.6419112398928741
16,32,0.2,0.001,0.0,0.730990857584342,0.748997581556335,0.9569702328323018,0.8401890961527834,0.38402777777777775,0.09130434782608696,0.14514687849949254,0.6516183254526583
16,32,0.2,0.001,0.0001,0.7338317666752512,0.7494786542416594,0.9615856174476864,0.842249485192576,0.40808823529411764,0.0891304347826087,0.14294956555507016,0.6522193390484244
16,32,0.2,0.0005,0.0,0.7327002317795519,0.7488019543866162,0.9608311229000884,0.8415822562519469,0.40395347271615023,0.08695652173913045,0.14115909228394646,0.6466724970847909
16,32,0.2,0.0005,0.0001,0.7315638681431882,0.7481765337552357,0.9600618921308577,0.8409035475754238,0.39689754689754697,0.08478260869565217,0.1381319360006176,0.6484102179679392
16,32,0.3,0.001,0.0,0.7344015580736544,0.7495201512655998,0.9623607427055703,0.8426197733615857,0.45125462539724,0.0891304347826087,0.14587315097230757,0.6521196453055523
16,32,0.3,0.001,0.0001,0.7321336595415915,0.7474243229766214,0.9631329207191277,0.8416149480391958,0.4173346261581556,0.0782608695652174,0.12960886957944254,0.6489516780071503
16,32,0.3,0.0005,0.0,0.7349649111511718,0.749684810569555,0.963129973474801,0.8430314881637196,0.44142857142857145,0.08913043478260871,0.14595884647597274,0.6498956931790515
16,32,0.3,0.0005,0.0001,0.7315574298223024,0.7470510291916019,0.9631329207191277,0.8413229630486105,0.3969264069264069,0.07608695652173914,0.12378647135486168,0.650337651686977
16,32,0.4,0.001,0.0,0.7389454030388874,0.7497843411611698,0.9708163866784556,0.8460760978543149,0.4708823529411765,0.08260869565217391,0.13975174782822902,0.655804181242712
16,32,0.4,0.001,0.0001,0.7378106489827453,0.7480012090987903,0.9731270262304745,0.8458029874787819,0.473921568627451,0.07173913043478261,0.12305296205824248,0.6535489947334026
16,32,0.4,0.0005,0.0,0.7383772212207057,0.7495803749810465,0.970058944886531,0.8456636524601542,0.4957894736842105,0.08260869565217391,0.140780008704537,0.6537130152872281
16,32,0.4,0.0005,0.0001,0.7400785475148082,0.7506368323076567,0.9708222811671087,0.8466220177203805,0.509685051790315,0.08695652173913045,0.1475414941428847,0.6542378169889413
16,32,0.5,0.001,0.0,0.7366758949266032,0.7456403175131656,0.9769702328323018,0.8457481070227981,0.48009768009768017,0.056521739130434775,0.09959808174940551,0.6514684324504415
16,32,0.5,0.001,0.0001,0.737240857584342,0.7454995227546165,0.9785027998821102,0.8462334176265538,0.4826190476190476,0.05434782608695652,0.09632938817649964,0.6521710939402094
16,32,0.5,0.0005,0.0,0.7372392480041204,0.7461140485875811,0.9769643383436486,0.8460271041618881,0.4486111111111112,0.05869565217391304,0.10192849478563763,0.6529945924473661
16,32,0.5,0.0005,0.0001,0.7361044939479784,0.7455134719511252,0.9761980548187446,0.8453542306162107,0.4382352941176471,0.056521739130434775,0.09835452882635058,0.653261446199977
16,64,0.2,0.001,0.0,0.7349584728302858,0.7453840778990687,0.9746389625699969,0.8443909631060033,0.3308954203691046,0.05652173913043479,0.08965683722965276,0.6429418303668678
16,64,0.2,0.001,0.0001,0.7338237187741437,0.744790920618116,0.9738697318007663,0.8436999596479513,0.3197802197802198,0.05434782608695652,0.08561139005683235,0.6430338676815439
16,64,0.2,0.0005,0.0,0.7321223924800413,0.7422131393536979,0.9769466548776894,0.8434419452211355,0.32999999999999996,0.03913043478260869,0.06652136752136753,0.6421747459603532
16,64,0.2,0.0005,0.0001,0.7321223924800413,0.7422131393536979,0.9769466548776894,0.8434419452211355,0.32999999999999996,0.03913043478260869,0.06652136752136753,0.6423759274209049
16,64,0.3,0.001,0.0,0.7338285475148082,0.7418673004338567,0.981562039493074,0.8449054641721103,0.24514285714285716,0.03260869565217391,0.05402097902097902,0.6433867040838556
16,64,0.3,0.001,0.0001,0.7332603656966263,0.742021187821299,0.9800235779546125,0.8443753795338829,0.2732348111658457,0.034782608695652174,0.05617128219999033,0.6446328117992286
16,64,0.3,0.0005,0.0,0.7332619752768477,0.7419615118769386,0.9800235779546125,0.8444814647774145,0.2852631578947368,0.034782608695652174,0.06024627948832152,0.6406910006535194
16,64,0.3,0.0005,0.0001,0.7338301570950295,0.7421123695622054,0.9807928087238432,0.8448647580242048,0.2935964912280702,0.034782608695652174,0.06036509136950964,0.6411008277912326
16,64,0.4,0.001,0.0,0.73439672933299,0.7440306825751588,0.9769466548776894,0.8445956992283803,0.3464761904761905,0.04782608695652174,0.0795299925544507,0.6478059688104665
16,64,0.4,0.001,0.0001,0.7298448364666495,0.7474956310490974,0.9584939581491305,0.8396455592645727,0.35178035737576624,0.08260869565217391,0.12938857118747701,0.6511528530606492
16,64,0.4,0.0005,0.0,0.737231200103013,0.7429701199762995,0.9854081933392278,0.8471247594180848,0.2690476190476191,0.034782608695652174,0.06144577447585107,0.6432900857263675
16,64,0.4,0.0005,0.0001,0.737231200103013,0.7429720525126411,0.9854081933392278,0.8471315136149945,0.2773809523809524,0.034782608695652174,0.06156458635703919,0.6439833288483964
16,64,0.5,0.001,0.0,0.7395039273757404,0.743001077965172,0.9900147362216327,0.8488601446340167,0.4226190476190476,0.03043478260869565,0.054865051025798126,0.6498338971539871
16,64,0.5,0.001,0.0001,0.7378026010816379,0.7422600067487624,0.9884821691718244,0.8478308511204367,0.3916666666666667,0.028260869565217388,0.051511729405346415,0.6509768192826664
16,64,0.5,0.0005,0.0,0.7400704996137006,0.7428639049051553,0.9915531977600942,0.8493383546886213,0.33888888888888885,0.028260869565217395,0.051185713713071714,0.6474180858288804
16,64,0.5,0.0005,0.0001,0.7383675637393767,0.7426964705836011,0.9884792219274978,0.848097584345316,0.2823809523809524,0.030434782608695653,0.05473056355409296,0.6489388318661182
32,16,0.2,0.001,0.0,0.7355347025495751,0.7514196770911991,0.9600559976422046,0.8429100510590601,0.4384766139657444,0.1,0.15960195192272153,0.6386409679775497
32,16,0.2,0.001,0.0001,0.7372376384238991,0.7524772616794554,0.9608252284114354,0.8438825992084528,0.45045021645021643,0.10434782608695652,0.16646163411863524,0.6390919604300415
32,16,0.2,0.0005,0.0,0.7349649111511718,0.7524352136422868,0.9562157382847039,0.8421010999045778,0.4386680599094392,0.10869565217391304,0.17240254424537835,0.6431461192480683
32,16,0.2,0.0005,0.0001,0.7332651944372908,0.7516728276807207,0.9546831712348954,0.8410363142004273,0.4261226053639847,0.10652173913043479,0.16887171692814323,0.6431212278476146
32,16,0.3,0.001,0.0,0.7343983389132115,0.7492429392656351,0.9631417624521073,0.8427484101335351,0.4368689698101463,0.08695652173913043,0.14208759607186905,0.6398848332244134
32,16,0.3,0.001,0.0001,0.7355330929693535,0.7474705291831559,0.9700442086648984,0.844267331535773,0.42185314685314684,0.0717391304347826,0.1202257525343278,0.6324877304937275
32,16,0.3,0.0005,0.0,0.7315606489827452,0.7515211579709149,0.9515974064249926,0.8397212976408586,0.4206006553832641,0.10869565217391304,0.17075971633377676,0.6482841271671856
32,16,0.3,0.0005,0.0001,0.7315606489827453,0.7518641770609065,0.9508281756557618,0.8396322344179875,0.41725787747152066,0.1108695652173913,0.17303602683176825,0.6485440933379464
32,16,0.4,0.001,0.0,0.7292863121297966,0.7488591894044235,0.9538962569997054,0.8388844452700909,0.393394777265745,0.0934782608695652,0.14700979043125326,0.6454377939235509
32,16,0.4,0.001,0.0001,0.7298528843677569,0.7490141104424468,0.9546625405246095,0.839271269122241,0.39865467865467863,0.0934782608695652,0.14712310978020843,0.6448477043529517
32,16,0.4,0.0005,0.0,0.7326986221993304,0.7502987346239317,0.956982021809608,0.8410635545116201,0.42361111111111105,0.09782608695652174,0.15699598917134988,0.6499456041210164
32,16,0.4,0.0005,0.0001,0.73213204996137,0.7498686093116304,0.956982021809608,0.8407798773547255,0.41637657361795294,0.09565217391304348,0.15318284914400623,0.6499964440856495
32,16,0.5,0.001,0.0,0.7332619752768478,0.7480489273798041,0.9638933097553787,0.842274510309476,0.42055555555555557,0.08043478260869566,0.13203502767575298,0.6485054908443215
32,16,0.5,0.001,0.0001,0.7338317666752511,0.7470330885756559,0.9677335691128794,0.8431008779645115,0.4081269841269841,0.07173913043478261,0.11921367045606175,0.6468080703238125
32,16,0.5,0.0005,0.0,0.7355347025495751,0.7486278381746576,0.9669702328323018,0.8438510361692311,0.4383850931677018,0.08043478260869566,0.1339935953338261,0.6500867194607824
32,16,0.5,0.0005,0.0001,0.7355330929693535,0.7486268255308502,0.9669672855879753,0.8438420627553794,0.44025641025641027,0.08043478260869566,0.13387343977818075,0.6505873345378592
32,32,0.2,0.001,0.0,0.7326937934586659,0.745835067740007,0.9684969053934571,0.8425475131783464,0.3529627235509588,0.06521739130434782,0.10719660569654307,0.6383206473686233
32,32,0.2,0.001,0.0001,0.7332619752768478,0.7465555613335457,0.9677276746242264,0.8427802360245791,0.3467424242424243,0.06956521739130435,0.11548874783011527,0.6398989928112867
32,32,0.2,0.0005,0.0,0.7326937934586659,0.7452390361773156,0.9700324196875922,0.8428125552082906,0.34184615384615386,0.06086956521739131,0.10211717004169833,0.6415529414779789
32,32,0.2,0.0005,0.0001,0.7309924671645635,0.7450679169363009,0.9669643383436487,0.8415398860036136,0.3325378151260504,0.06304347826086956,0.10501206523363352,0.6423121772447109
32,32,0.3,0.001,0.0,0.7349600824105073,0.7461183884981748,0.9723312702623048,0.8441887693775441,0.3732722832722833,0.06304347826086956,0.10542280796838029,0.6409525045169723
32,32,0.3,0.001,0.0001,0.7349616919907287,0.7461148930830153,0.9723342175066314,0.8441838428069209,0.38166666666666665,0.06304347826086956,0.10544113325104332,0.6415317020976692
32,32,0.3,0.0005,0.0,0.7315590394025239,0.7440050027215864,0.9708104921898025,0.842321358296395,0.32985294117647057,0.05434782608695652,0.09265041388624766,0.6408727367085687
32,32,0.3,0.0005,0.0001,0.7304226757661602,0.7451960485178953,0.9654258768051871,0.8410285607319876,0.3173529411764706,0.06521739130434782,0.10793535827335923,0.644005625392432
32,32,0.4,0.001,0.0,0.7298512747875354,0.7453676961848441,0.9638785735337458,0.8404255424850566,0.33011904761904765,0.06739130434782609,0.10870854778427079,0.6401897128358898
32,32,0.4,0.001,0.0001,0.7355330929693537,0.7439886922957335,0.9792631889183614,0.845431127134711,0.3724378881987578,0.04565217391304348,0.07719632339428824,0.6413740565614628
32,32,0.4,0.0005,0.0,0.7343999484934329,0.7474595887393527,0.967730621868553,0.8433473782965942,0.3602270381836945,0.07391304347826086,0.1220669086865458,0.6442703648175911
32,32,0.4,0.0005,0.0001,0.7349665207313932,0.7473393665340555,0.9692661361626879,0.8438317290241374,0.36467864923747273,0.07173913043478261,0.11832044352281805,0.6445458040210664
32,32,0.5,0.001,0.0,0.7326889647180016,0.7458879242227588,0.968491010904804,0.8425315107367212,0.3583333333333333,0.06521739130434782,0.10549499558710307,0.6468816553261829
32,32,0.5,0.001,0.0001,0.7343919005923256,0.7440270535482318,0.9769466548776894,0.8444780331744859,0.37817307692307695,0.047826086956521734,0.07760955608814152,0.6497408667461142
32,32,0.5,0.0005,0.0,0.734393510172547,0.745973645601722,0.9715679339817271,0.8438603070853639,0.35738095238095235,0.06304347826086956,0.10607937353570003,0.6484958161944668
32,32,0.5,0.0005,0.0001,0.7355282642286892,0.7474519670828665,0.9700294724432655,0.8442172879080964,0.3732142857142857,0.07173913043478261,0.1194577473105652,0.6479274144978793
32,64,0.2,0.001,0.0,0.7326954030388875,0.742587789242393,0.9769613910993222,0.8437888487821471,0.3458119658119658,0.041304347826086954,0.07365240079276189,0.6390963492612668
32,64,0.2,0.001,0.0001,0.7343983389132115,0.7444887198302474,0.9754229295608606,0.8444233535436958,0.378021978021978,0.05217391304347826,0.09112828192073474,0.640694940991043
32,64,0.2,0.0005,0.0,0.7298625418490857,0.7450399388764442,0.9646772767462423,0.8406633677263725,0.3498834498834499,0.06521739130434782,0.10860799212886327,0.6417041158907726
32,64,0.2,0.0005,0.0001,0.7315654777234097,0.7458007537037359,0.9662127910403772,0.8417296804061616,0.3652173913043478,0.0673913043478261,0.1122408026755853,0.6422965760709388
32,64,0.3,0.001,0.0,0.7321272212207056,0.7446361845882231,0.970807544945476,0.8426010305035205,0.3811655011655012,0.05652173913043479,0.09115494618900191,0.6429971552685196
32,64,0.3,0.001,0.0001,0.7315590394025239,0.7442121158203149,0.970807544945476,0.8423221535485554,0.3478321678321678,0.05434782608695652,0.08698921270635913,0.6434310088545472
32,64,0.3,0.0005,0.0,0.7315606489827453,0.7462808966527497,0.9654347185381669,0.8415609256039037,0.36095238095238097,0.06956521739130435,0.10913582830619961,0.6466126872461204
32,64,0.3,0.0005,0.0001,0.7315638681431883,0.7448303956597496,0.9692720306513409,0.8421203818972376,0.3402714932126697,0.05869565217391304,0.09289263571078103,0.6463496777252399
32,64,0.4,0.001,0.0,0.7389389647180015,0.7436612944452392,0.9869437076333629,0.848174114382739,0.43,0.03695652173913044,0.06740196078431374,0.642428369148759
32,64,0.4,0.001,0.0001,0.7389389647180015,0.743658719531885,0.9869437076333629,0.848171740050528,0.4342424242424242,0.03695652173913043,0.06744455784813205,0.6428142339086867
32,64,0.4,0.0005,0.0,0.735537921710018,0.7478335728615426,0.9692661361626879,0.8441596886205979,0.37337549407114623,0.07391304347826086,0.12125394609143028,0.6459265559527928
32,64,0.4,0.0005,0.0001,0.7361044939479784,0.7479880006605554,0.9700324196875922,0.8445554589861256,0.3734057971014493,0.07391304347826086,0.12146831561594769,0.6459438229603147
32,64,0.5,0.001,0.0,0.7321256116404842,0.7435303319526172,0.9738726790450929,0.8430234526595111,0.24805194805194802,0.04782608695652174,0.07568865121806298,0.6541381552813338
32,64,0.5,0.001,0.0001,0.7321256116404842,0.7446821538716757,0.9707957559681699,0.8425811884227402,0.33174603174603173,0.056521739130434775,0.08980986333927511,0.6519762234267482
32,64,0.5,0.0005,0.0,0.734393510172547,0.7446933488420486,0.9754081933392278,0.8443511070054466,0.2646590909090909,0.05217391304347826,0.08349084701215281,0.6499058483578724
32,64,0.5,0.0005,0.0001,0.734393510172547,0.7449789092329415,0.9746419098143237,0.8442476989396173,0.2679924242424242,0.05434782608695652,0.08703534173311812,0.6498796435115776
64,16,0.2,0.001,0.0,0.7343983389132114,0.750221618468975,0.9608281756557618,0.842416664904252,0.40849816849816856,0.0934782608695652,0.1487841601023599,0.6434963928292265
64,16,0.2,0.001,0.0001,0.7361028843677568,0.7513050838552457,0.9616003536693192,0.8433921094903731,0.4191625615763547,0.09782608695652174,0.15512466484924015,0.6442751060367252
64,16,0.2,0.0005,0.0,0.733834985835694,0.7482006352318074,0.9646743295019157,0.842673031359281,0.400108225108225,0.08043478260869566,0.132066025197746,0.6397252015018132
64,16,0.2,0.0005,0.0001,0.7355395312902394,0.7486507477599392,0.9669820218096079,0.8438234319058313,0.42738095238095236,0.08043478260869566,0.13253204461522175,0.639773574751086
64,16,0.3,0.001,0.0,0.733834985835694,0.7470322246658072,0.9677453580901856,0.8430981116282995,0.39254901960784305,0.07173913043478261,0.11893674179573761,0.640931457348249
64,16,0.3,0.001,0.0001,0.7344015580736544,0.7471740273851606,0.96851164161509,0.8434873222764594,0.39747648105771677,0.07173913043478261,0.11940962467670542,0.6410148131062673
64,16,0.3,0.0005,0.0,0.7338349858356941,0.7481766618951482,0.9646772767462423,0.8426560933945385,0.4094627594627595,0.08043478260869566,0.1325123964295577,0.6460832083958021
64,16,0.3,0.0005,0.0001,0.7355363121297965,0.7489034308944043,0.9662127910403772,0.8437195665925818,0.44158730158730164,0.08260869565217392,0.13714896214896216,0.6462248683350633
64,16,0.4,0.001,0.0,0.7344031676538758,0.7472002649315322,0.968517536103743,0.8434815459725955,0.39897759103641456,0.07173913043478261,0.11846151993428924,0.6518524391650329
64,16,0.4,0.001,0.0001,0.7349681303116146,0.7464521926584564,0.971588564692013,0.8441700186560365,0.37296369265409507,0.06521739130434782,0.10888992902064927,0.6491211125206627
64,16,0.4,0.0005,0.0,0.7378074298223023,0.7507489664254765,0.9662098437960507,0.8448599464186213,0.4158823529411764,0.09130434782608696,0.149013008038912,0.6517348056740861
64,16,0.4,0.0005,0.0001,0.7372392480041204,0.7503012052314466,0.9662098437960507,0.8445756984912623,0.41,0.0891304347826087,0.14561511473276179,0.6513945270954266
64,16,0.5,0.001,0.0,0.7326986221993305,0.750555771376179,0.9562245800176836,0.8408818157073299,0.4417444219066938,0.1,0.15990125948976308,0.6537084822973129
64,16,0.5,0.001,0.0001,0.7321336595415915,0.7483981300329339,0.9608370173887415,0.8412252833132314,0.38618886635113814,0.08478260869565217,0.1350947788416983,0.6521652635220851
64,16,0.5,0.0005,0.0,0.7349665207313933,0.7456586676876531,0.9739021514883583,0.844401176215829,0.4684729064039409,0.05869565217391304,0.09468820010570281,0.6481982406232781
64,16,0.5,0.0005,0.0001,0.7338333762554725,0.7447466499163722,0.9738992042440318,0.8438859789659633,0.45760869565217394,0.05434782608695652,0.08934455352968677,0.6474878265995208
64,32,0.2,0.001,0.0,0.7349665207313931,0.7496729895943284,0.9631211317418215,0.8430441198163688,0.4310695970695971,0.0891304347826087,0.14622563479669154,0.644605870141852
64,32,0.2,0.001,0.0001,0.7338301570950296,0.749062233699308,0.9623519009725907,0.8423655351314819,0.42230769230769233,0.08695652173913045,0.1428189388277997,0.644447231512449
64,32,0.2,0.0005,0.0,0.7338285475148082,0.7461329049495505,0.9700324196875922,0.843393917279496,0.40436507936507937,0.06521739130434782,0.10944890055508014,0.6384127487538283
