,precision,recall,f1-score,support
disengaged,1.0,0.6,0.75,5.0
engaged,0.8823529411764706,1.0,0.9375,15.0
accuracy,0.9,0.9,0.9,0.9
macro avg,0.9411764705882353,0.8,0.84375,20.0
weighted avg,0.9117647058823529,0.9,0.890625,20.0
