speaker,speech_start,speech_end
SPEAKER_00,0.97596875,1.43159375
SPEAKER_00,1.66784375,2.37659375
SPEAKER_05,3.8615937500000004,5.80221875
SPEAKER_00,5.58284375,6.98346875
SPEAKER_06,5.80221875,5.81909375
SPEAKER_05,6.494093750000001,6.966593750000001
SPEAKER_05,6.98346875,7.050968750000001
SPEAKER_06,7.050968750000001,7.06784375
SPEAKER_00,7.35471875,8.02971875
SPEAKER_06,8.02971875,8.704718750000001
SPEAKER_00,8.704718750000001,9.09284375
SPEAKER_05,9.66659375,9.68346875
SPEAKER_06,9.68346875,19.67346875
SPEAKER_06,20.17971875,23.60534375
SPEAKER_05,23.60534375,23.925968750000003
SPEAKER_06,24.668468750000002,25.02284375
SPEAKER_05,25.02284375,27.23346875
SPEAKER_05,28.414718750000002,29.612843750000003
SPEAKER_05,29.984093750000003,30.86159375
SPEAKER_05,32.768468750000004,33.291593750000004
SPEAKER_05,34.30409375,35.58659375
SPEAKER_05,36.10971875,39.73784375
SPEAKER_05,39.97409375,43.180343750000006
SPEAKER_05,43.821593750000005,45.34034375
SPEAKER_05,47.112218750000004,50.92596875
SPEAKER_05,51.28034375,54.11534375
SPEAKER_05,55.66784375,56.157218750000006
SPEAKER_05,56.798468750000005,62.080343750000004
SPEAKER_05,63.68346875,67.31159375
SPEAKER_05,67.69971875,71.81721875000001
SPEAKER_05,73.47096875,73.85909375
SPEAKER_05,76.69409375000001,76.71096875
SPEAKER_00,76.71096875,79.15784375
SPEAKER_05,79.24221875,80.28846875
SPEAKER_00,80.28846875,81.36846875
SPEAKER_05,81.45284375,82.26284375
SPEAKER_00,82.31346875,83.05596875
SPEAKER_00,83.79846875000001,85.31721875000001
SPEAKER_05,84.27096875000001,85.26659375
SPEAKER_05,86.68409375,87.54471875
SPEAKER_00,87.57846875,91.32471875
SPEAKER_00,92.48909375000001,93.01221875
SPEAKER_00,94.56471875000001,95.42534375000001
SPEAKER_05,95.72909375,96.23534375000001
SPEAKER_05,98.31096875,98.68221875
SPEAKER_00,98.85096875,99.69471875
SPEAKER_05,100.84221875,101.60159375
SPEAKER_05,105.21284375,105.95534375000001
SPEAKER_00,106.68096875,108.90846875000001
SPEAKER_05,110.03909375,110.47784375
SPEAKER_00,111.38909375,115.57409375
SPEAKER_05,116.31659375000001,116.38409375
SPEAKER_00,116.85659375,118.74659375
SPEAKER_05,120.16409375,122.62784375000001
SPEAKER_05,123.40409375,127.06596875000001
SPEAKER_05,128.98971875,130.18784375
SPEAKER_05,130.77846875,132.51659375
SPEAKER_05,132.80346875,134.45721875
SPEAKER_00,134.60909375,135.94221875
SPEAKER_05,136.38096875000002,137.00534375
SPEAKER_05,137.91659375,138.43971875
SPEAKER_05,140.46471875,141.29159375
SPEAKER_00,142.03409375,143.72159375
SPEAKER_00,145.51034375,145.64534375
SPEAKER_05,145.64534375,146.79284375
SPEAKER_00,146.92784375000002,147.92346875
SPEAKER_05,148.02471875,148.59846875000002
SPEAKER_00,148.78409375,150.25221875
SPEAKER_00,150.31971875000002,151.18034375000002
SPEAKER_05,151.55159375000002,155.17971875
SPEAKER_00,153.07034375,154.43721875
SPEAKER_00,154.80846875,156.29346875000002
SPEAKER_00,157.10346875000002,158.33534375000002
SPEAKER_05,158.95971875,160.19159375
SPEAKER_00,160.07346875000002,160.59659375
SPEAKER_05,160.83284375000002,161.92971875
SPEAKER_00,161.99721875,163.06034375000002
SPEAKER_05,162.38534375,164.62971875000002
SPEAKER_05,165.72659375,167.58284375000002
SPEAKER_05,169.82721875000001,171.75096875
SPEAKER_05,172.51034375,172.79721875
SPEAKER_00,172.83096875,173.23596875
SPEAKER_00,174.78846875000002,176.18909375
SPEAKER_05,177.01596875,182.66909375
SPEAKER_00,178.23096875000002,178.50096875
SPEAKER_00,182.66909375,183.04034375
SPEAKER_05,183.78284375,190.46534375000002
SPEAKER_05,190.98846875,191.83221875
SPEAKER_00,191.62971875000002,192.99659375000002
SPEAKER_05,192.25409375,193.97534375
SPEAKER_00,193.57034375,194.51534375
SPEAKER_00,195.02159375000002,195.03846875000002
SPEAKER_00,195.05534375000002,196.01721875
SPEAKER_05,196.20284375,196.82721875000001
SPEAKER_00,196.82721875000001,199.00409375
