Participant,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std
p11,0.6706015377657168,0.03858873492547097,0.700427760098802,0.018999702088342903,0.8490586932447398,0.06406497212835471,0.766861712440333,0.032311015886532006
p12,0.5850000000000001,0.04541475531146239,0.601382705680909,0.03179396765295416,0.8808510638297873,0.04412008798580367,0.7140089668548878,0.026090627735484057
p17,0.6123809523809524,0.05187526466342342,0.6239348370927319,0.018428723276355113,0.9384615384615385,0.1376041832307563,0.746868248765782,0.05891351460838939
p18,0.735357624831309,0.03740042512309765,0.7684592210908001,0.02712005660478543,0.9302955665024631,0.10659505506028005,0.8379341753829008,0.03472881837821526
p5,0.6790640394088671,0.1302848571310972,0.7858328772121876,0.12053019875820585,0.8476190476190476,0.340734167999968,0.7532310809757619,0.20627145446646622
p7,0.6541666666666668,0.047961935138422236,0.6961384123901656,0.04778785463231012,0.8361290322580646,0.1689534413635757,0.7506648559475482,0.06390391969395384
p9,0.6375845410628018,0.06398951464902007,0.6663141923436041,0.049644048903203924,0.7712250712250712,0.16265099240394815,0.7052065025609401,0.07831331494923054
