,precision,recall,f1-score,support
disengaged,0.65625,0.7,0.6774193548387096,30.0
engaged,0.6666666666666666,0.6206896551724138,0.6428571428571429,29.0
accuracy,0.6610169491525424,0.6610169491525424,0.6610169491525424,0.6610169491525424
macro avg,0.6614583333333333,0.6603448275862069,0.6601382488479263,59.0
weighted avg,0.6613700564971751,0.6610169491525424,0.660431148949465,59.0
